distrito,nacionales,extranjeros,total,date,month,year
vicalvaro,64077,9221,73298.0,2019-07-01,7,2019
villaverde,121034,30825,151859.0,2019-07-01,7,2019
villa_vallecas,98277,14453,112730.0,2019-07-01,7,2019
madrid,2825125,483343,3308468.0,2019-07-01,7,2019
arganzuela,139550,15827,155377.0,2019-08-01,8,2019
barajas,44848,4916,49764.0,2019-08-01,8,2019
carabanchel,205457,52360,257817.0,2019-08-01,8,2019
centro,106628,32409,139037.0,2019-08-01,8,2019
chamartin,132978,14457,147435.0,2019-08-01,8,2019
chamberi,124159,16130,140289.0,2019-08-01,8,2019
ciudad_lineal,186587,32573,219160.0,2019-08-01,8,2019
fuencarral,227085,22074,249159.0,2019-08-01,8,2019
hortaleza,171719,20297,192016.0,2019-08-01,8,2019
latina,201647,39518,241165.0,2019-08-01,8,2019
moncloa,107849,13000,120849.0,2019-08-01,8,2019
moratalaz,86051,9649,95700.0,2019-08-01,8,2019
puente_vallecas,193929,45329,239258.0,2019-08-01,8,2019
retiro,110583,9656,120239.0,2019-08-01,8,2019
salamanca,127155,20118,147273.0,2019-08-01,8,2019
san_blas,139529,20853,160382.0,2019-08-01,8,2019
tetuan,129027,31394,160421.0,2019-08-01,8,2019
usera,109149,32795,141944.0,2019-08-01,8,2019
vicalvaro,64172,9333,73505.0,2019-08-01,8,2019
villaverde,121136,31179,152315.0,2019-08-01,8,2019
villa_vallecas,98481,14641,113122.0,2019-08-01,8,2019
madrid,2827719,488508,3316227.0,2019-08-01,8,2019
arganzuela,139724,15920,155644.0,2019-09-01,9,2019
barajas,44876,4979,49855.0,2019-09-01,9,2019
carabanchel,205715,52981,258696.0,2019-09-01,9,2019
centro,106803,32774,139577.0,2019-09-01,9,2019
chamartin,133156,14498,147654.0,2019-09-01,9,2019
chamberi,124230,16280,140510.0,2019-09-01,9,2019
ciudad_lineal,186808,32874,219682.0,2019-09-01,9,2019
fuencarral,227242,22169,249411.0,2019-09-01,9,2019
hortaleza,172013,20534,192547.0,2019-09-01,9,2019
latina,201776,39976,241752.0,2019-09-01,9,2019
moncloa,107903,13129,121032.0,2019-09-01,9,2019
moratalaz,86084,9741,95825.0,2019-09-01,9,2019
puente_vallecas,194197,45882,240079.0,2019-09-01,9,2019
retiro,110670,9795,120465.0,2019-09-01,9,2019
salamanca,127286,20276,147562.0,2019-09-01,9,2019
san_blas,139616,21262,160878.0,2019-09-01,9,2019
tetuan,129290,31598,160888.0,2019-09-01,9,2019
usera,109323,33158,142481.0,2019-09-01,9,2019
vicalvaro,64294,9389,73683.0,2019-09-01,9,2019
villaverde,121422,31498,152920.0,2019-09-01,9,2019
villa_vallecas,98662,14818,113480.0,2019-09-01,9,2019
madrid,2831090,493531,3324621.0,2019-09-01,9,2019
arganzuela,139540,15889,155429.0,2019-10-01,10,2019
barajas,44949,5017,49966.0,2019-10-01,10,2019
carabanchel,205403,52904,258307.0,2019-10-01,10,2019
centro,106336,32708,139044.0,2019-10-01,10,2019
chamartin,133049,14459,147508.0,2019-10-01,10,2019
chamberi,124176,16355,140531.0,2019-10-01,10,2019
ciudad_lineal,186519,32864,219383.0,2019-10-01,10,2019
fuencarral,227271,22249,249520.0,2019-10-01,10,2019
hortaleza,172213,20671,192884.0,2019-10-01,10,2019
latina,201437,40021,241458.0,2019-10-01,10,2019
moncloa,108011,13161,121172.0,2019-10-01,10,2019
moratalaz,85968,9793,95761.0,2019-10-01,10,2019
puente_vallecas,193761,45846,239607.0,2019-10-01,10,2019
retiro,110617,9820,120437.0,2019-10-01,10,2019
salamanca,127042,20320,147362.0,2019-10-01,10,2019
san_blas,139475,21429,160904.0,2019-10-01,10,2019
tetuan,129161,31628,160789.0,2019-10-01,10,2019
usera,109103,33043,142146.0,2019-10-01,10,2019
vicalvaro,64376,9424,73800.0,2019-10-01,10,2019
villaverde,121363,31510,152873.0,2019-10-01,10,2019
villa_vallecas,98727,14960,113687.0,2019-10-01,10,2019
madrid,2828497,494071,3322568.0,2019-10-01,10,2019
arganzuela,139626,16226,155852.0,2019-11-01,11,2019
barajas,44985,5085,50070.0,2019-11-01,11,2019
carabanchel,205425,54119,259544.0,2019-11-01,11,2019
centro,106591,33702,140293.0,2019-11-01,11,2019
chamartin,133010,14806,147816.0,2019-11-01,11,2019
chamberi,124254,16874,141128.0,2019-11-01,11,2019
ciudad_lineal,186454,33307,219761.0,2019-11-01,11,2019
fuencarral,227425,22657,250082.0,2019-11-01,11,2019
hortaleza,172359,21030,193389.0,2019-11-01,11,2019
latina,201327,40727,242054.0,2019-11-01,11,2019
moncloa,108156,13586,121742.0,2019-11-01,11,2019
moratalaz,85870,9961,95831.0,2019-11-01,11,2019
puente_vallecas,193746,46780,240526.0,2019-11-01,11,2019
retiro,110582,10086,120668.0,2019-11-01,11,2019
salamanca,126973,21104,148077.0,2019-11-01,11,2019
san_blas,139449,21855,161304.0,2019-11-01,11,2019
tetuan,129338,32203,161541.0,2019-11-01,11,2019
usera,109031,33524,142555.0,2019-11-01,11,2019
vicalvaro,64469,9610,74079.0,2019-11-01,11,2019
villaverde,121639,32073,153712.0,2019-11-01,11,2019
villa_vallecas,98966,15299,114265.0,2019-11-01,11,2019
madrid,2829675,504614,3334289.0,2019-11-01,11,2019
arganzuela,139699,16369,156068.0,2019-12-01,12,2019
barajas,45056,5086,50142.0,2019-12-01,12,2019
carabanchel,205619,54799,260418.0,2019-12-01,12,2019
centro,106762,34098,140860.0,2019-12-01,12,2019
chamartin,133053,14913,147966.0,2019-12-01,12,2019
chamberi,124239,17088,141327.0,2019-12-01,12,2019
ciudad_lineal,186659,33772,220431.0,2019-12-01,12,2019
fuencarral,227592,22895,250487.0,2019-12-01,12,2019
hortaleza,172496,21234,193730.0,2019-12-01,12,2019
latina,201339,41230,242569.0,2019-12-01,12,2019
moncloa,108320,13737,122057.0,2019-12-01,12,2019
moratalaz,85825,10077,95902.0,2019-12-01,12,2019
puente_vallecas,193893,47371,241264.0,2019-12-01,12,2019
retiro,110610,10206,120816.0,2019-12-01,12,2019
salamanca,126956,21393,148349.0,2019-12-01,12,2019
san_blas,139434,22149,161583.0,2019-12-01,12,2019
tetuan,129423,32486,161909.0,2019-12-01,12,2019
usera,109094,33948,143042.0,2019-12-01,12,2019
vicalvaro,64544,9628,74172.0,2019-12-01,12,2019
villaverde,121780,32512,154292.0,2019-12-01,12,2019
villa_vallecas,99160,15472,114632.0,2019-12-01,12,2019
madrid,2831553,510463,3342016.0,2019-12-01,12,2019
arganzuela,139723,16453,156176.0,2020-01-01,1,2020
barajas,45082,5076,50158.0,2020-01-01,1,2020
carabanchel,205747,55371,261118.0,2020-01-01,1,2020
centro,106759,34232,140991.0,2020-01-01,1,2020
chamartin,133108,14931,148039.0,2020-01-01,1,2020
chamberi,124232,17165,141397.0,2020-01-01,1,2020
ciudad_lineal,186642,33956,220598.0,2020-01-01,1,2020
fuencarral,227618,23018,250636.0,2020-01-01,1,2020
hortaleza,172522,21311,193833.0,2020-01-01,1,2020
latina,201329,41594,242923.0,2020-01-01,1,2020
moncloa,108366,13798,122164.0,2020-01-01,1,2020
moratalaz,85774,10133,95907.0,2020-01-01,1,2020
puente_vallecas,193814,47852,241666.0,2020-01-01,1,2020
retiro,110617,10256,120873.0,2020-01-01,1,2020
salamanca,126922,21483,148405.0,2020-01-01,1,2020
san_blas,139378,22294,161672.0,2020-01-01,1,2020
tetuan,129392,32599,161991.0,2020-01-01,1,2020
usera,109078,34287,143365.0,2020-01-01,1,2020
vicalvaro,64568,9667,74235.0,2020-01-01,1,2020
villaverde,121956,32959,154915.0,2020-01-01,1,2020
villa_vallecas,99272,15560,114832.0,2020-01-01,1,2020
madrid,2831899,513995,3345894.0,2020-01-01,1,2020
arganzuela,139803,16429,156232.0,2020-02-01,2,2020
barajas,45165,5104,50269.0,2020-02-01,2,2020
carabanchel,205797,55683,261480.0,2020-02-01,2,2020
centro,106645,34145,140790.0,2020-02-01,2,2020
chamartin,133142,14995,148137.0,2020-02-01,2,2020
chamberi,124218,17166,141384.0,2020-02-01,2,2020
ciudad_lineal,186713,34090,220803.0,2020-02-01,2,2020
fuencarral,227804,23087,250891.0,2020-02-01,2,2020
hortaleza,172738,21465,194203.0,2020-02-01,2,2020
latina,201455,41858,243313.0,2020-02-01,2,2020
moncloa,108508,13706,122214.0,2020-02-01,2,2020
moratalaz,85754,9974,95728.0,2020-02-01,2,2020
puente_vallecas,193720,48245,241965.0,2020-02-01,2,2020
retiro,110631,10225,120856.0,2020-02-01,2,2020
salamanca,126800,21464,148264.0,2020-02-01,2,2020
san_blas,139422,22468,161890.0,2020-02-01,2,2020
tetuan,129429,32517,161946.0,2020-02-01,2,2020
usera,108953,34418,143371.0,2020-02-01,2,2020
vicalvaro,64672,9747,74419.0,2020-02-01,2,2020
villaverde,121940,33268,155208.0,2020-02-01,2,2020
villa_vallecas,99454,15719,115173.0,2020-02-01,2,2020
madrid,2832763,515773,3348536.0,2020-02-01,2,2020
arganzuela,139912,16548,156460.0,2020-03-01,3,2020
barajas,45165,5130,50295.0,2020-03-01,3,2020
carabanchel,205821,56198,262019.0,2020-03-01,3,2020
centro,106779,34391,141170.0,2020-03-01,3,2020
chamartin,133034,15073,148107.0,2020-03-01,3,2020
chamberi,124257,17256,141513.0,2020-03-01,3,2020
ciudad_lineal,186661,34303,220964.0,2020-03-01,3,2020
fuencarral,227936,23243,251179.0,2020-03-01,3,2020
hortaleza,172868,21622,194490.0,2020-03-01,3,2020
latina,201337,42272,243609.0,2020-03-01,3,2020
moncloa,108562,13823,122385.0,2020-03-01,3,2020
moratalaz,85693,10095,95788.0,2020-03-01,3,2020
puente_vallecas,193820,48855,242675.0,2020-03-01,3,2020
retiro,110557,10280,120837.0,2020-03-01,3,2020
salamanca,126797,21594,148391.0,2020-03-01,3,2020
san_blas,139442,22800,162242.0,2020-03-01,3,2020
tetuan,129538,32757,162295.0,2020-03-01,3,2020
usera,108921,34823,143744.0,2020-03-01,3,2020
vicalvaro,64726,9827,74553.0,2020-03-01,3,2020
villaverde,122038,33627,155665.0,2020-03-01,3,2020
villa_vallecas,99445,15953,115398.0,2020-03-01,3,2020
madrid,2833309,520470,3353779.0,2020-03-01,3,2020
arganzuela,139820,16597,156417.0,2020-04-01,4,2020
barajas,45167,5119,50286.0,2020-04-01,4,2020
carabanchel,205695,56312,262007.0,2020-04-01,4,2020
centro,106640,34478,141118.0,2020-04-01,4,2020
chamartin,132987,15073,148060.0,2020-04-01,4,2020
chamberi,124141,17275,141416.0,2020-04-01,4,2020
ciudad_lineal,186580,34336,220916.0,2020-04-01,4,2020
fuencarral,227855,23261,251116.0,2020-04-01,4,2020
hortaleza,172808,21690,194498.0,2020-04-01,4,2020
latina,201199,42364,243563.0,2020-04-01,4,2020
moncloa,108427,13827,122254.0,2020-04-01,4,2020
moratalaz,85647,10121,95768.0,2020-04-01,4,2020
puente_vallecas,193673,49059,242732.0,2020-04-01,4,2020
retiro,110466,10293,120759.0,2020-04-01,4,2020
salamanca,126665,21640,148305.0,2020-04-01,4,2020
san_blas,139303,22780,162083.0,2020-04-01,4,2020
tetuan,129421,32833,162254.0,2020-04-01,4,2020
usera,108814,34873,143687.0,2020-04-01,4,2020
vicalvaro,64755,9812,74567.0,2020-04-01,4,2020
villaverde,121968,33569,155537.0,2020-04-01,4,2020
villa_vallecas,99361,16014,115375.0,2020-04-01,4,2020
madrid,2831392,521326,3352718.0,2020-04-01,4,2020
arganzuela,139760,16549,156309.0,2020-05-01,5,2020
barajas,45189,5098,50287.0,2020-05-01,5,2020
carabanchel,205452,56158,261610.0,2020-05-01,5,2020
centro,106512,34448,140960.0,2020-05-01,5,2020
chamartin,132918,15039,147957.0,2020-05-01,5,2020
chamberi,124024,17230,141254.0,2020-05-01,5,2020
ciudad_lineal,186461,34266,220727.0,2020-05-01,5,2020
fuencarral,227788,23275,251063.0,2020-05-01,5,2020
hortaleza,172842,21672,194514.0,2020-05-01,5,2020
latina,200943,42271,243214.0,2020-05-01,5,2020
moncloa,108285,13798,122083.0,2020-05-01,5,2020
moratalaz,85508,10084,95592.0,2020-05-01,5,2020
puente_vallecas,193456,48950,242406.0,2020-05-01,5,2020
retiro,110325,10264,120589.0,2020-05-01,5,2020
salamanca,126509,21616,148125.0,2020-05-01,5,2020
san_blas,139209,22706,161915.0,2020-05-01,5,2020
tetuan,129330,32727,162057.0,2020-05-01,5,2020
usera,108697,34793,143490.0,2020-05-01,5,2020
vicalvaro,64742,9797,74539.0,2020-05-01,5,2020
villaverde,121898,33491,155389.0,2020-05-01,5,2020
villa_vallecas,99374,15992,115366.0,2020-05-01,5,2020
madrid,2829222,520224,3349446.0,2020-05-01,5,2020
arganzuela,139919,16575,156494.0,2020-06-01,6,2020
barajas,45236,5109,50345.0,2020-06-01,6,2020
carabanchel,205585,56274,261859.0,2020-06-01,6,2020
centro,106610,34550,141160.0,2020-06-01,6,2020
chamartin,132992,15051,148043.0,2020-06-01,6,2020
chamberi,124009,17248,141257.0,2020-06-01,6,2020
ciudad_lineal,186511,34338,220849.0,2020-06-01,6,2020
fuencarral,228054,23328,251382.0,2020-06-01,6,2020
hortaleza,173140,21717,194857.0,2020-06-01,6,2020
latina,201065,42332,243397.0,2020-06-01,6,2020
moncloa,108380,13837,122217.0,2020-06-01,6,2020
moratalaz,85557,10107,95664.0,2020-06-01,6,2020
puente_vallecas,193661,49045,242706.0,2020-06-01,6,2020
retiro,110375,10294,120669.0,2020-06-01,6,2020
salamanca,126519,21640,148159.0,2020-06-01,6,2020
san_blas,139304,22754,162058.0,2020-06-01,6,2020
tetuan,129432,32772,162204.0,2020-06-01,6,2020
usera,108801,34843,143644.0,2020-06-01,6,2020
vicalvaro,64812,9824,74636.0,2020-06-01,6,2020
villaverde,122020,33536,155556.0,2020-06-01,6,2020
villa_vallecas,99544,16036,115580.0,2020-06-01,6,2020
madrid,2831526,521210,3352736.0,2020-06-01,6,2020
arganzuela,139545,16465,156010.0,2020-07-01,7,2020
barajas,45198,5122,50320.0,2020-07-01,7,2020
carabanchel,204815,55986,260801.0,2020-07-01,7,2020
centro,105989,34371,140360.0,2020-07-01,7,2020
chamartin,132516,14967,147483.0,2020-07-01,7,2020
chamberi,123436,17080,140516.0,2020-07-01,7,2020
ciudad_lineal,185955,34163,220118.0,2020-07-01,7,2020
fuencarral,227430,23225,250655.0,2020-07-01,7,2020
hortaleza,172870,21659,194529.0,2020-07-01,7,2020
latina,200299,42148,242447.0,2020-07-01,7,2020
moncloa,108090,13790,121880.0,2020-07-01,7,2020
moratalaz,85305,10070,95375.0,2020-07-01,7,2020
puente_vallecas,193056,48845,241901.0,2020-07-01,7,2020
retiro,109997,10241,120238.0,2020-07-01,7,2020
salamanca,125964,21385,147349.0,2020-07-01,7,2020
san_blas,138983,22713,161696.0,2020-07-01,7,2020
tetuan,128678,32555,161233.0,2020-07-01,7,2020
usera,108467,34674,143141.0,2020-07-01,7,2020
vicalvaro,64746,9831,74577.0,2020-07-01,7,2020
villaverde,121729,33420,155149.0,2020-07-01,7,2020
villa_vallecas,99440,16055,115495.0,2020-07-01,7,2020
madrid,2822508,518765,3341273.0,2020-07-01,7,2020
arganzuela,139135,16514,155649.0,2020-08-01,8,2020
barajas,45088,5149,50237.0,2020-08-01,8,2020
carabanchel,204231,56546,260777.0,2020-08-01,8,2020
centro,105904,34682,140586.0,2020-08-01,8,2020
chamartin,132231,15060,147291.0,2020-08-01,8,2020
chamberi,123156,17106,140262.0,2020-08-01,8,2020
ciudad_lineal,185297,34395,219692.0,2020-08-01,8,2020
fuencarral,226796,23271,250067.0,2020-08-01,8,2020
hortaleza,172530,21739,194269.0,2020-08-01,8,2020
latina,199766,42496,242262.0,2020-08-01,8,2020
moncloa,107743,13887,121630.0,2020-08-01,8,2020
moratalaz,85012,10096,95108.0,2020-08-01,8,2020
puente_vallecas,192278,49167,241445.0,2020-08-01,8,2020
retiro,109710,10260,119970.0,2020-08-01,8,2020
salamanca,125569,21478,147047.0,2020-08-01,8,2020
san_blas,138524,22919,161443.0,2020-08-01,8,2020
tetuan,128416,32753,161169.0,2020-08-01,8,2020
usera,108249,34958,143207.0,2020-08-01,8,2020
vicalvaro,64665,9910,74575.0,2020-08-01,8,2020
villaverde,121543,33734,155277.0,2020-08-01,8,2020
villa_vallecas,99121,16108,115229.0,2020-08-01,8,2020
madrid,2814964,522228,3337192.0,2020-08-01,8,2020
arganzuela,138946,16563,155509.0,2020-09-01,9,2020
barajas,45089,5155,50244.0,2020-09-01,9,2020
carabanchel,203945,56885,260830.0,2020-09-01,9,2020
centro,105876,34925,140801.0,2020-09-01,9,2020
chamartin,132104,15083,147187.0,2020-09-01,9,2020
chamberi,122898,17174,140072.0,2020-09-01,9,2020
ciudad_lineal,185012,34434,219446.0,2020-09-01,9,2020
fuencarral,226575,23300,249875.0,2020-09-01,9,2020
hortaleza,172446,21785,194231.0,2020-09-01,9,2020
latina,199510,42718,242228.0,2020-09-01,9,2020
moncloa,107610,13877,121487.0,2020-09-01,9,2020
moratalaz,84892,10093,94985.0,2020-09-01,9,2020
puente_vallecas,192034,49400,241434.0,2020-09-01,9,2020
retiro,109538,10280,119818.0,2020-09-01,9,2020
salamanca,125371,21575,146946.0,2020-09-01,9,2020
san_blas,138316,23004,161320.0,2020-09-01,9,2020
tetuan,128429,32849,161278.0,2020-09-01,9,2020
usera,108237,35166,143403.0,2020-09-01,9,2020
vicalvaro,64858,9973,74831.0,2020-09-01,9,2020
villaverde,121451,34008,155459.0,2020-09-01,9,2020
villa_vallecas,99140,16148,115288.0,2020-09-01,9,2020
madrid,2812277,524395,3336672.0,2020-09-01,9,2020
arganzuela,139014,16484,155498.0,2020-10-01,10,2020
barajas,45071,5157,50228.0,2020-10-01,10,2020
carabanchel,203691,56556,260247.0,2020-10-01,10,2020
centro,105588,35057,140645.0,2020-10-01,10,2020
chamartin,131955,14937,146892.0,2020-10-01,10,2020
chamberi,122782,17148,139930.0,2020-10-01,10,2020
ciudad_lineal,184707,34253,218960.0,2020-10-01,10,2020
fuencarral,226380,23055,249435.0,2020-10-01,10,2020
hortaleza,172471,21669,194140.0,2020-10-01,10,2020
latina,199267,42448,241715.0,2020-10-01,10,2020
moncloa,107637,13802,121439.0,2020-10-01,10,2020
moratalaz,84693,10092,94785.0,2020-10-01,10,2020
puente_vallecas,191570,49175,240745.0,2020-10-01,10,2020
retiro,109391,10252,119643.0,2020-10-01,10,2020
salamanca,125229,21397,146626.0,2020-10-01,10,2020
san_blas,138273,22960,161233.0,2020-10-01,10,2020
tetuan,128289,32597,160886.0,2020-10-01,10,2020
usera,108062,35056,143118.0,2020-10-01,10,2020
vicalvaro,65005,9966,74971.0,2020-10-01,10,2020
villaverde,121471,33919,155390.0,2020-10-01,10,2020
villa_vallecas,99121,16154,115275.0,2020-10-01,10,2020
madrid,2809667,522134,3331801.0,2020-10-01,10,2020
arganzuela,138876,16668,155544.0,2020-11-01,11,2020
barajas,45139,5185,50324.0,2020-11-01,11,2020
carabanchel,203632,56804,260436.0,2020-11-01,11,2020
centro,105680,35854,141534.0,2020-11-01,11,2020
chamartin,131917,15063,146980.0,2020-11-01,11,2020
chamberi,122688,17330,140018.0,2020-11-01,11,2020
ciudad_lineal,184456,34274,218730.0,2020-11-01,11,2020
fuencarral,226343,23086,249429.0,2020-11-01,11,2020
hortaleza,172315,21715,194030.0,2020-11-01,11,2020
latina,199092,42729,241821.0,2020-11-01,11,2020
moncloa,107645,13943,121588.0,2020-11-01,11,2020
moratalaz,84576,10120,94696.0,2020-11-01,11,2020
puente_vallecas,191273,49352,240625.0,2020-11-01,11,2020
retiro,109290,10344,119634.0,2020-11-01,11,2020
salamanca,125083,21737,146820.0,2020-11-01,11,2020
san_blas,138161,23051,161212.0,2020-11-01,11,2020
tetuan,128211,32753,160964.0,2020-11-01,11,2020
usera,108051,35238,143289.0,2020-11-01,11,2020
vicalvaro,65275,10024,75299.0,2020-11-01,11,2020
villaverde,121544,34047,155591.0,2020-11-01,11,2020
villa_vallecas,99162,16225,115387.0,2020-11-01,11,2020
madrid,2808409,525542,3333951.0,2020-11-01,11,2020
arganzuela,138513,16774,155287.0,2020-12-01,12,2020
barajas,45111,5174,50285.0,2020-12-01,12,2020
carabanchel,203222,56926,260148.0,2020-12-01,12,2020
centro,105431,36512,141943.0,2020-12-01,12,2020
chamartin,131425,15154,146579.0,2020-12-01,12,2020
chamberi,122213,17459,139672.0,2020-12-01,12,2020
ciudad_lineal,183825,34320,218145.0,2020-12-01,12,2020
fuencarral,225916,23055,248971.0,2020-12-01,12,2020
hortaleza,172322,21803,194125.0,2020-12-01,12,2020
latina,198719,42929,241648.0,2020-12-01,12,2020
moncloa,107439,14079,121518.0,2020-12-01,12,2020
moratalaz,84332,10130,94462.0,2020-12-01,12,2020
puente_vallecas,190942,49506,240448.0,2020-12-01,12,2020
retiro,108910,10374,119284.0,2020-12-01,12,2020
salamanca,124770,22009,146779.0,2020-12-01,12,2020
san_blas,137927,23179,161106.0,2020-12-01,12,2020
tetuan,127912,32911,160823.0,2020-12-01,12,2020
usera,108004,35298,143302.0,2020-12-01,12,2020
vicalvaro,65561,10087,75648.0,2020-12-01,12,2020
villaverde,121479,34099,155578.0,2020-12-01,12,2020
villa_vallecas,99034,16265,115299.0,2020-12-01,12,2020
madrid,2803007,528043,3331050.0,2020-12-01,12,2020
arganzuela,137287,16159,153446.0,2021-01-01,1,2021
barajas,44851,5011,49862.0,2021-01-01,1,2021
carabanchel,201875,54797,256672.0,2021-01-01,1,2021
centro,104377,35749,140126.0,2021-01-01,1,2021
chamartin,130273,14669,144942.0,2021-01-01,1,2021
chamberi,120980,16970,137950.0,2021-01-01,1,2021
ciudad_lineal,182383,33179,215562.0,2021-01-01,1,2021
fuencarral,224414,22146,246560.0,2021-01-01,1,2021
hortaleza,171272,20982,192254.0,2021-01-01,1,2021
latina,197370,41441,238811.0,2021-01-01,1,2021
moncloa,106700,13677,120377.0,2021-01-01,1,2021
moratalaz,83661,9758,93419.0,2021-01-01,1,2021
puente_vallecas,189600,47768,237368.0,2021-01-01,1,2021
retiro,108208,9996,118204.0,2021-01-01,1,2021
salamanca,123729,21426,145155.0,2021-01-01,1,2021
san_blas,137116,22296,159412.0,2021-01-01,1,2021
tetuan,126818,31700,158518.0,2021-01-01,1,2021
usera,107309,34100,141409.0,2021-01-01,1,2021
vicalvaro,65300,9808,75108.0,2021-01-01,1,2021
villaverde,120826,32866,153692.0,2021-01-01,1,2021
villa_vallecas,98385,15717,114102.0,2021-01-01,1,2021
madrid,2782734,510215,3292949.0,2021-01-01,1,2021
arganzuela,138000,16809,154809.0,2021-02-01,2,2021
barajas,45072,5194,50266.0,2021-02-01,2,2021
carabanchel,202816,56719,259535.0,2021-02-01,2,2021
centro,105094,37005,142099.0,2021-02-01,2,2021
chamartin,131014,15216,146230.0,2021-02-01,2,2021
chamberi,121633,17534,139167.0,2021-02-01,2,2021
ciudad_lineal,183226,34396,217622.0,2021-02-01,2,2021
fuencarral,225417,22967,248384.0,2021-02-01,2,2021
hortaleza,172006,21783,193789.0,2021-02-01,2,2021
latina,198122,42891,241013.0,2021-02-01,2,2021
moncloa,107212,14127,121339.0,2021-02-01,2,2021
moratalaz,83989,10124,94113.0,2021-02-01,2,2021
puente_vallecas,190332,49404,239736.0,2021-02-01,2,2021
retiro,108616,10390,119006.0,2021-02-01,2,2021
salamanca,124421,22277,146698.0,2021-02-01,2,2021
san_blas,137685,23053,160738.0,2021-02-01,2,2021
tetuan,127501,32889,160390.0,2021-02-01,2,2021
usera,107735,35220,142955.0,2021-02-01,2,2021
vicalvaro,65647,10136,75783.0,2021-02-01,2,2021
villaverde,121298,34015,155313.0,2021-02-01,2,2021
villa_vallecas,98823,16239,115062.0,2021-02-01,2,2021
madrid,2795659,528388,3324047.0,2021-02-01,2,2021
arganzuela,137885,16089,153974.0,2021-03-01,3,2021
barajas,45060,5005,50065.0,2021-03-01,3,2021
carabanchel,202865,54525,257390.0,2021-03-01,3,2021
centro,105093,35566,140659.0,2021-03-01,3,2021
chamartin,130922,14478,145400.0,2021-03-01,3,2021
chamberi,121431,16565,137996.0,2021-03-01,3,2021
ciudad_lineal,183150,32973,216123.0,2021-03-01,3,2021
fuencarral,225316,21845,247161.0,2021-03-01,3,2021
hortaleza,171966,20979,192945.0,2021-03-01,3,2021
latina,197960,41116,239076.0,2021-03-01,3,2021
moncloa,107351,13363,120714.0,2021-03-01,3,2021
moratalaz,83876,9730,93606.0,2021-03-01,3,2021
puente_vallecas,190253,47714,237967.0,2021-03-01,3,2021
retiro,108448,9939,118387.0,2021-03-01,3,2021
salamanca,124236,21080,145316.0,2021-03-01,3,2021
san_blas,137753,22306,160059.0,2021-03-01,3,2021
tetuan,127365,31416,158781.0,2021-03-01,3,2021
usera,107718,33907,141625.0,2021-03-01,3,2021
vicalvaro,65926,9895,75821.0,2021-03-01,3,2021
villaverde,121342,32799,154141.0,2021-03-01,3,2021
villa_vallecas,98860,15825,114685.0,2021-03-01,3,2021
madrid,2794776,507115,3301891.0,2021-03-01,3,2021
arganzuela,137788,16186,153974.0,2021-04-01,4,2021
barajas,45075,5026,50101.0,2021-04-01,4,2021
carabanchel,202902,54957,257859.0,2021-04-01,4,2021
centro,105102,36297,141399.0,2021-04-01,4,2021
chamartin,130955,14664,145619.0,2021-04-01,4,2021
chamberi,121324,16771,138095.0,2021-04-01,4,2021
ciudad_lineal,183087,33298,216385.0,2021-04-01,4,2021
fuencarral,225382,22052,247434.0,2021-04-01,4,2021
hortaleza,172040,21223,193263.0,2021-04-01,4,2021
latina,197884,41519,239403.0,2021-04-01,4,2021
moncloa,107393,13502,120895.0,2021-04-01,4,2021
moratalaz,83804,9786,93590.0,2021-04-01,4,2021
puente_vallecas,190196,48031,238227.0,2021-04-01,4,2021
retiro,108291,10079,118370.0,2021-04-01,4,2021
salamanca,124186,21417,145603.0,2021-04-01,4,2021
san_blas,137659,22489,160148.0,2021-04-01,4,2021
tetuan,127230,31776,159006.0,2021-04-01,4,2021
usera,107742,34173,141915.0,2021-04-01,4,2021
vicalvaro,66175,10011,76186.0,2021-04-01,4,2021
villaverde,121409,33095,154504.0,2021-04-01,4,2021
villa_vallecas,98811,15894,114705.0,2021-04-01,4,2021
madrid,2794435,512246,3306681.0,2021-04-01,4,2021
arganzuela,137682,16189,153871.0,2021-05-01,5,2021
barajas,45143,4994,50137.0,2021-05-01,5,2021
carabanchel,202792,54715,257507.0,2021-05-01,5,2021
centro,105015,36305,141320.0,2021-05-01,5,2021
chamartin,130791,14649,145440.0,2021-05-01,5,2021
chamberi,121100,16772,137872.0,2021-05-01,5,2021
ciudad_lineal,183050,33156,216206.0,2021-05-01,5,2021
fuencarral,225615,21886,247501.0,2021-05-01,5,2021
hortaleza,172197,21289,193486.0,2021-05-01,5,2021
latina,197797,41445,239242.0,2021-05-01,5,2021
moncloa,107346,13491,120837.0,2021-05-01,5,2021
moratalaz,83766,9690,93456.0,2021-05-01,5,2021
puente_vallecas,190206,47871,238077.0,2021-05-01,5,2021
retiro,108201,10077,118278.0,2021-05-01,5,2021
salamanca,124058,21452,145510.0,2021-05-01,5,2021
san_blas,137734,22547,160281.0,2021-05-01,5,2021
tetuan,127077,31691,158768.0,2021-05-01,5,2021
usera,107769,34085,141854.0,2021-05-01,5,2021
vicalvaro,66579,10044,76623.0,2021-05-01,5,2021
villaverde,121496,33051,154547.0,2021-05-01,5,2021
villa_vallecas,98921,15894,114815.0,2021-05-01,5,2021
madrid,2794335,511293,3305628.0,2021-05-01,5,2021
arganzuela,137513,16136,153649.0,2021-06-01,6,2021
barajas,45128,4965,50093.0,2021-06-01,6,2021
carabanchel,202464,54376,256840.0,2021-06-01,6,2021
