distrito,nacionales,extranjeros,total,date,month,year
chamartin,130278,12600,142878.0,2015-11-01,11,2015
chamberi,123622,14414,138036.0,2015-11-01,11,2015
ciudad_lineal,187055,26169,213224.0,2015-11-01,11,2015
fuencarral,218940,17116,236056.0,2015-11-01,11,2015
hortaleza,162382,15508,177890.0,2015-11-01,11,2015
latina,203495,31454,234949.0,2015-11-01,11,2015
moncloa,105485,11686,117171.0,2015-11-01,11,2015
moratalaz,87611,7425,95036.0,2015-11-01,11,2015
puente_vallecas,194665,33228,227893.0,2015-11-01,11,2015
retiro,110658,8003,118661.0,2015-11-01,11,2015
salamanca,127240,16562,143802.0,2015-11-01,11,2015
san_blas,138716,15242,153958.0,2015-11-01,11,2015
tetuan,126909,26069,152978.0,2015-11-01,11,2015
usera,109930,24539,134469.0,2015-11-01,11,2015
vicalvaro,62121,7873,69994.0,2015-11-01,11,2015
villaverde,118702,23252,141954.0,2015-11-01,11,2015
villa_vallecas,91132,10942,102074.0,2015-11-01,11,2015
madrid,2787463,387837,3175300.0,2015-11-01,11,2015
arganzuela,137087,14670,151757.0,2015-12-01,12,2015
barajas,42341,3999,46340.0,2015-12-01,12,2015
carabanchel,203660,38978,242638.0,2015-12-01,12,2015
centro,104777,28318,133095.0,2015-12-01,12,2015
chamartin,130312,12638,142950.0,2015-12-01,12,2015
chamberi,123539,14498,138037.0,2015-12-01,12,2015
ciudad_lineal,186798,26214,213012.0,2015-12-01,12,2015
fuencarral,218826,17103,235929.0,2015-12-01,12,2015
hortaleza,162358,15580,177938.0,2015-12-01,12,2015
latina,203400,31429,234829.0,2015-12-01,12,2015
moncloa,105372,11707,117079.0,2015-12-01,12,2015
moratalaz,87431,7428,94859.0,2015-12-01,12,2015
puente_vallecas,194411,33256,227667.0,2015-12-01,12,2015
retiro,110579,8070,118649.0,2015-12-01,12,2015
salamanca,127066,16694,143760.0,2015-12-01,12,2015
san_blas,138509,15275,153784.0,2015-12-01,12,2015
tetuan,126822,26054,152876.0,2015-12-01,12,2015
usera,109760,24614,134374.0,2015-12-01,12,2015
vicalvaro,62076,7868,69944.0,2015-12-01,12,2015
villaverde,118535,23233,141768.0,2015-12-01,12,2015
villa_vallecas,91173,10938,102111.0,2015-12-01,12,2015
madrid,2784832,388564,3173396.0,2015-12-01,12,2015
arganzuela,137265,14636,151901.0,2016-01-01,1,2016
barajas,42367,4006,46373.0,2016-01-01,1,2016
carabanchel,203678,39065,242743.0,2016-01-01,1,2016
centro,104916,28217,133133.0,2016-01-01,1,2016
chamartin,130459,12610,143069.0,2016-01-01,1,2016
chamberi,123647,14406,138053.0,2016-01-01,1,2016
ciudad_lineal,186840,26208,213048.0,2016-01-01,1,2016
fuencarral,219018,17041,236059.0,2016-01-01,1,2016
hortaleza,162594,15536,178130.0,2016-01-01,1,2016
latina,203433,31250,234683.0,2016-01-01,1,2016
moncloa,105405,11630,117035.0,2016-01-01,1,2016
moratalaz,87445,7430,94875.0,2016-01-01,1,2016
puente_vallecas,194520,33332,227852.0,2016-01-01,1,2016
retiro,110781,8050,118831.0,2016-01-01,1,2016
salamanca,127063,16656,143719.0,2016-01-01,1,2016
san_blas,138594,15262,153856.0,2016-01-01,1,2016
tetuan,126976,26100,153076.0,2016-01-01,1,2016
usera,109725,24675,134400.0,2016-01-01,1,2016
vicalvaro,62115,7843,69958.0,2016-01-01,1,2016
villaverde,118610,23245,141855.0,2016-01-01,1,2016
villa_vallecas,91374,10922,102296.0,2016-01-01,1,2016
madrid,2786825,388120,3174945.0,2016-01-01,1,2016
arganzuela,137697,14616,152313.0,2016-02-01,2,2016
barajas,42522,4008,46530.0,2016-02-01,2,2016
carabanchel,204061,39260,243321.0,2016-02-01,2,2016
centro,105187,28155,133342.0,2016-02-01,2,2016
chamartin,130722,12654,143376.0,2016-02-01,2,2016
chamberi,123870,14342,138212.0,2016-02-01,2,2016
ciudad_lineal,187189,26259,213448.0,2016-02-01,2,2016
fuencarral,219450,17068,236518.0,2016-02-01,2,2016
hortaleza,163097,15585,178682.0,2016-02-01,2,2016
latina,203707,31268,234975.0,2016-02-01,2,2016
moncloa,105644,11563,117207.0,2016-02-01,2,2016
moratalaz,87538,7491,95029.0,2016-02-01,2,2016
puente_vallecas,194774,33509,228283.0,2016-02-01,2,2016
retiro,110962,8018,118980.0,2016-02-01,2,2016
salamanca,127376,16674,144050.0,2016-02-01,2,2016
san_blas,138748,15269,154017.0,2016-02-01,2,2016
tetuan,127308,26155,153463.0,2016-02-01,2,2016
usera,109884,24852,134736.0,2016-02-01,2,2016
vicalvaro,62140,7870,70010.0,2016-02-01,2,2016
villaverde,118829,23334,142163.0,2016-02-01,2,2016
villa_vallecas,91722,11020,102742.0,2016-02-01,2,2016
madrid,2792427,388970,3181397.0,2016-02-01,2,2016
arganzuela,137498,14536,152034.0,2016-03-01,3,2016
barajas,42530,4006,46536.0,2016-03-01,3,2016
carabanchel,203835,39162,242997.0,2016-03-01,3,2016
centro,104823,27861,132684.0,2016-03-01,3,2016
chamartin,130443,12555,142998.0,2016-03-01,3,2016
chamberi,123638,14207,137845.0,2016-03-01,3,2016
ciudad_lineal,186759,26142,212901.0,2016-03-01,3,2016
fuencarral,219292,17007,236299.0,2016-03-01,3,2016
hortaleza,163163,15529,178692.0,2016-03-01,3,2016
latina,203330,31149,234479.0,2016-03-01,3,2016
moncloa,105448,11441,116889.0,2016-03-01,3,2016
moratalaz,87280,7418,94698.0,2016-03-01,3,2016
puente_vallecas,194290,33371,227661.0,2016-03-01,3,2016
retiro,110882,8010,118892.0,2016-03-01,3,2016
salamanca,127245,16483,143728.0,2016-03-01,3,2016
san_blas,138623,15236,153859.0,2016-03-01,3,2016
tetuan,127041,26072,153113.0,2016-03-01,3,2016
usera,109634,24791,134425.0,2016-03-01,3,2016
vicalvaro,62047,7815,69862.0,2016-03-01,3,2016
villaverde,118633,23247,141880.0,2016-03-01,3,2016
villa_vallecas,91715,10977,102692.0,2016-03-01,3,2016
madrid,2788149,387015,3175164.0,2016-03-01,3,2016
arganzuela,137739,14563,152302.0,2016-04-01,4,2016
barajas,42654,4013,46667.0,2016-04-01,4,2016
carabanchel,204077,39427,243504.0,2016-04-01,4,2016
centro,104898,27921,132819.0,2016-04-01,4,2016
chamartin,130630,12571,143201.0,2016-04-01,4,2016
chamberi,123673,14225,137898.0,2016-04-01,4,2016
ciudad_lineal,186880,26303,213183.0,2016-04-01,4,2016
fuencarral,219721,17168,236889.0,2016-04-01,4,2016
hortaleza,163517,15663,179180.0,2016-04-01,4,2016
latina,203424,31377,234801.0,2016-04-01,4,2016
moncloa,105562,11483,117045.0,2016-04-01,4,2016
moratalaz,87344,7487,94831.0,2016-04-01,4,2016
puente_vallecas,194486,33587,228073.0,2016-04-01,4,2016
retiro,110992,8042,119034.0,2016-04-01,4,2016
salamanca,127427,16517,143944.0,2016-04-01,4,2016
san_blas,138767,15348,154115.0,2016-04-01,4,2016
tetuan,127358,26262,153620.0,2016-04-01,4,2016
usera,109665,25024,134689.0,2016-04-01,4,2016
vicalvaro,62122,7851,69973.0,2016-04-01,4,2016
villaverde,118869,23504,142373.0,2016-04-01,4,2016
villa_vallecas,91972,11052,103024.0,2016-04-01,4,2016
madrid,2791777,389388,3181165.0,2016-04-01,4,2016
arganzuela,138011,14588,152599.0,2016-05-01,5,2016
barajas,42806,4040,46846.0,2016-05-01,5,2016
carabanchel,204397,39816,244213.0,2016-05-01,5,2016
centro,105057,28146,133203.0,2016-05-01,5,2016
chamartin,130849,12691,143540.0,2016-05-01,5,2016
chamberi,123921,14378,138299.0,2016-05-01,5,2016
ciudad_lineal,187196,26475,213671.0,2016-05-01,5,2016
fuencarral,220239,17404,237643.0,2016-05-01,5,2016
hortaleza,163992,15750,179742.0,2016-05-01,5,2016
latina,203687,31575,235262.0,2016-05-01,5,2016
moncloa,105724,11560,117284.0,2016-05-01,5,2016
moratalaz,87425,7552,94977.0,2016-05-01,5,2016
puente_vallecas,194805,33854,228659.0,2016-05-01,5,2016
retiro,111098,8112,119210.0,2016-05-01,5,2016
salamanca,127671,16676,144347.0,2016-05-01,5,2016
san_blas,138983,15513,154496.0,2016-05-01,5,2016
tetuan,127659,26440,154099.0,2016-05-01,5,2016
usera,109865,25359,135224.0,2016-05-01,5,2016
vicalvaro,62195,7903,70098.0,2016-05-01,5,2016
villaverde,119035,23664,142699.0,2016-05-01,5,2016
villa_vallecas,92179,11134,103313.0,2016-05-01,5,2016
madrid,2796794,392630,3189424.0,2016-05-01,5,2016
arganzuela,137742,14439,152181.0,2016-06-01,6,2016
barajas,42730,3986,46716.0,2016-06-01,6,2016
carabanchel,203937,39594,243531.0,2016-06-01,6,2016
centro,104511,27853,132364.0,2016-06-01,6,2016
chamartin,130476,12532,143008.0,2016-06-01,6,2016
chamberi,123442,14208,137650.0,2016-06-01,6,2016
ciudad_lineal,186754,26187,212941.0,2016-06-01,6,2016
fuencarral,220102,17355,237457.0,2016-06-01,6,2016
hortaleza,163898,15638,179536.0,2016-06-01,6,2016
latina,203279,31268,234547.0,2016-06-01,6,2016
moncloa,105611,11413,117024.0,2016-06-01,6,2016
moratalaz,87217,7509,94726.0,2016-06-01,6,2016
puente_vallecas,194182,33662,227844.0,2016-06-01,6,2016
retiro,110876,8046,118922.0,2016-06-01,6,2016
salamanca,127285,16424,143709.0,2016-06-01,6,2016
san_blas,138752,15431,154183.0,2016-06-01,6,2016
tetuan,127328,26320,153648.0,2016-06-01,6,2016
usera,109594,25299,134893.0,2016-06-01,6,2016
vicalvaro,62275,7840,70115.0,2016-06-01,6,2016
villaverde,118777,23571,142348.0,2016-06-01,6,2016
villa_vallecas,92144,11088,103232.0,2016-06-01,6,2016
madrid,2790912,389663,3180575.0,2016-06-01,6,2016
arganzuela,137891,14413,152304.0,2016-07-01,7,2016
barajas,42818,3980,46798.0,2016-07-01,7,2016
carabanchel,204286,39826,244112.0,2016-07-01,7,2016
centro,104657,27820,132477.0,2016-07-01,7,2016
chamartin,130662,12544,143206.0,2016-07-01,7,2016
chamberi,123547,14170,137717.0,2016-07-01,7,2016
ciudad_lineal,187028,26291,213319.0,2016-07-01,7,2016
fuencarral,220575,17430,238005.0,2016-07-01,7,2016
hortaleza,164125,15680,179805.0,2016-07-01,7,2016
latina,203468,31493,234961.0,2016-07-01,7,2016
moncloa,105717,11417,117134.0,2016-07-01,7,2016
moratalaz,87220,7516,94736.0,2016-07-01,7,2016
puente_vallecas,194327,33829,228156.0,2016-07-01,7,2016
retiro,110956,8026,118982.0,2016-07-01,7,2016
salamanca,127381,16463,143844.0,2016-07-01,7,2016
san_blas,138928,15457,154385.0,2016-07-01,7,2016
tetuan,127580,26449,154029.0,2016-07-01,7,2016
usera,109717,25485,135202.0,2016-07-01,7,2016
vicalvaro,62336,7827,70163.0,2016-07-01,7,2016
villaverde,119019,23697,142716.0,2016-07-01,7,2016
villa_vallecas,92478,11162,103640.0,2016-07-01,7,2016
madrid,2794716,390975,3185691.0,2016-07-01,7,2016
arganzuela,137820,14291,152111.0,2016-08-01,8,2016
barajas,42823,3948,46771.0,2016-08-01,8,2016
carabanchel,204016,39570,243586.0,2016-08-01,8,2016
centro,104274,27590,131864.0,2016-08-01,8,2016
chamartin,130540,12441,142981.0,2016-08-01,8,2016
chamberi,123447,14062,137509.0,2016-08-01,8,2016
ciudad_lineal,186866,26161,213027.0,2016-08-01,8,2016
fuencarral,220564,17409,237973.0,2016-08-01,8,2016
hortaleza,164045,15630,179675.0,2016-08-01,8,2016
latina,203177,31332,234509.0,2016-08-01,8,2016
moncloa,105603,11325,116928.0,2016-08-01,8,2016
moratalaz,87127,7446,94573.0,2016-08-01,8,2016
puente_vallecas,194009,33670,227679.0,2016-08-01,8,2016
retiro,110837,7956,118793.0,2016-08-01,8,2016
salamanca,127164,16268,143432.0,2016-08-01,8,2016
san_blas,138791,15415,154206.0,2016-08-01,8,2016
tetuan,127389,26293,153682.0,2016-08-01,8,2016
usera,109480,25334,134814.0,2016-08-01,8,2016
vicalvaro,62335,7769,70104.0,2016-08-01,8,2016
villaverde,118781,23523,142304.0,2016-08-01,8,2016
villa_vallecas,92491,11081,103572.0,2016-08-01,8,2016
madrid,2791579,388514,3180093.0,2016-08-01,8,2016
arganzuela,137924,14301,152225.0,2016-09-01,9,2016
barajas,42869,3991,46860.0,2016-09-01,9,2016
carabanchel,204158,39746,243904.0,2016-09-01,9,2016
centro,104502,27798,132300.0,2016-09-01,9,2016
chamartin,130768,12512,143280.0,2016-09-01,9,2016
chamberi,123506,14124,137630.0,2016-09-01,9,2016
ciudad_lineal,187042,26214,213256.0,2016-09-01,9,2016
fuencarral,220878,17490,238368.0,2016-09-01,9,2016
hortaleza,164306,15748,180054.0,2016-09-01,9,2016
latina,203264,31510,234774.0,2016-09-01,9,2016
moncloa,105648,11388,117036.0,2016-09-01,9,2016
moratalaz,87180,7461,94641.0,2016-09-01,9,2016
puente_vallecas,194219,33828,228047.0,2016-09-01,9,2016
retiro,110869,7939,118808.0,2016-09-01,9,2016
salamanca,127281,16403,143684.0,2016-09-01,9,2016
san_blas,138892,15468,154360.0,2016-09-01,9,2016
tetuan,127570,26388,153958.0,2016-09-01,9,2016
usera,109576,25445,135021.0,2016-09-01,9,2016
vicalvaro,62378,7792,70170.0,2016-09-01,9,2016
villaverde,118938,23631,142569.0,2016-09-01,9,2016
villa_vallecas,92662,11166,103828.0,2016-09-01,9,2016
madrid,2794430,390343,3184773.0,2016-09-01,9,2016
arganzuela,137646,14169,151815.0,2016-10-01,10,2016
barajas,42853,3997,46850.0,2016-10-01,10,2016
carabanchel,203602,39556,243158.0,2016-10-01,10,2016
centro,104173,27629,131802.0,2016-10-01,10,2016
chamartin,130739,12491,143230.0,2016-10-01,10,2016
chamberi,123340,14048,137388.0,2016-10-01,10,2016
ciudad_lineal,186692,26091,212783.0,2016-10-01,10,2016
fuencarral,220890,17520,238410.0,2016-10-01,10,2016
hortaleza,164157,15756,179913.0,2016-10-01,10,2016
latina,202857,31210,234067.0,2016-10-01,10,2016
moncloa,105509,11340,116849.0,2016-10-01,10,2016
moratalaz,87011,7392,94403.0,2016-10-01,10,2016
puente_vallecas,193858,33674,227532.0,2016-10-01,10,2016
retiro,110750,7910,118660.0,2016-10-01,10,2016
salamanca,126967,16619,143586.0,2016-10-01,10,2016
san_blas,138844,15466,154310.0,2016-10-01,10,2016
tetuan,127187,26165,153352.0,2016-10-01,10,2016
usera,109309,25197,134506.0,2016-10-01,10,2016
vicalvaro,62286,7689,69975.0,2016-10-01,10,2016
villaverde,118841,23493,142334.0,2016-10-01,10,2016
villa_vallecas,92838,11078,103916.0,2016-10-01,10,2016
madrid,2790349,388490,3178839.0,2016-10-01,10,2016
arganzuela,137809,14311,152120.0,2016-11-01,11,2016
barajas,42905,4029,46934.0,2016-11-01,11,2016
carabanchel,203712,40152,243864.0,2016-11-01,11,2016
centro,104181,28130,132311.0,2016-11-01,11,2016
chamartin,130865,12710,143575.0,2016-11-01,11,2016
chamberi,123298,14304,137602.0,2016-11-01,11,2016
ciudad_lineal,186611,26359,212970.0,2016-11-01,11,2016
fuencarral,221023,17699,238722.0,2016-11-01,11,2016
hortaleza,164394,15992,180386.0,2016-11-01,11,2016
latina,202830,31591,234421.0,2016-11-01,11,2016
moncloa,105584,11636,117220.0,2016-11-01,11,2016
moratalaz,87012,7463,94475.0,2016-11-01,11,2016
puente_vallecas,193873,34081,227954.0,2016-11-01,11,2016
retiro,110821,8013,118834.0,2016-11-01,11,2016
salamanca,127025,17059,144084.0,2016-11-01,11,2016
san_blas,138873,15668,154541.0,2016-11-01,11,2016
tetuan,127252,26437,153689.0,2016-11-01,11,2016
usera,109261,25638,134899.0,2016-11-01,11,2016
vicalvaro,62288,7788,70076.0,2016-11-01,11,2016
villaverde,118926,23748,142674.0,2016-11-01,11,2016
villa_vallecas,93001,11209,104210.0,2016-11-01,11,2016
madrid,2791544,394017,3185561.0,2016-11-01,11,2016
arganzuela,138033,14416,152449.0,2016-12-01,12,2016
barajas,42966,4068,47034.0,2016-12-01,12,2016
carabanchel,204122,40659,244781.0,2016-12-01,12,2016
centro,104350,28301,132651.0,2016-12-01,12,2016
chamartin,131028,12810,143838.0,2016-12-01,12,2016
chamberi,123523,14433,137956.0,2016-12-01,12,2016
ciudad_lineal,186788,26576,213364.0,2016-12-01,12,2016
fuencarral,221375,17891,239266.0,2016-12-01,12,2016
hortaleza,164690,16105,180795.0,2016-12-01,12,2016
latina,202975,31791,234766.0,2016-12-01,12,2016
moncloa,105748,11737,117485.0,2016-12-01,12,2016
moratalaz,86998,7553,94551.0,2016-12-01,12,2016
puente_vallecas,194040,34437,228477.0,2016-12-01,12,2016
retiro,110933,8066,118999.0,2016-12-01,12,2016
salamanca,127106,17284,144390.0,2016-12-01,12,2016
san_blas,139134,15791,154925.0,2016-12-01,12,2016
tetuan,127552,26716,154268.0,2016-12-01,12,2016
usera,109354,25995,135349.0,2016-12-01,12,2016
vicalvaro,62387,7814,70201.0,2016-12-01,12,2016
villaverde,119101,23978,143079.0,2016-12-01,12,2016
villa_vallecas,93260,11250,104510.0,2016-12-01,12,2016
madrid,2795463,397671,3193134.0,2016-12-01,12,2016
arganzuela,138022,14315,152337.0,2017-01-01,1,2017
barajas,42948,4052,47000.0,2017-01-01,1,2017
carabanchel,203913,40796,244709.0,2017-01-01,1,2017
centro,104222,28200,132422.0,2017-01-01,1,2017
chamartin,131049,12767,143816.0,2017-01-01,1,2017
chamberi,123554,14389,137943.0,2017-01-01,1,2017
ciudad_lineal,186561,26572,213133.0,2017-01-01,1,2017
fuencarral,221423,17802,239225.0,2017-01-01,1,2017
hortaleza,164843,16036,180879.0,2017-01-01,1,2017
latina,202740,31746,234486.0,2017-01-01,1,2017
moncloa,105735,11575,117310.0,2017-01-01,1,2017
moratalaz,86928,7567,94495.0,2017-01-01,1,2017
puente_vallecas,193839,34410,228249.0,2017-01-01,1,2017
retiro,110791,8053,118844.0,2017-01-01,1,2017
salamanca,127098,17151,144249.0,2017-01-01,1,2017
san_blas,139038,15744,154782.0,2017-01-01,1,2017
tetuan,127479,26743,154222.0,2017-01-01,1,2017
usera,109179,26010,135189.0,2017-01-01,1,2017
vicalvaro,62404,7799,70203.0,2017-01-01,1,2017
villaverde,119057,24002,143059.0,2017-01-01,1,2017
villa_vallecas,93329,11236,104565.0,2017-01-01,1,2017
madrid,2794152,396965,3191117.0,2017-01-01,1,2017
arganzuela,138159,14198,152357.0,2017-02-01,2,2017
barajas,42975,4055,47030.0,2017-02-01,2,2017
carabanchel,204036,40940,244976.0,2017-02-01,2,2017
centro,104194,27984,132178.0,2017-02-01,2,2017
chamartin,131230,12708,143938.0,2017-02-01,2,2017
chamberi,123682,14187,137869.0,2017-02-01,2,2017
ciudad_lineal,186601,26567,213168.0,2017-02-01,2,2017
fuencarral,221654,17877,239531.0,2017-02-01,2,2017
hortaleza,165122,16112,181234.0,2017-02-01,2,2017
latina,202654,31826,234480.0,2017-02-01,2,2017
moncloa,105721,11416,117137.0,2017-02-01,2,2017
moratalaz,86909,7523,94432.0,2017-02-01,2,2017
puente_vallecas,193869,34503,228372.0,2017-02-01,2,2017
retiro,110845,8003,118848.0,2017-02-01,2,2017
salamanca,127141,17056,144197.0,2017-02-01,2,2017
san_blas,139182,15881,155063.0,2017-02-01,2,2017
tetuan,127654,26692,154346.0,2017-02-01,2,2017
usera,109231,26135,135366.0,2017-02-01,2,2017
vicalvaro,62488,7763,70251.0,2017-02-01,2,2017
villaverde,119129,24124,143253.0,2017-02-01,2,2017
villa_vallecas,93527,11253,104780.0,2017-02-01,2,2017
madrid,2796003,396803,3192806.0,2017-02-01,2,2017
arganzuela,138413,14232,152645.0,2017-03-01,3,2017
barajas,43077,4059,47136.0,2017-03-01,3,2017
carabanchel,204213,41293,245506.0,2017-03-01,3,2017
centro,104362,28174,132536.0,2017-03-01,3,2017
chamartin,131384,12770,144154.0,2017-03-01,3,2017
chamberi,123788,14228,138016.0,2017-03-01,3,2017
ciudad_lineal,186788,26693,213481.0,2017-03-01,3,2017
fuencarral,222031,18058,240089.0,2017-03-01,3,2017
hortaleza,165327,16149,181476.0,2017-03-01,3,2017
latina,202838,32098,234936.0,2017-03-01,3,2017
moncloa,105843,11413,117256.0,2017-03-01,3,2017
moratalaz,86898,7528,94426.0,2017-03-01,3,2017
puente_vallecas,193930,34783,228713.0,2017-03-01,3,2017
retiro,110840,8071,118911.0,2017-03-01,3,2017
salamanca,127273,17178,144451.0,2017-03-01,3,2017
san_blas,139261,16062,155323.0,2017-03-01,3,2017
tetuan,127873,26912,154785.0,2017-03-01,3,2017
usera,109343,26387,135730.0,2017-03-01,3,2017
vicalvaro,62522,7822,70344.0,2017-03-01,3,2017
villaverde,119232,24353,143585.0,2017-03-01,3,2017
villa_vallecas,93741,11292,105033.0,2017-03-01,3,2017
madrid,2798977,399555,3198532.0,2017-03-01,3,2017
arganzuela,138110,14064,152174.0,2017-04-01,4,2017
barajas,43124,4060,47184.0,2017-04-01,4,2017
carabanchel,203967,41244,245211.0,2017-04-01,4,2017
centro,103882,27870,131752.0,2017-04-01,4,2017
chamartin,131310,12652,143962.0,2017-04-01,4,2017
chamberi,123591,14047,137638.0,2017-04-01,4,2017
ciudad_lineal,186483,26740,213223.0,2017-04-01,4,2017
fuencarral,222064,17972,240036.0,2017-04-01,4,2017
hortaleza,165257,16055,181312.0,2017-04-01,4,2017
latina,202580,32116,234696.0,2017-04-01,4,2017
moncloa,105728,11319,117047.0,2017-04-01,4,2017
moratalaz,86854,7559,94413.0,2017-04-01,4,2017
puente_vallecas,193563,34707,228270.0,2017-04-01,4,2017
retiro,110618,7981,118599.0,2017-04-01,4,2017
salamanca,127033,16922,143955.0,2017-04-01,4,2017
san_blas,139141,16108,155249.0,2017-04-01,4,2017
tetuan,127524,26870,154394.0,2017-04-01,4,2017
usera,109077,26380,135457.0,2017-04-01,4,2017
vicalvaro,62565,7789,70354.0,2017-04-01,4,2017
villaverde,119055,24416,143471.0,2017-04-01,4,2017
villa_vallecas,93781,11318,105099.0,2017-04-01,4,2017
madrid,2795307,398189,3193496.0,2017-04-01,4,2017
arganzuela,138131,14064,152195.0,2017-05-01,5,2017
barajas,43223,4082,47305.0,2017-05-01,5,2017
carabanchel,203953,41408,245361.0,2017-05-01,5,2017
centro,103659,27907,131566.0,2017-05-01,5,2017
chamartin,131361,12682,144043.0,2017-05-01,5,2017
chamberi,123563,14077,137640.0,2017-05-01,5,2017
ciudad_lineal,186521,26895,213416.0,2017-05-01,5,2017
fuencarral,222441,18128,240569.0,2017-05-01,5,2017
hortaleza,165565,16080,181645.0,2017-05-01,5,2017
latina,202457,32222,234679.0,2017-05-01,5,2017
moncloa,105758,11315,117073.0,2017-05-01,5,2017
moratalaz,86802,7578,94380.0,2017-05-01,5,2017
puente_vallecas,193486,34788,228274.0,2017-05-01,5,2017
retiro,110593,8025,118618.0,2017-05-01,5,2017
salamanca,127002,16918,143920.0,2017-05-01,5,2017
san_blas,139171,16195,155366.0,2017-05-01,5,2017
tetuan,127509,26836,154345.0,2017-05-01,5,2017
usera,109095,26563,135658.0,2017-05-01,5,2017
vicalvaro,62612,7839,70451.0,2017-05-01,5,2017
villaverde,119105,24577,143682.0,2017-05-01,5,2017
villa_vallecas,94108,11410,105518.0,2017-05-01,5,2017
madrid,2796115,399589,3195704.0,2017-05-01,5,2017
arganzuela,138285,14153,152438.0,2017-06-01,6,2017
barajas,43350,4111,47461.0,2017-06-01,6,2017
carabanchel,204334,41841,246175.0,2017-06-01,6,2017
centro,103671,28074,131745.0,2017-06-01,6,2017
chamartin,131525,12751,144276.0,2017-06-01,6,2017
chamberi,123667,14153,137820.0,2017-06-01,6,2017
ciudad_lineal,186768,27153,213921.0,2017-06-01,6,2017
fuencarral,222814,18180,240994.0,2017-06-01,6,2017
hortaleza,165991,16185,182176.0,2017-06-01,6,2017
latina,202530,32464,234994.0,2017-06-01,6,2017
moncloa,105855,11358,117213.0,2017-06-01,6,2017
moratalaz,86761,7658,94419.0,2017-06-01,6,2017
puente_vallecas,193721,35195,228916.0,2017-06-01,6,2017
retiro,110680,8011,118691.0,2017-06-01,6,2017
salamanca,127120,17027,144147.0,2017-06-01,6,2017
san_blas,139249,16375,155624.0,2017-06-01,6,2017
tetuan,127757,27081,154838.0,2017-06-01,6,2017
usera,109175,26846,136021.0,2017-06-01,6,2017
vicalvaro,62769,7880,70649.0,2017-06-01,6,2017
villaverde,119364,24802,144166.0,2017-06-01,6,2017
villa_vallecas,94468,11528,105996.0,2017-06-01,6,2017
madrid,2799854,402826,3202680.0,2017-06-01,6,2017
arganzuela,138382,14206,152588.0,2017-07-01,7,2017
barajas,43437,4149,47586.0,2017-07-01,7,2017
carabanchel,204569,42231,246800.0,2017-07-01,7,2017
centro,103782,28116,131898.0,2017-07-01,7,2017
chamartin,131693,12773,144466.0,2017-07-01,7,2017
chamberi,123744,14214,137958.0,2017-07-01,7,2017
ciudad_lineal,186953,27320,214273.0,2017-07-01,7,2017
fuencarral,223069,18315,241384.0,2017-07-01,7,2017
hortaleza,166131,16227,182358.0,2017-07-01,7,2017
latina,202547,32730,235277.0,2017-07-01,7,2017
moncloa,106023,11339,117362.0,2017-07-01,7,2017
moratalaz,86746,7722,94468.0,2017-07-01,7,2017
puente_vallecas,193809,35557,229366.0,2017-07-01,7,2017
retiro,110721,8036,118757.0,2017-07-01,7,2017
salamanca,127343,17081,144424.0,2017-07-01,7,2017
san_blas,139326,16516,155842.0,2017-07-01,7,2017
tetuan,127941,27240,155181.0,2017-07-01,7,2017
usera,109226,27061,136287.0,2017-07-01,7,2017
vicalvaro,62836,7875,70711.0,2017-07-01,7,2017
villaverde,119515,25014,144529.0,2017-07-01,7,2017
villa_vallecas,94744,11587,106331.0,2017-07-01,7,2017
madrid,2802537,405309,3207846.0,2017-07-01,7,2017
arganzuela,138328,14212,152540.0,2017-08-01,8,2017
barajas,43460,4130,47590.0,2017-08-01,8,2017
carabanchel,204281,42235,246516.0,2017-08-01,8,2017
centro,103513,27984,131497.0,2017-08-01,8,2017
chamartin,131616,12706,144322.0,2017-08-01,8,2017
chamberi,123601,14178,137779.0,2017-08-01,8,2017
ciudad_lineal,186887,27370,214257.0,2017-08-01,8,2017
fuencarral,223224,18304,241528.0,2017-08-01,8,2017
hortaleza,166183,16254,182437.0,2017-08-01,8,2017
latina,202301,32794,235095.0,2017-08-01,8,2017
moncloa,105941,11295,117236.0,2017-08-01,8,2017
moratalaz,86726,7710,94436.0,2017-08-01,8,2017
puente_vallecas,193452,35614,229066.0,2017-08-01,8,2017
retiro,110640,8003,118643.0,2017-08-01,8,2017
salamanca,127054,16877,143931.0,2017-08-01,8,2017
san_blas,139226,16494,155720.0,2017-08-01,8,2017
tetuan,127790,27123,154913.0,2017-08-01,8,2017
usera,109109,27025,136134.0,2017-08-01,8,2017
vicalvaro,62820,7891,70711.0,2017-08-01,8,2017
villaverde,119445,25050,144495.0,2017-08-01,8,2017
villa_vallecas,94915,11629,106544.0,2017-08-01,8,2017
madrid,2800512,404878,3205390.0,2017-08-01,8,2017
arganzuela,138306,14185,152491.0,2017-09-01,9,2017
barajas,43492,4132,47624.0,2017-09-01,9,2017
carabanchel,204406,42586,246992.0,2017-09-01,9,2017
centro,103472,27995,131467.0,2017-09-01,9,2017
chamartin,131729,12781,144510.0,2017-09-01,9,2017
chamberi,123710,14240,137950.0,2017-09-01,9,2017
ciudad_lineal,187024,27455,214479.0,2017-09-01,9,2017
fuencarral,223459,18395,241854.0,2017-09-01,9,2017
hortaleza,166388,16390,182778.0,2017-09-01,9,2017
latina,202376,32832,235208.0,2017-09-01,9,2017
moncloa,106042,11315,117357.0,2017-09-01,9,2017
