,distrito,Nacionales,Extranjeros,nacionales,extranjeros,total,mes
13,retiro              ,110582.0,10086.0,110582,10086,120668.0,01/11/19
14,salamanca           ,126973.0,21104.0,126973,21104,148077.0,01/11/19
15,san:blas,139449.0,21855.0,139449,21855,161304.0,01/11/19
16,tetuan              ,129338.0,32203.0,129338,32203,161541.0,01/11/19
17,usera               ,109031.0,33524.0,109031,33524,142555.0,01/11/19
18,vicalvaro           ,64469.0,9610.0,64469,9610,74079.0,01/11/19
19,villaverde          ,121639.0,32073.0,121639,32073,153712.0,01/11/19
20,villa_vallecas,98966.0,15299.0,98966,15299,114265.0,01/11/19
21,madrid,2829675.0,504614.0,2829675,504614,3334289.0,01/11/19
0,arganzuela          ,139699.0,16369.0,139699,16369,156068.0,01/12/19
1,barajas             ,45056.0,5086.0,45056,5086,50142.0,01/12/19
2,carabanchel         ,205619.0,54799.0,205619,54799,260418.0,01/12/19
3,centro              ,106762.0,34098.0,106762,34098,140860.0,01/12/19
4,chamartin           ,133053.0,14913.0,133053,14913,147966.0,01/12/19
5,chamberi            ,124239.0,17088.0,124239,17088,141327.0,01/12/19
6,ciudad_lineal,186659.0,33772.0,186659,33772,220431.0,01/12/19
7,fuencarral,227592.0,22895.0,227592,22895,250487.0,01/12/19
8,hortaleza           ,172496.0,21234.0,172496,21234,193730.0,01/12/19
9,latina              ,201339.0,41230.0,201339,41230,242569.0,01/12/19
10,moncloa,108320.0,13737.0,108320,13737,122057.0,01/12/19
11,moratalaz           ,85825.0,10077.0,85825,10077,95902.0,01/12/19
12,puente_vallecas,193893.0,47371.0,193893,47371,241264.0,01/12/19
13,retiro              ,110610.0,10206.0,110610,10206,120816.0,01/12/19
14,salamanca           ,126956.0,21393.0,126956,21393,148349.0,01/12/19
15,san:blas,139434.0,22149.0,139434,22149,161583.0,01/12/19
16,tetuan              ,129423.0,32486.0,129423,32486,161909.0,01/12/19
17,usera               ,109094.0,33948.0,109094,33948,143042.0,01/12/19
18,vicalvaro           ,64544.0,9628.0,64544,9628,74172.0,01/12/19
19,villaverde          ,121780.0,32512.0,121780,32512,154292.0,01/12/19
20,villa_vallecas,99160.0,15472.0,99160,15472,114632.0,01/12/19
21,madrid,2831553.0,510463.0,2831553,510463,3342016.0,01/12/19
0,arganzuela          ,139723.0,16453.0,139723,16453,156176.0,01/01/20
1,barajas             ,45082.0,5076.0,45082,5076,50158.0,01/01/20
2,carabanchel         ,205747.0,55371.0,205747,55371,261118.0,01/01/20
3,centro              ,106759.0,34232.0,106759,34232,140991.0,01/01/20
4,chamartin           ,133108.0,14931.0,133108,14931,148039.0,01/01/20
5,chamberi            ,124232.0,17165.0,124232,17165,141397.0,01/01/20
6,ciudad_lineal,186642.0,33956.0,186642,33956,220598.0,01/01/20
7,fuencarral,227618.0,23018.0,227618,23018,250636.0,01/01/20
8,hortaleza           ,172522.0,21311.0,172522,21311,193833.0,01/01/20
9,latina              ,201329.0,41594.0,201329,41594,242923.0,01/01/20
10,moncloa,108366.0,13798.0,108366,13798,122164.0,01/01/20
11,moratalaz           ,85774.0,10133.0,85774,10133,95907.0,01/01/20
12,puente_vallecas,193814.0,47852.0,193814,47852,241666.0,01/01/20
13,retiro              ,110617.0,10256.0,110617,10256,120873.0,01/01/20
14,salamanca           ,126922.0,21483.0,126922,21483,148405.0,01/01/20
15,san:blas,139378.0,22294.0,139378,22294,161672.0,01/01/20
16,tetuan              ,129392.0,32599.0,129392,32599,161991.0,01/01/20
17,usera               ,109078.0,34287.0,109078,34287,143365.0,01/01/20
18,vicalvaro           ,64568.0,9667.0,64568,9667,74235.0,01/01/20
19,villaverde          ,121956.0,32959.0,121956,32959,154915.0,01/01/20
20,villa_vallecas,99272.0,15560.0,99272,15560,114832.0,01/01/20
21,madrid,2831899.0,513995.0,2831899,513995,3345894.0,01/01/20
0,arganzuela          ,139803.0,16429.0,139803,16429,156232.0,01/02/20
1,barajas             ,45165.0,5104.0,45165,5104,50269.0,01/02/20
2,carabanchel         ,205797.0,55683.0,205797,55683,261480.0,01/02/20
3,centro              ,106645.0,34145.0,106645,34145,140790.0,01/02/20
4,chamartin           ,133142.0,14995.0,133142,14995,148137.0,01/02/20
5,chamberi            ,124218.0,17166.0,124218,17166,141384.0,01/02/20
6,ciudad_lineal,186713.0,34090.0,186713,34090,220803.0,01/02/20
7,fuencarral,227804.0,23087.0,227804,23087,250891.0,01/02/20
8,hortaleza           ,172738.0,21465.0,172738,21465,194203.0,01/02/20
9,latina              ,201455.0,41858.0,201455,41858,243313.0,01/02/20
10,moncloa,108508.0,13706.0,108508,13706,122214.0,01/02/20
11,moratalaz           ,85754.0,9974.0,85754,9974,95728.0,01/02/20
12,puente_vallecas,193720.0,48245.0,193720,48245,241965.0,01/02/20
13,retiro              ,110631.0,10225.0,110631,10225,120856.0,01/02/20
14,salamanca           ,126800.0,21464.0,126800,21464,148264.0,01/02/20
15,san:blas,139422.0,22468.0,139422,22468,161890.0,01/02/20
16,tetuan              ,129429.0,32517.0,129429,32517,161946.0,01/02/20
17,usera               ,108953.0,34418.0,108953,34418,143371.0,01/02/20
18,vicalvaro           ,64672.0,9747.0,64672,9747,74419.0,01/02/20
19,villaverde          ,121940.0,33268.0,121940,33268,155208.0,01/02/20
20,villa_vallecas,99454.0,15719.0,99454,15719,115173.0,01/02/20
21,madrid,2832763.0,515773.0,2832763,515773,3348536.0,01/02/20
0,arganzuela          ,139912.0,16548.0,139912,16548,156460.0,01/03/20
1,barajas             ,45165.0,5130.0,45165,5130,50295.0,01/03/20
2,carabanchel         ,205821.0,56198.0,205821,56198,262019.0,01/03/20
3,centro              ,106779.0,34391.0,106779,34391,141170.0,01/03/20
4,chamartin           ,133034.0,15073.0,133034,15073,148107.0,01/03/20
5,chamberi            ,124257.0,17256.0,124257,17256,141513.0,01/03/20
6,ciudad_lineal,186661.0,34303.0,186661,34303,220964.0,01/03/20
7,fuencarral,227936.0,23243.0,227936,23243,251179.0,01/03/20
8,hortaleza           ,172868.0,21622.0,172868,21622,194490.0,01/03/20
9,latina              ,201337.0,42272.0,201337,42272,243609.0,01/03/20
10,moncloa,108562.0,13823.0,108562,13823,122385.0,01/03/20
11,moratalaz           ,85693.0,10095.0,85693,10095,95788.0,01/03/20
12,puente_vallecas,193820.0,48855.0,193820,48855,242675.0,01/03/20
13,retiro              ,110557.0,10280.0,110557,10280,120837.0,01/03/20
14,salamanca           ,126797.0,21594.0,126797,21594,148391.0,01/03/20
15,san:blas,139442.0,22800.0,139442,22800,162242.0,01/03/20
16,tetuan              ,129538.0,32757.0,129538,32757,162295.0,01/03/20
17,usera               ,108921.0,34823.0,108921,34823,143744.0,01/03/20
18,vicalvaro           ,64726.0,9827.0,64726,9827,74553.0,01/03/20
19,villaverde          ,122038.0,33627.0,122038,33627,155665.0,01/03/20
20,villa_vallecas,99445.0,15953.0,99445,15953,115398.0,01/03/20
21,madrid,2833309.0,520470.0,2833309,520470,3353779.0,01/03/20
0,arganzuela          ,139820.0,16597.0,139820,16597,156417.0,01/04/20
1,barajas             ,45167.0,5119.0,45167,5119,50286.0,01/04/20
2,carabanchel         ,205695.0,56312.0,205695,56312,262007.0,01/04/20
3,centro              ,106640.0,34478.0,106640,34478,141118.0,01/04/20
4,chamartin           ,132987.0,15073.0,132987,15073,148060.0,01/04/20
5,chamberi            ,124141.0,17275.0,124141,17275,141416.0,01/04/20
6,ciudad_lineal,186580.0,34336.0,186580,34336,220916.0,01/04/20
7,fuencarral,227855.0,23261.0,227855,23261,251116.0,01/04/20
8,hortaleza           ,172808.0,21690.0,172808,21690,194498.0,01/04/20
9,latina              ,201199.0,42364.0,201199,42364,243563.0,01/04/20
10,moncloa,108427.0,13827.0,108427,13827,122254.0,01/04/20
11,moratalaz           ,85647.0,10121.0,85647,10121,95768.0,01/04/20
12,puente_vallecas,193673.0,49059.0,193673,49059,242732.0,01/04/20
13,retiro              ,110466.0,10293.0,110466,10293,120759.0,01/04/20
14,salamanca           ,126665.0,21640.0,126665,21640,148305.0,01/04/20
15,san:blas,139303.0,22780.0,139303,22780,162083.0,01/04/20
16,tetuan              ,129421.0,32833.0,129421,32833,162254.0,01/04/20
17,usera               ,108814.0,34873.0,108814,34873,143687.0,01/04/20
18,vicalvaro           ,64755.0,9812.0,64755,9812,74567.0,01/04/20
19,villaverde          ,121968.0,33569.0,121968,33569,155537.0,01/04/20
20,villa_vallecas,99361.0,16014.0,99361,16014,115375.0,01/04/20
21,madrid,2831392.0,521326.0,2831392,521326,3352718.0,01/04/20
0,arganzuela          ,139760.0,16549.0,139760,16549,156309.0,01/05/20
1,barajas             ,45189.0,5098.0,45189,5098,50287.0,01/05/20
2,carabanchel         ,205452.0,56158.0,205452,56158,261610.0,01/05/20
3,centro              ,106512.0,34448.0,106512,34448,140960.0,01/05/20
4,chamartin           ,132918.0,15039.0,132918,15039,147957.0,01/05/20
5,chamberi            ,124024.0,17230.0,124024,17230,141254.0,01/05/20
6,ciudad_lineal,186461.0,34266.0,186461,34266,220727.0,01/05/20
7,fuencarral,227788.0,23275.0,227788,23275,251063.0,01/05/20
8,hortaleza           ,172842.0,21672.0,172842,21672,194514.0,01/05/20
9,latina              ,200943.0,42271.0,200943,42271,243214.0,01/05/20
10,moncloa,108285.0,13798.0,108285,13798,122083.0,01/05/20
11,moratalaz           ,85508.0,10084.0,85508,10084,95592.0,01/05/20
12,puente_vallecas,193456.0,48950.0,193456,48950,242406.0,01/05/20
13,retiro              ,110325.0,10264.0,110325,10264,120589.0,01/05/20
14,salamanca           ,126509.0,21616.0,126509,21616,148125.0,01/05/20
15,san:blas,139209.0,22706.0,139209,22706,161915.0,01/05/20
16,tetuan              ,129330.0,32727.0,129330,32727,162057.0,01/05/20
17,usera               ,108697.0,34793.0,108697,34793,143490.0,01/05/20
18,vicalvaro           ,64742.0,9797.0,64742,9797,74539.0,01/05/20
19,villaverde          ,121898.0,33491.0,121898,33491,155389.0,01/05/20
20,villa_vallecas,99374.0,15992.0,99374,15992,115366.0,01/05/20
21,madrid,2829222.0,520224.0,2829222,520224,3349446.0,01/05/20
0,arganzuela          ,139919.0,16575.0,139919,16575,156494.0,01/06/20
1,barajas             ,45236.0,5109.0,45236,5109,50345.0,01/06/20
2,carabanchel         ,205585.0,56274.0,205585,56274,261859.0,01/06/20
3,centro              ,106610.0,34550.0,106610,34550,141160.0,01/06/20
4,chamartin           ,132992.0,15051.0,132992,15051,148043.0,01/06/20
5,chamberi            ,124009.0,17248.0,124009,17248,141257.0,01/06/20
6,ciudad_lineal,186511.0,34338.0,186511,34338,220849.0,01/06/20
7,fuencarral,228054.0,23328.0,228054,23328,251382.0,01/06/20
8,hortaleza           ,173140.0,21717.0,173140,21717,194857.0,01/06/20
9,latina              ,201065.0,42332.0,201065,42332,243397.0,01/06/20
10,moncloa,108380.0,13837.0,108380,13837,122217.0,01/06/20
11,moratalaz           ,85557.0,10107.0,85557,10107,95664.0,01/06/20
12,puente_vallecas,193661.0,49045.0,193661,49045,242706.0,01/06/20
13,retiro              ,110375.0,10294.0,110375,10294,120669.0,01/06/20
14,salamanca           ,126519.0,21640.0,126519,21640,148159.0,01/06/20
15,san:blas,139304.0,22754.0,139304,22754,162058.0,01/06/20
16,tetuan              ,129432.0,32772.0,129432,32772,162204.0,01/06/20
17,usera               ,108801.0,34843.0,108801,34843,143644.0,01/06/20
18,vicalvaro           ,64812.0,9824.0,64812,9824,74636.0,01/06/20
19,villaverde          ,122020.0,33536.0,122020,33536,155556.0,01/06/20
20,villa_vallecas,99544.0,16036.0,99544,16036,115580.0,01/06/20
21,madrid,2831526.0,521210.0,2831526,521210,3352736.0,01/06/20
0,arganzuela          ,139545.0,16465.0,139545,16465,156010.0,01/07/20
1,barajas             ,45198.0,5122.0,45198,5122,50320.0,01/07/20
2,carabanchel         ,204815.0,55986.0,204815,55986,260801.0,01/07/20
3,centro              ,105989.0,34371.0,105989,34371,140360.0,01/07/20
4,chamartin           ,132516.0,14967.0,132516,14967,147483.0,01/07/20
5,chamberi            ,123436.0,17080.0,123436,17080,140516.0,01/07/20
6,ciudad_lineal,185955.0,34163.0,185955,34163,220118.0,01/07/20
7,fuencarral,227430.0,23225.0,227430,23225,250655.0,01/07/20
8,hortaleza           ,172870.0,21659.0,172870,21659,194529.0,01/07/20
9,latina              ,200299.0,42148.0,200299,42148,242447.0,01/07/20
10,moncloa,108090.0,13790.0,108090,13790,121880.0,01/07/20
11,moratalaz           ,85305.0,10070.0,85305,10070,95375.0,01/07/20
12,puente_vallecas,193056.0,48845.0,193056,48845,241901.0,01/07/20
13,retiro              ,109997.0,10241.0,109997,10241,120238.0,01/07/20
14,salamanca           ,125964.0,21385.0,125964,21385,147349.0,01/07/20
15,san:blas,138983.0,22713.0,138983,22713,161696.0,01/07/20
16,tetuan              ,128678.0,32555.0,128678,32555,161233.0,01/07/20
17,usera               ,108467.0,34674.0,108467,34674,143141.0,01/07/20
18,vicalvaro           ,64746.0,9831.0,64746,9831,74577.0,01/07/20
19,villaverde          ,121729.0,33420.0,121729,33420,155149.0,01/07/20
20,villa_vallecas,99440.0,16055.0,99440,16055,115495.0,01/07/20
21,madrid,2822508.0,518765.0,2822508,518765,3341273.0,01/07/20
0,arganzuela,139135.0,16514.0,139135,16514,155649.0,01/08/20
1,barajas,45088.0,5149.0,45088,5149,50237.0,01/08/20
2,carabanchel,204231.0,56546.0,204231,56546,260777.0,01/08/20
3,centro,105904.0,34682.0,105904,34682,140586.0,01/08/20
4,chamartin,132231.0,15060.0,132231,15060,147291.0,01/08/20
5,chamberi,123156.0,17106.0,123156,17106,140262.0,01/08/20
6,ciudad_lineal,185297.0,34395.0,185297,34395,219692.0,01/08/20
7,fuencarral,226796.0,23271.0,226796,23271,250067.0,01/08/20
8,hortaleza,172530.0,21739.0,172530,21739,194269.0,01/08/20
9,latina,199766.0,42496.0,199766,42496,242262.0,01/08/20
10,moncloa,107743.0,13887.0,107743,13887,121630.0,01/08/20
11,moratalaz,85012.0,10096.0,85012,10096,95108.0,01/08/20
12,puente_vallecas,192278.0,49167.0,192278,49167,241445.0,01/08/20
13,retiro,109710.0,10260.0,109710,10260,119970.0,01/08/20
14,salamanca,125569.0,21478.0,125569,21478,147047.0,01/08/20
15,san:blas,138524.0,22919.0,138524,22919,161443.0,01/08/20
16,tetuan,128416.0,32753.0,128416,32753,161169.0,01/08/20
17,usera,108249.0,34958.0,108249,34958,143207.0,01/08/20
18,vicalvaro,64665.0,9910.0,64665,9910,74575.0,01/08/20
19,villaverde,121543.0,33734.0,121543,33734,155277.0,01/08/20
20,villa_vallecas,99121.0,16108.0,99121,16108,115229.0,01/08/20
21,madrid,2814964.0,522228.0,2814964,522228,3337192.0,01/08/20
0,arganzuela          ,138946.0,16563.0,138946,16563,155509.0,01/09/20
1,barajas             ,45089.0,5155.0,45089,5155,50244.0,01/09/20
2,carabanchel         ,203945.0,56885.0,203945,56885,260830.0,01/09/20
3,centro              ,105876.0,34925.0,105876,34925,140801.0,01/09/20
4,chamartin           ,132104.0,15083.0,132104,15083,147187.0,01/09/20
5,chamberi            ,122898.0,17174.0,122898,17174,140072.0,01/09/20
6,ciudad_lineal,185012.0,34434.0,185012,34434,219446.0,01/09/20
7,fuencarral,226575.0,23300.0,226575,23300,249875.0,01/09/20
8,hortaleza           ,172446.0,21785.0,172446,21785,194231.0,01/09/20
9,latina              ,199510.0,42718.0,199510,42718,242228.0,01/09/20
10,moncloa,107610.0,13877.0,107610,13877,121487.0,01/09/20
11,moratalaz           ,84892.0,10093.0,84892,10093,94985.0,01/09/20
12,puente_vallecas,192034.0,49400.0,192034,49400,241434.0,01/09/20
13,retiro              ,109538.0,10280.0,109538,10280,119818.0,01/09/20
14,salamanca           ,125371.0,21575.0,125371,21575,146946.0,01/09/20
15,san:blas,138316.0,23004.0,138316,23004,161320.0,01/09/20
16,tetuan              ,128429.0,32849.0,128429,32849,161278.0,01/09/20
17,usera               ,108237.0,35166.0,108237,35166,143403.0,01/09/20
18,vicalvaro           ,64858.0,9973.0,64858,9973,74831.0,01/09/20
19,villaverde          ,121451.0,34008.0,121451,34008,155459.0,01/09/20
20,villa_vallecas,99140.0,16148.0,99140,16148,115288.0,01/09/20
21,madrid,2812277.0,524395.0,2812277,524395,3336672.0,01/09/20
0,arganzuela          ,139014.0,16484.0,139014,16484,155498.0,01/10/20
1,barajas             ,45071.0,5157.0,45071,5157,50228.0,01/10/20
2,carabanchel         ,203691.0,56556.0,203691,56556,260247.0,01/10/20
3,centro              ,105588.0,35057.0,105588,35057,140645.0,01/10/20
4,chamartin           ,131955.0,14937.0,131955,14937,146892.0,01/10/20
5,chamberi            ,122782.0,17148.0,122782,17148,139930.0,01/10/20
6,ciudad_lineal,184707.0,34253.0,184707,34253,218960.0,01/10/20
7,fuencarral,226380.0,23055.0,226380,23055,249435.0,01/10/20
8,hortaleza           ,172471.0,21669.0,172471,21669,194140.0,01/10/20
9,latina              ,199267.0,42448.0,199267,42448,241715.0,01/10/20
10,moncloa,107637.0,13802.0,107637,13802,121439.0,01/10/20
11,moratalaz           ,84693.0,10092.0,84693,10092,94785.0,01/10/20
12,puente_vallecas,191570.0,49175.0,191570,49175,240745.0,01/10/20
13,retiro              ,109391.0,10252.0,109391,10252,119643.0,01/10/20
14,salamanca           ,125229.0,21397.0,125229,21397,146626.0,01/10/20
15,san:blas,138273.0,22960.0,138273,22960,161233.0,01/10/20
16,tetuan              ,128289.0,32597.0,128289,32597,160886.0,01/10/20
17,usera               ,108062.0,35056.0,108062,35056,143118.0,01/10/20
18,vicalvaro           ,65005.0,9966.0,65005,9966,74971.0,01/10/20
19,villaverde          ,121471.0,33919.0,121471,33919,155390.0,01/10/20
20,villa_vallecas,99121.0,16154.0,99121,16154,115275.0,01/10/20
21,madrid,2809667.0,522134.0,2809667,522134,3331801.0,01/10/20
0,arganzuela          ,138876.0,16668.0,138876,16668,155544.0,01/11/20
1,barajas             ,45139.0,5185.0,45139,5185,50324.0,01/11/20
2,carabanchel         ,203632.0,56804.0,203632,56804,260436.0,01/11/20
3,centro              ,105680.0,35854.0,105680,35854,141534.0,01/11/20
4,chamartin           ,131917.0,15063.0,131917,15063,146980.0,01/11/20
5,chamberi            ,122688.0,17330.0,122688,17330,140018.0,01/11/20
6,ciudad_lineal,184456.0,34274.0,184456,34274,218730.0,01/11/20
7,fuencarral,226343.0,23086.0,226343,23086,249429.0,01/11/20
8,hortaleza           ,172315.0,21715.0,172315,21715,194030.0,01/11/20
9,latina              ,199092.0,42729.0,199092,42729,241821.0,01/11/20
10,moncloa,107645.0,13943.0,107645,13943,121588.0,01/11/20
11,moratalaz           ,84576.0,10120.0,84576,10120,94696.0,01/11/20
12,puente_vallecas,191273.0,49352.0,191273,49352,240625.0,01/11/20
13,retiro              ,109290.0,10344.0,109290,10344,119634.0,01/11/20
14,salamanca           ,125083.0,21737.0,125083,21737,146820.0,01/11/20
15,san:blas,138161.0,23051.0,138161,23051,161212.0,01/11/20
16,tetuan              ,128211.0,32753.0,128211,32753,160964.0,01/11/20
17,usera               ,108051.0,35238.0,108051,35238,143289.0,01/11/20
18,vicalvaro           ,65275.0,10024.0,65275,10024,75299.0,01/11/20
19,villaverde          ,121544.0,34047.0,121544,34047,155591.0,01/11/20
20,villa_vallecas,99162.0,16225.0,99162,16225,115387.0,01/11/20
21,madrid,2808409.0,525542.0,2808409,525542,3333951.0,01/11/20
0,arganzuela          ,138513.0,16774.0,138513,16774,155287.0,01/12/20
1,barajas             ,45111.0,5174.0,45111,5174,50285.0,01/12/20
2,carabanchel         ,203222.0,56926.0,203222,56926,260148.0,01/12/20
3,centro              ,105431.0,36512.0,105431,36512,141943.0,01/12/20
4,chamartin           ,131425.0,15154.0,131425,15154,146579.0,01/12/20
5,chamberi            ,122213.0,17459.0,122213,17459,139672.0,01/12/20
6,ciudad_lineal,183825.0,34320.0,183825,34320,218145.0,01/12/20
7,fuencarral,225916.0,23055.0,225916,23055,248971.0,01/12/20
8,hortaleza           ,172322.0,21803.0,172322,21803,194125.0,01/12/20
9,latina              ,198719.0,42929.0,198719,42929,241648.0,01/12/20
10,moncloa,107439.0,14079.0,107439,14079,121518.0,01/12/20
11,moratalaz           ,84332.0,10130.0,84332,10130,94462.0,01/12/20
12,puente_vallecas,190942.0,49506.0,190942,49506,240448.0,01/12/20
13,retiro              ,108910.0,10374.0,108910,10374,119284.0,01/12/20
14,salamanca           ,124770.0,22009.0,124770,22009,146779.0,01/12/20
15,san:blas,137927.0,23179.0,137927,23179,161106.0,01/12/20
16,tetuan              ,127912.0,32911.0,127912,32911,160823.0,01/12/20
17,usera               ,108004.0,35298.0,108004,35298,143302.0,01/12/20
18,vicalvaro           ,65561.0,10087.0,65561,10087,75648.0,01/12/20
19,villaverde          ,121479.0,34099.0,121479,34099,155578.0,01/12/20
20,villa_vallecas,99034.0,16265.0,99034,16265,115299.0,01/12/20
21,madrid,2803007.0,528043.0,2803007,528043,3331050.0,01/12/20
0,arganzuela          ,137287.0,16159.0,137287,16159,153446.0,01/01/21
1,barajas             ,44851.0,5011.0,44851,5011,49862.0,01/01/21
2,carabanchel         ,201875.0,54797.0,201875,54797,256672.0,01/01/21
3,centro              ,104377.0,35749.0,104377,35749,140126.0,01/01/21
4,chamartin           ,130273.0,14669.0,130273,14669,144942.0,01/01/21
5,chamberi            ,120980.0,16970.0,120980,16970,137950.0,01/01/21
6,ciudad_lineal,182383.0,33179.0,182383,33179,215562.0,01/01/21
7,fuencarral,224414.0,22146.0,224414,22146,246560.0,01/01/21
8,hortaleza           ,171272.0,20982.0,171272,20982,192254.0,01/01/21
9,latina              ,197370.0,41441.0,197370,41441,238811.0,01/01/21
10,moncloa,106700.0,13677.0,106700,13677,120377.0,01/01/21
11,moratalaz           ,83661.0,9758.0,83661,9758,93419.0,01/01/21
12,puente_vallecas,189600.0,47768.0,189600,47768,237368.0,01/01/21
13,retiro              ,108208.0,9996.0,108208,9996,118204.0,01/01/21
14,salamanca           ,123729.0,21426.0,123729,21426,145155.0,01/01/21
15,san:blas,137116.0,22296.0,137116,22296,159412.0,01/01/21
16,tetuan              ,126818.0,31700.0,126818,31700,158518.0,01/01/21
17,usera               ,107309.0,34100.0,107309,34100,141409.0,01/01/21
18,vicalvaro           ,65300.0,9808.0,65300,9808,75108.0,01/01/21
19,villaverde          ,120826.0,32866.0,120826,32866,153692.0,01/01/21
20,villa_vallecas,98385.0,15717.0,98385,15717,114102.0,01/01/21
21,madrid,2782734.0,510215.0,2782734,510215,3292949.0,01/01/21
0,arganzuela          ,138000.0,16809.0,138000,16809,154809.0,01/02/21
1,barajas             ,45072.0,5194.0,45072,5194,50266.0,01/02/21
2,carabanchel         ,202816.0,56719.0,202816,56719,259535.0,01/02/21
3,centro              ,105094.0,37005.0,105094,37005,142099.0,01/02/21
4,chamartin           ,131014.0,15216.0,131014,15216,146230.0,01/02/21
5,chamberi            ,121633.0,17534.0,121633,17534,139167.0,01/02/21
6,ciudad_lineal,183226.0,34396.0,183226,34396,217622.0,01/02/21
7,fuencarral,225417.0,22967.0,225417,22967,248384.0,01/02/21
8,hortaleza           ,172006.0,21783.0,172006,21783,193789.0,01/02/21
9,latina              ,198122.0,42891.0,198122,42891,241013.0,01/02/21
10,moncloa,107212.0,14127.0,107212,14127,121339.0,01/02/21
11,moratalaz           ,83989.0,10124.0,83989,10124,94113.0,01/02/21
12,puente_vallecas,190332.0,49404.0,190332,49404,239736.0,01/02/21
13,retiro              ,108616.0,10390.0,108616,10390,119006.0,01/02/21
14,salamanca           ,124421.0,22277.0,124421,22277,146698.0,01/02/21
15,san:blas,137685.0,23053.0,137685,23053,160738.0,01/02/21
16,tetuan              ,127501.0,32889.0,127501,32889,160390.0,01/02/21
17,usera               ,107735.0,35220.0,107735,35220,142955.0,01/02/21
18,vicalvaro           ,65647.0,10136.0,65647,10136,75783.0,01/02/21
19,villaverde          ,121298.0,34015.0,121298,34015,155313.0,01/02/21
20,villa_vallecas,98823.0,16239.0,98823,16239,115062.0,01/02/21
21,madrid,2795659.0,528388.0,2795659,528388,3324047.0,01/02/21
0,arganzuela          ,137885.0,16089.0,137885,16089,153974.0,01/03/21
1,barajas             ,45060.0,5005.0,45060,5005,50065.0,01/03/21
2,carabanchel         ,202865.0,54525.0,202865,54525,257390.0,01/03/21
3,centro              ,105093.0,35566.0,105093,35566,140659.0,01/03/21
4,chamartin           ,130922.0,14478.0,130922,14478,145400.0,01/03/21
5,chamberi            ,121431.0,16565.0,121431,16565,137996.0,01/03/21
6,ciudad_lineal,183150.0,32973.0,183150,32973,216123.0,01/03/21
7,fuencarral,225316.0,21845.0,225316,21845,247161.0,01/03/21
8,hortaleza           ,171966.0,20979.0,171966,20979,192945.0,01/03/21
9,latina              ,197960.0,41116.0,197960,41116,239076.0,01/03/21
10,moncloa,107351.0,13363.0,107351,13363,120714.0,01/03/21
11,moratalaz           ,83876.0,9730.0,83876,9730,93606.0,01/03/21
12,puente_vallecas,190253.0,47714.0,190253,47714,237967.0,01/03/21
13,retiro              ,108448.0,9939.0,108448,9939,118387.0,01/03/21
14,salamanca           ,124236.0,21080.0,124236,21080,145316.0,01/03/21
15,san:blas,137753.0,22306.0,137753,22306,160059.0,01/03/21
16,tetuan              ,127365.0,31416.0,127365,31416,158781.0,01/03/21
17,usera               ,107718.0,33907.0,107718,33907,141625.0,01/03/21
18,vicalvaro           ,65926.0,9895.0,65926,9895,75821.0,01/03/21
19,villaverde          ,121342.0,32799.0,121342,32799,154141.0,01/03/21
20,villa_vallecas,98860.0,15825.0,98860,15825,114685.0,01/03/21
21,madrid,2794776.0,507115.0,2794776,507115,3301891.0,01/03/21
0,arganzuela          ,137788.0,16186.0,137788,16186,153974.0,01/04/21
1,barajas             ,45075.0,5026.0,45075,5026,50101.0,01/04/21
2,carabanchel         ,202902.0,54957.0,202902,54957,257859.0,01/04/21
3,centro              ,105102.0,36297.0,105102,36297,141399.0,01/04/21
4,chamartin           ,130955.0,14664.0,130955,14664,145619.0,01/04/21
5,chamberi            ,121324.0,16771.0,121324,16771,138095.0,01/04/21
6,ciudad_lineal,183087.0,33298.0,183087,33298,216385.0,01/04/21
7,fuencarral,225382.0,22052.0,225382,22052,247434.0,01/04/21
8,hortaleza           ,172040.0,21223.0,172040,21223,193263.0,01/04/21
9,latina              ,197884.0,41519.0,197884,41519,239403.0,01/04/21
10,moncloa,107393.0,13502.0,107393,13502,120895.0,01/04/21
11,moratalaz           ,83804.0,9786.0,83804,9786,93590.0,01/04/21
12,puente_vallecas,190196.0,48031.0,190196,48031,238227.0,01/04/21
13,retiro              ,108291.0,10079.0,108291,10079,118370.0,01/04/21
14,salamanca           ,124186.0,21417.0,124186,21417,145603.0,01/04/21
15,san:blas,137659.0,22489.0,137659,22489,160148.0,01/04/21
16,tetuan              ,127230.0,31776.0,127230,31776,159006.0,01/04/21
17,usera               ,107742.0,34173.0,107742,34173,141915.0,01/04/21
18,vicalvaro           ,66175.0,10011.0,66175,10011,76186.0,01/04/21
19,villaverde          ,121409.0,33095.0,121409,33095,154504.0,01/04/21
20,villa_vallecas,98811.0,15894.0,98811,15894,114705.0,01/04/21
21,madrid,2794435.0,512246.0,2794435,512246,3306681.0,01/04/21
0,arganzuela          ,137682.0,16189.0,137682,16189,153871.0,01/05/21
1,barajas             ,45143.0,4994.0,45143,4994,50137.0,01/05/21
2,carabanchel         ,202792.0,54715.0,202792,54715,257507.0,01/05/21
3,centro              ,105015.0,36305.0,105015,36305,141320.0,01/05/21
4,chamartin           ,130791.0,14649.0,130791,14649,145440.0,01/05/21
5,chamberi            ,121100.0,16772.0,121100,16772,137872.0,01/05/21
6,ciudad_lineal,183050.0,33156.0,183050,33156,216206.0,01/05/21
