mes,precio_m2,var_mensual,var_trimest,var_anual,zona
01/07/20,"16,4 €/m2","-0,50 %","-0,80 %","0,50 %",CHAMARTIN
01/06/20,"16,4 €/m2","-0,90 %","0,60 %","1,20 %",CHAMARTIN
01/05/20,"16,6 €/m2","0,70 %","2,60 %","1,80 %",CHAMARTIN
01/04/20,"16,5 €/m2","0,90 %","2,60 %","1,80 %",CHAMARTIN
01/03/20,"16,3 €/m2","1,10 %","0,90 %","1,70 %",CHAMARTIN
01/02/20,"16,2 €/m2","0,70 %","-0,60 %","1,30 %",CHAMARTIN
01/01/20,"16,1 €/m2","-0,80 %","-2,00 %","1,60 %",CHAMARTIN
01/12/19,"16,2 €/m2","-0,50 %","-1,30 %","1,50 %",CHAMARTIN
01/11/19,"16,3 €/m2","-0,80 %","-0,70 %","1,80 %",CHAMARTIN
01/10/19,"16,4 €/m2","0,00 %","0,70 %","2,10 %",CHAMARTIN
01/09/19,"16,4 €/m2","0,10 %","1,00 %","2,40 %",CHAMARTIN
01/08/19,"16,4 €/m2","0,60 %","0,50 %","2,10 %",CHAMARTIN
01/07/19,"16,3 €/m2","0,30 %","0,50 %","2,00 %",CHAMARTIN
01/06/19,"16,2 €/m2","-0,30 %","1,10 %","2,20 %",CHAMARTIN
01/05/19,"16,3 €/m2","0,60 %","2,10 %","2,60 %",CHAMARTIN
01/04/19,"16,2 €/m2","0,90 %","2,40 %","2,40 %",CHAMARTIN
01/03/19,"16,1 €/m2","0,60 %","0,70 %","3,10 %",CHAMARTIN
01/02/19,"16,0 €/m2","0,90 %","-0,10 %","3,90 %",CHAMARTIN
01/01/19,"15,8 €/m2","-0,80 %","-1,50 %","3,40 %",CHAMARTIN
01/12/18,"16,0 €/m2","-0,10 %","-0,40 %","3,50 %",CHAMARTIN
01/11/18,"16,0 €/m2","-0,50 %","-0,40 %","4,10 %",CHAMARTIN
01/10/18,"16,1 €/m2","0,20 %","0,60 %","6,30 %",CHAMARTIN
01/09/18,"16,0 €/m2","-0,10 %","0,80 %","7,20 %",CHAMARTIN
01/08/18,"16,0 €/m2","0,50 %","1,00 %","7,40 %",CHAMARTIN
01/07/18,"16,0 €/m2","0,40 %","0,90 %","7,70 %",CHAMARTIN
01/06/18,"15,9 €/m2","0,10 %","2,10 %","8,20 %",CHAMARTIN
01/05/18,"15,9 €/m2","0,40 %","3,40 %","8,30 %",CHAMARTIN
01/04/18,"15,8 €/m2","1,60 %","3,40 %","9,30 %",CHAMARTIN
01/03/18,"15,6 €/m2","1,40 %","1,10 %","9,30 %",CHAMARTIN
01/02/18,"15,4 €/m2","0,40 %","0,10 %","8,60 %",CHAMARTIN
01/01/18,"15,3 €/m2","-0,70 %","1,30 %","10,10 %",CHAMARTIN
01/12/17,"15,4 €/m2","0,40 %","3,10 %","11,30 %",CHAMARTIN
01/11/17,"15,4 €/m2","1,70 %","2,80 %","11,10 %",CHAMARTIN
01/10/17,"15,1 €/m2","1,00 %","1,80 %","9,30 %",CHAMARTIN
01/09/17,"15,0 €/m2","0,10 %","1,70 %","9,10 %",CHAMARTIN
01/08/17,"14,9 €/m2","0,70 %","1,90 %","9,80 %",CHAMARTIN
01/07/17,"14,8 €/m2","0,90 %","2,40 %","8,70 %",CHAMARTIN
01/06/17,"14,7 €/m2","0,30 %","3,10 %","8,60 %",CHAMARTIN
01/05/17,"14,7 €/m2","1,30 %","3,60 %","9,40 %",CHAMARTIN
01/04/17,"14,5 €/m2","1,50 %","4,20 %","9,20 %",CHAMARTIN
01/03/17,"14,3 €/m2","0,80 %","3,00 %","8,20 %",CHAMARTIN
01/02/17,"14,1 €/m2","1,80 %","2,40 %","7,40 %",CHAMARTIN
01/01/17,"13,9 €/m2","0,40 %","0,60 %","6,10 %",CHAMARTIN
01/12/16,"13,8 €/m2","0,20 %","1,00 %","6,40 %",CHAMARTIN
01/11/16,"13,8 €/m2","0,00 %","1,60 %","7,00 %",CHAMARTIN
01/10/16,"13,8 €/m2","0,80 %","1,20 %","8,60 %",CHAMARTIN
01/09/16,"13,7 €/m2","0,80 %","1,30 %","8,60 %",CHAMARTIN
01/08/16,"13,6 €/m2","-0,30 %","1,50 %","8,50 %",CHAMARTIN
01/07/16,"13,6 €/m2","0,80 %","2,90 %","8,00 %",CHAMARTIN
01/06/16,"13,5 €/m2","1,00 %","2,80 %","8,40 %",CHAMARTIN
01/05/16,"13,4 €/m2","1,10 %","1,70 %","7,20 %",CHAMARTIN
01/04/16,"13,3 €/m2","0,70 %","1,20 %","6,10 %",CHAMARTIN
01/03/16,"13,2 €/m2","0,00 %","1,30 %","5,20 %",CHAMARTIN
01/02/16,"13,2 €/m2","0,60 %","2,00 %","4,50 %",CHAMARTIN
01/01/16,"13,1 €/m2","0,70 %","2,90 %","3,90 %",CHAMARTIN
01/12/15,"13,0 €/m2","0,70 %","3,00 %","3,20 %",CHAMARTIN
01/11/15,"12,9 €/m2","1,50 %","3,00 %","3,50 %",CHAMARTIN
01/10/15,"12,7 €/m2","0,80 %","0,70 %","3,00 %",CHAMARTIN
01/09/15,"12,6 €/m2","0,80 %","1,20 %","2,70 %",CHAMARTIN
01/08/15,"12,5 €/m2","-0,90 %","0,30 %","1,90 %",CHAMARTIN
01/07/15,"12,6 €/m2","1,20 %","1,10 %","2,80 %",CHAMARTIN
01/06/15,"12,5 €/m2","-0,10 %","-0,20 %","1,40 %",CHAMARTIN
01/05/15,"12,5 €/m2","0,00 %","-0,90 %","1,60 %",CHAMARTIN
01/04/15,"12,5 €/m2","-0,10 %","-0,90 %","1,60 %",CHAMARTIN
01/03/15,"12,5 €/m2","-0,80 %","-0,70 %","1,80 %",CHAMARTIN
01/02/15,"12,6 €/m2","0,00 %","1,10 %","2,70 %",CHAMARTIN
01/01/15,"12,6 €/m2","0,10 %","2,10 %","3,20 %",CHAMARTIN
01/12/14,"12,6 €/m2","1,00 %","2,50 %","3,90 %",CHAMARTIN
01/11/14,"12,5 €/m2","1,00 %","1,50 %","3,00 %",CHAMARTIN
01/10/14,"12,4 €/m2","0,50 %","0,50 %","1,60 %",CHAMARTIN
01/09/14,"12,3 €/m2","0,00 %","-0,20 %","1,00 %",CHAMARTIN
01/08/14,"12,3 €/m2","0,00 %","-0,10 %","2,20 %",CHAMARTIN
01/07/14,"12,3 €/m2","-0,20 %","-0,10 %","1,60 %",CHAMARTIN
01/06/14,"12,3 €/m2","0,10 %","0,20 %","0,50 %",CHAMARTIN
01/05/14,"12,3 €/m2","0,00 %","0,30 %","-0,50 %",CHAMARTIN
01/04/14,"12,3 €/m2","0,10 %","0,70 %","-1,60 %",CHAMARTIN
01/03/14,"12,3 €/m2","0,20 %","1,40 %","-1,90 %",CHAMARTIN
01/02/14,"12,3 €/m2","0,50 %","1,30 %","-1,80 %",CHAMARTIN
01/01/14,"12,2 €/m2","0,70 %","0,40 %","-3,20 %",CHAMARTIN
01/12/13,"12,1 €/m2","0,10 %","-0,30 %","-4,20 %",CHAMARTIN
01/11/13,"12,1 €/m2","-0,40 %","0,70 %","-4,70 %",CHAMARTIN
01/10/13,"12,2 €/m2","0,00 %","0,50 %","-2,60 %",CHAMARTIN
01/09/13,"12,2 €/m2","1,10 %","-0,70 %","-2,50 %",CHAMARTIN
01/08/13,"12,0 €/m2","-0,50 %","-2,70 %","-4,90 %",CHAMARTIN
01/07/13,"12,1 €/m2","-1,20 %","-3,30 %","-5,10 %",CHAMARTIN
01/06/13,"12,3 €/m2","-1,00 %","-2,30 %","-4,70 %",CHAMARTIN
01/05/13,"12,4 €/m2","-1,10 %","-1,00 %","-5,50 %",CHAMARTIN
01/04/13,"12,5 €/m2","-0,20 %","-0,90 %","-5,10 %",CHAMARTIN
01/03/13,"12,5 €/m2","0,30 %","-1,00 %","-6,20 %",CHAMARTIN
01/02/13,"12,5 €/m2","-1,00 %","-1,70 %","-6,50 %",CHAMARTIN
01/01/13,"12,6 €/m2","-0,30 %","1,10 %","-5,60 %",CHAMARTIN
01/12/12,"12,7 €/m2","-0,40 %","1,40 %","-5,50 %",CHAMARTIN
01/11/12,"12,7 €/m2","1,80 %","0,50 %","-4,80 %",CHAMARTIN
01/10/12,"12,5 €/m2","0,10 %","-2,10 %","-5,90 %",CHAMARTIN
01/09/12,"12,5 €/m2","-1,30 %","-2,90 %","-5,90 %",CHAMARTIN
01/08/12,"12,7 €/m2","-0,80 %","-3,30 %","-5,20 %",CHAMARTIN
01/07/12,"12,8 €/m2","-0,80 %","-3,30 %","-6,00 %",CHAMARTIN
01/06/12,"12,9 €/m2","-1,70 %","-3,80 %","-5,90 %",CHAMARTIN
01/05/12,"13,1 €/m2","-0,80 %","-2,10 %","-5,00 %",CHAMARTIN
01/04/12,"13,2 €/m2","-1,30 %","-1,40 %","-4,80 %",CHAMARTIN
01/03/12,"13,4 €/m2","0,00 %","-0,30 %","-4,70 %",CHAMARTIN
01/06/23,"20,0 €/m2","0,00 %","2,10 %","12,80 %",CHAMBERI
01/05/23,"20,0 €/m2","2,00 %","2,50 %","13,70 %",CHAMBERI
01/04/23,"19,6 €/m2","0,10 %","-0,10 %","12,10 %",CHAMBERI
01/03/23,"19,6 €/m2","0,40 %","2,20 %","13,70 %",CHAMBERI
01/02/23,"19,5 €/m2","-0,70 %","3,80 %","14,20 %",CHAMBERI
01/01/23,"19,6 €/m2","2,50 %","6,60 %","14,80 %",CHAMBERI
01/12/22,"19,2 €/m2","2,00 %","6,20 %","12,70 %",CHAMBERI
01/11/22,"18,8 €/m2","2,00 %","5,00 %","10,60 %",CHAMBERI
01/10/22,"18,4 €/m2","2,00 %","3,50 %","10,10 %",CHAMBERI
01/09/22,"18,1 €/m2","0,90 %","1,80 %","9,60 %",CHAMBERI
01/08/22,"17,9 €/m2","0,60 %","1,70 %","9,90 %",CHAMBERI
01/07/22,"17,8 €/m2","0,40 %","1,70 %","9,70 %",CHAMBERI
01/06/22,"17,7 €/m2","0,80 %","2,90 %","10,00 %",CHAMBERI
01/05/22,"17,6 €/m2","0,50 %","2,90 %","9,90 %",CHAMBERI
01/04/22,"17,5 €/m2","1,60 %","2,30 %","8,60 %",CHAMBERI
01/03/22,"17,2 €/m2","0,80 %","1,30 %","6,70 %",CHAMBERI
01/02/22,"17,1 €/m2","-0,10 %","0,60 %","6,80 %",CHAMBERI
01/01/22,"17,1 €/m2","0,60 %","2,30 %","5,90 %",CHAMBERI
01/12/21,"17,0 €/m2","0,10 %","3,30 %","4,00 %",CHAMBERI
01/11/21,"17,0 €/m2","1,60 %","4,40 %","1,30 %",CHAMBERI
01/10/21,"16,7 €/m2","1,50 %","3,10 %","-2,10 %",CHAMBERI
01/09/21,"16,5 €/m2","1,20 %","2,20 %","-5,00 %",CHAMBERI
01/08/21,"16,3 €/m2","0,30 %","1,70 %","-7,20 %",CHAMBERI
01/07/21,"16,2 €/m2","0,70 %","0,70 %","-8,30 %",CHAMBERI
01/06/21,"16,1 €/m2","0,70 %","-0,20 %","-10,50 %",CHAMBERI
01/05/21,"16,0 €/m2","-0,70 %","0,00 %","-12,70 %",CHAMBERI
01/04/21,"16,1 €/m2","-0,20 %","-0,20 %","-11,30 %",CHAMBERI
01/03/21,"16,1 €/m2","0,90 %","-1,40 %","-11,20 %",CHAMBERI
01/02/21,"16,0 €/m2","-0,90 %","-4,70 %","-10,40 %",CHAMBERI
01/01/21,"16,2 €/m2","-1,30 %","-5,50 %","-9,10 %",CHAMBERI
01/12/20,"16,4 €/m2","-2,50 %","-5,70 %","-8,70 %",CHAMBERI
01/11/20,"16,8 €/m2","-1,80 %","-4,30 %","-6,90 %",CHAMBERI
01/10/20,"17,1 €/m2","-1,50 %","-3,40 %","-6,40 %",CHAMBERI
01/09/20,"17,3 €/m2","-1,10 %","-3,60 %","-4,50 %",CHAMBERI
01/08/20,"17,5 €/m2","-0,80 %","-4,30 %","-2,50 %",CHAMBERI
01/07/20,"17,7 €/m2","-1,70 %","-2,60 %","-1,70 %",CHAMBERI
01/06/20,"18,0 €/m2","-1,80 %","-1,00 %","-1,50 %",CHAMBERI
01/05/20,"18,3 €/m2","0,90 %","2,60 %","0,00 %",CHAMBERI
01/04/20,"18,2 €/m2","0,00 %","2,20 %","-0,10 %",CHAMBERI
01/03/20,"18,2 €/m2","1,70 %","1,30 %","0,50 %",CHAMBERI
01/02/20,"17,9 €/m2","0,50 %","-1,00 %","-0,70 %",CHAMBERI
01/01/20,"17,8 €/m2","-0,90 %","-2,70 %","-1,20 %",CHAMBERI
01/12/19,"17,9 €/m2","-0,60 %","-1,30 %","-0,30 %",CHAMBERI
01/11/19,"18,0 €/m2","-1,20 %","0,30 %","1,00 %",CHAMBERI
01/10/19,"18,3 €/m2","0,50 %","1,50 %","3,50 %",CHAMBERI
01/09/19,"18,2 €/m2","1,00 %","-0,50 %","3,90 %",CHAMBERI
01/08/19,"18,0 €/m2","-0,10 %","-1,90 %","3,00 %",CHAMBERI
01/07/19,"18,0 €/m2","-1,50 %","-1,10 %","2,80 %",CHAMBERI
01/06/19,"18,3 €/m2","-0,30 %","1,10 %","4,40 %",CHAMBERI
01/05/19,"18,3 €/m2","0,70 %","1,90 %","4,80 %",CHAMBERI
01/04/19,"18,2 €/m2","0,60 %","1,10 %","4,90 %",CHAMBERI
01/03/19,"18,1 €/m2","0,50 %","0,50 %","4,20 %",CHAMBERI
01/02/19,"18,0 €/m2","0,00 %","0,70 %","3,80 %",CHAMBERI
01/01/19,"18,0 €/m2","0,00 %","2,00 %","5,00 %",CHAMBERI
01/12/18,"18,0 €/m2","0,80 %","2,80 %","8,10 %",CHAMBERI
01/11/18,"17,9 €/m2","1,20 %","2,30 %","7,20 %",CHAMBERI
01/10/18,"17,6 €/m2","0,80 %","0,80 %","7,50 %",CHAMBERI
01/09/18,"17,5 €/m2","0,20 %","0,00 %","8,20 %",CHAMBERI
01/08/18,"17,5 €/m2","-0,30 %","-0,20 %","8,40 %",CHAMBERI
01/07/18,"17,5 €/m2","0,10 %","1,00 %","9,40 %",CHAMBERI
01/06/18,"17,5 €/m2","0,00 %","0,80 %","9,50 %",CHAMBERI
01/05/18,"17,5 €/m2","0,90 %","1,00 %","10,60 %",CHAMBERI
01/04/18,"17,3 €/m2","-0,10 %","1,20 %","10,50 %",CHAMBERI
01/03/18,"17,3 €/m2","0,20 %","4,20 %","11,70 %",CHAMBERI
01/02/18,"17,3 €/m2","1,10 %","4,00 %","11,60 %",CHAMBERI
01/01/18,"17,1 €/m2","2,90 %","4,40 %","10,30 %",CHAMBERI
01/12/17,"16,6 €/m2","0,00 %","3,00 %","7,80 %",CHAMBERI
01/11/17,"16,6 €/m2","1,50 %","3,40 %","9,10 %",CHAMBERI
01/10/17,"16,4 €/m2","1,50 %","2,60 %","9,50 %",CHAMBERI
01/09/17,"16,2 €/m2","0,40 %","1,20 %","8,30 %",CHAMBERI
01/08/17,"16,1 €/m2","0,60 %","1,80 %","8,40 %",CHAMBERI
01/07/17,"16,0 €/m2","0,10 %","1,90 %","8,60 %",CHAMBERI
01/06/17,"16,0 €/m2","1,00 %","2,90 %","9,90 %",CHAMBERI
01/05/17,"15,8 €/m2","0,80 %","1,90 %","8,50 %",CHAMBERI
01/04/17,"15,7 €/m2","1,10 %","1,00 %","7,10 %",CHAMBERI
01/03/17,"15,5 €/m2","0,10 %","0,60 %","5,00 %",CHAMBERI
01/02/17,"15,5 €/m2","-0,10 %","1,70 %","6,70 %",CHAMBERI
01/01/17,"15,5 €/m2","0,60 %","3,70 %","7,60 %",CHAMBERI
01/12/16,"15,4 €/m2","1,20 %","3,40 %","9,20 %",CHAMBERI
01/11/16,"15,3 €/m2","1,80 %","2,70 %","8,10 %",CHAMBERI
01/10/16,"15,0 €/m2","0,40 %","1,80 %","8,60 %",CHAMBERI
01/09/16,"14,9 €/m2","0,40 %","2,60 %","8,50 %",CHAMBERI
01/08/16,"14,9 €/m2","0,90 %","1,90 %","8,10 %",CHAMBERI
01/07/16,"14,7 €/m2","1,20 %","0,40 %","7,10 %",CHAMBERI
01/06/16,"14,5 €/m2","-0,20 %","-1,60 %","5,80 %",CHAMBERI
01/05/16,"14,6 €/m2","-0,60 %","0,20 %","6,00 %",CHAMBERI
01/04/16,"14,7 €/m2","-0,80 %","1,60 %","6,30 %",CHAMBERI
01/03/16,"14,8 €/m2","1,60 %","4,60 %","6,80 %",CHAMBERI
01/02/16,"14,5 €/m2","0,80 %","3,10 %","5,90 %",CHAMBERI
01/01/16,"14,4 €/m2","2,10 %","4,60 %","5,60 %",CHAMBERI
01/12/15,"14,1 €/m2","0,20 %","2,90 %","2,90 %",CHAMBERI
01/11/15,"14,1 €/m2","2,30 %","2,70 %","4,00 %",CHAMBERI
01/10/15,"13,8 €/m2","0,40 %","0,40 %","2,30 %",CHAMBERI
01/09/15,"13,7 €/m2","0,00 %","0,00 %","3,10 %",CHAMBERI
01/08/15,"13,7 €/m2","0,00 %","0,00 %","3,10 %",CHAMBERI
01/07/15,"13,7 €/m2","0,00 %","-0,40 %","3,00 %",CHAMBERI
01/06/15,"13,7 €/m2","-0,10 %","-0,70 %","3,10 %",CHAMBERI
01/05/15,"13,7 €/m2","-0,30 %","0,10 %","4,10 %",CHAMBERI
01/04/15,"13,8 €/m2","-0,40 %","0,90 %","4,60 %",CHAMBERI
01/03/15,"13,8 €/m2","0,70 %","0,70 %","5,00 %",CHAMBERI
01/02/15,"13,7 €/m2","0,50 %","1,30 %","4,70 %",CHAMBERI
01/01/15,"13,7 €/m2","-0,50 %","1,40 %","3,40 %",CHAMBERI
01/12/14,"13,7 €/m2","1,30 %","3,10 %","3,10 %",CHAMBERI
01/11/14,"13,6 €/m2","0,60 %","1,70 %","1,80 %",CHAMBERI
01/10/14,"13,5 €/m2","1,10 %","1,10 %","1,10 %",CHAMBERI
01/09/14,"13,3 €/m2","0,00 %","0,00 %","0,00 %",CHAMBERI
01/08/14,"13,3 €/m2","0,00 %","0,90 %","0,00 %",CHAMBERI
01/07/14,"13,3 €/m2","0,00 %","1,20 %","0,00 %",CHAMBERI
01/06/14,"13,3 €/m2","0,90 %","1,10 %","0,00 %",CHAMBERI
01/05/14,"13,2 €/m2","0,20 %","0,70 %","-0,90 %",CHAMBERI
01/04/14,"13,2 €/m2","0,00 %","-0,30 %","-1,80 %",CHAMBERI
01/03/14,"13,2 €/m2","0,50 %","-1,10 %","-2,40 %",CHAMBERI
01/02/14,"13,1 €/m2","-0,70 %","-1,60 %","-3,60 %",CHAMBERI
01/01/14,"13,2 €/m2","-0,80 %","-0,80 %","-1,70 %",CHAMBERI
01/12/13,"13,3 €/m2","0,00 %","0,00 %","-0,90 %",CHAMBERI
01/11/13,"13,3 €/m2","0,00 %","0,00 %","-1,80 %",CHAMBERI
01/10/13,"13,3 €/m2","0,00 %","0,00 %","-2,40 %",CHAMBERI
01/09/13,"13,3 €/m2","0,00 %","0,00 %","-4,10 %",CHAMBERI
01/08/13,"13,3 €/m2","0,00 %","0,00 %","-4,00 %",CHAMBERI
01/07/13,"13,3 €/m2","0,00 %","-0,70 %","-4,70 %",CHAMBERI
01/06/13,"13,3 €/m2","0,00 %","-1,30 %","-4,80 %",CHAMBERI
01/05/13,"13,3 €/m2","-0,70 %","-2,10 %","-5,80 %",CHAMBERI
01/04/13,"13,4 €/m2","-0,60 %","-0,20 %","-4,90 %",CHAMBERI
01/03/13,"13,5 €/m2","-0,80 %","0,40 %","-4,30 %",CHAMBERI
01/02/13,"13,6 €/m2","1,20 %","0,20 %","-3,50 %",CHAMBERI
01/01/13,"13,5 €/m2","0,00 %","-1,50 %","-5,80 %",CHAMBERI
01/12/12,"13,4 €/m2","-1,00 %","-3,20 %","-6,70 %",CHAMBERI
01/11/12,"13,6 €/m2","-0,60 %","-2,10 %","-5,90 %",CHAMBERI
01/10/12,"13,7 €/m2","-1,70 %","-2,30 %","-4,80 %",CHAMBERI
01/09/12,"13,9 €/m2","0,10 %","-0,80 %","-4,20 %",CHAMBERI
01/08/12,"13,9 €/m2","-0,80 %","-1,90 %","-4,30 %",CHAMBERI
01/07/12,"14,0 €/m2","-0,10 %","-0,90 %","-4,10 %",CHAMBERI
01/06/12,"14,0 €/m2","-1,10 %","-0,80 %","-4,20 %",CHAMBERI
01/05/12,"14,2 €/m2","0,30 %","0,30 %","-3,80 %",CHAMBERI
01/04/12,"14,1 €/m2","0,00 %","-1,20 %","-3,50 %",CHAMBERI
01/03/12,"14,1 €/m2","0,00 %","-2,10 %","-3,40 %",CHAMBERI
01/06/23,"15,0 €/m2","0,40 %","4,10 %","10,50 %",CIUDAD LINEAL
01/05/23,"14,9 €/m2","1,00 %","5,30 %","11,50 %",CIUDAD LINEAL
01/04/23,"14,8 €/m2","2,60 %","3,30 %","11,20 %",CIUDAD LINEAL
01/03/23,"14,4 €/m2","1,60 %","1,50 %","10,00 %",CIUDAD LINEAL
01/02/23,"14,2 €/m2","-0,90 %","1,20 %","8,90 %",CIUDAD LINEAL
01/01/23,"14,3 €/m2","0,80 %","3,80 %","10,20 %",CIUDAD LINEAL
01/12/22,"14,2 €/m2","1,30 %","2,90 %","10,50 %",CIUDAD LINEAL
01/11/22,"14,0 €/m2","1,60 %","3,10 %","9,70 %",CIUDAD LINEAL
01/10/22,"13,8 €/m2","0,00 %","1,80 %","8,00 %",CIUDAD LINEAL
01/09/22,"13,8 €/m2","1,50 %","1,60 %","8,80 %",CIUDAD LINEAL
01/08/22,"13,6 €/m2","0,30 %","1,40 %","8,60 %",CIUDAD LINEAL
01/07/22,"13,5 €/m2","-0,20 %","1,90 %","7,10 %",CIUDAD LINEAL
01/06/22,"13,6 €/m2","1,30 %","3,70 %","7,90 %",CIUDAD LINEAL
01/05/22,"13,4 €/m2","0,80 %","2,90 %","5,50 %",CIUDAD LINEAL
01/04/22,"13,3 €/m2","1,50 %","2,40 %","4,80 %",CIUDAD LINEAL
01/03/22,"13,1 €/m2","0,60 %","2,00 %","3,00 %",CIUDAD LINEAL
01/02/22,"13,0 €/m2","0,30 %","1,90 %","2,30 %",CIUDAD LINEAL
01/01/22,"13,0 €/m2","1,10 %","1,70 %","1,50 %",CIUDAD LINEAL
01/12/21,"12,8 €/m2","0,50 %","1,30 %","-0,60 %",CIUDAD LINEAL
01/11/21,"12,8 €/m2","0,10 %","2,10 %","-2,70 %",CIUDAD LINEAL
01/10/21,"12,8 €/m2","0,70 %","0,90 %","-4,00 %",CIUDAD LINEAL
01/09/21,"12,7 €/m2","1,30 %","0,80 %","-5,60 %",CIUDAD LINEAL
01/08/21,"12,5 €/m2","-1,10 %","-1,50 %","-7,40 %",CIUDAD LINEAL
01/07/21,"12,6 €/m2","0,60 %","-0,30 %","-7,00 %",CIUDAD LINEAL
01/06/21,"12,6 €/m2","-0,90 %","-1,00 %","-7,90 %",CIUDAD LINEAL
01/05/21,"12,7 €/m2","0,10 %","-0,20 %","-8,30 %",CIUDAD LINEAL
01/04/21,"12,7 €/m2","-0,20 %","-0,80 %","-7,30 %",CIUDAD LINEAL
01/03/21,"12,7 €/m2","-0,10 %","-1,70 %","-7,00 %",CIUDAD LINEAL
01/02/21,"12,7 €/m2","-0,50 %","-3,10 %","-6,30 %",CIUDAD LINEAL
01/01/21,"12,8 €/m2","-1,10 %","-3,80 %","-4,80 %",CIUDAD LINEAL
01/12/20,"12,9 €/m2","-1,50 %","-3,80 %","-4,50 %",CIUDAD LINEAL
01/11/20,"13,1 €/m2","-1,30 %","-2,90 %","-3,50 %",CIUDAD LINEAL
01/10/20,"13,3 €/m2","-1,00 %","-2,30 %","-2,00 %",CIUDAD LINEAL
01/09/20,"13,4 €/m2","-0,60 %","-1,70 %","-1,20 %",CIUDAD LINEAL
01/08/20,"13,5 €/m2","-0,60 %","-2,40 %","-0,60 %",CIUDAD LINEAL
01/07/20,"13,6 €/m2","-0,50 %","-0,60 %","0,50 %",CIUDAD LINEAL
01/06/20,"13,7 €/m2","-1,30 %","0,00 %","0,30 %",CIUDAD LINEAL
01/05/20,"13,8 €/m2","1,20 %","2,00 %","2,00 %",CIUDAD LINEAL
01/04/20,"13,7 €/m2","0,10 %","1,80 %","1,50 %",CIUDAD LINEAL
01/03/20,"13,7 €/m2","0,60 %","1,00 %","2,80 %",CIUDAD LINEAL
01/02/20,"13,6 €/m2","1,00 %","-0,20 %","2,50 %",CIUDAD LINEAL
01/01/20,"13,4 €/m2","-0,70 %","-1,00 %","1,80 %",CIUDAD LINEAL
01/12/19,"13,5 €/m2","-0,50 %","-0,50 %","3,10 %",CIUDAD LINEAL
01/11/19,"13,6 €/m2","0,20 %","0,00 %","4,00 %",CIUDAD LINEAL
01/10/19,"13,6 €/m2","-0,20 %","0,30 %","4,40 %",CIUDAD LINEAL
01/09/19,"13,6 €/m2","0,00 %","-0,20 %","4,70 %",CIUDAD LINEAL
01/08/19,"13,6 €/m2","0,50 %","0,20 %","4,40 %",CIUDAD LINEAL
01/07/19,"13,5 €/m2","-0,70 %","0,40 %","4,70 %",CIUDAD LINEAL
01/06/19,"13,6 €/m2","0,40 %","2,50 %","6,00 %",CIUDAD LINEAL
01/05/19,"13,6 €/m2","0,70 %","2,40 %","4,90 %",CIUDAD LINEAL
01/04/19,"13,5 €/m2","1,40 %","2,10 %","4,20 %",CIUDAD LINEAL
01/03/19,"13,3 €/m2","0,30 %","1,30 %","5,20 %",CIUDAD LINEAL
01/02/19,"13,2 €/m2","0,30 %","1,30 %","6,90 %",CIUDAD LINEAL
01/01/19,"13,2 €/m2","0,70 %","1,60 %","6,40 %",CIUDAD LINEAL
01/12/18,"13,1 €/m2","0,30 %","1,00 %","5,20 %",CIUDAD LINEAL
01/11/18,"13,1 €/m2","0,60 %","0,40 %","5,90 %",CIUDAD LINEAL
01/10/18,"13,0 €/m2","0,10 %","0,60 %","8,20 %",CIUDAD LINEAL
01/09/18,"13,0 €/m2","-0,30 %","1,00 %","7,50 %",CIUDAD LINEAL
01/08/18,"13,0 €/m2","0,80 %","0,70 %","8,90 %",CIUDAD LINEAL
01/07/18,"12,9 €/m2","0,50 %","0,00 %","8,00 %",CIUDAD LINEAL
01/06/18,"12,8 €/m2","-0,60 %","1,70 %","9,40 %",CIUDAD LINEAL
01/05/18,"12,9 €/m2","0,00 %","4,40 %","10,10 %",CIUDAD LINEAL
01/04/18,"12,9 €/m2","2,30 %","4,20 %","10,40 %",CIUDAD LINEAL
01/03/18,"12,6 €/m2","2,00 %","1,30 %","8,30 %",CIUDAD LINEAL
01/02/18,"12,4 €/m2","-0,10 %","0,30 %","7,20 %",CIUDAD LINEAL
01/01/18,"12,4 €/m2","-0,50 %","3,30 %","8,60 %",CIUDAD LINEAL
01/12/17,"12,5 €/m2","1,00 %","3,30 %","10,90 %",CIUDAD LINEAL
01/11/17,"12,3 €/m2","2,80 %","3,20 %","12,30 %",CIUDAD LINEAL
01/10/17,"12,0 €/m2","-0,50 %","0,40 %","9,10 %",CIUDAD LINEAL
01/09/17,"12,1 €/m2","0,90 %","2,80 %","11,10 %",CIUDAD LINEAL
01/08/17,"12,0 €/m2","0,00 %","1,90 %","11,00 %",CIUDAD LINEAL
01/07/17,"12,0 €/m2","1,80 %","2,20 %","10,30 %",CIUDAD LINEAL
01/06/17,"11,7 €/m2","0,00 %","0,70 %","7,80 %",CIUDAD LINEAL
01/05/17,"11,7 €/m2","0,30 %","1,60 %","7,00 %",CIUDAD LINEAL
01/04/17,"11,7 €/m2","0,30 %","2,50 %","7,70 %",CIUDAD LINEAL
01/03/17,"11,7 €/m2","0,90 %","3,80 %","8,90 %",CIUDAD LINEAL
01/02/17,"11,6 €/m2","1,20 %","5,10 %","8,90 %",CIUDAD LINEAL
01/01/17,"11,4 €/m2","1,60 %","3,80 %","9,50 %",CIUDAD LINEAL
01/12/16,"11,2 €/m2","2,20 %","3,40 %","8,00 %",CIUDAD LINEAL
