mes,precio_m2,var_mensual,var_trimest,var_anual,zona
01/06/23,"16,8 €/m2","1,20 %","3,70 %","10,20 %",GLOBAL
01/05/23,"16,6 €/m2","1,20 %","2,60 %","11,00 %",GLOBAL
01/04/23,"16,4 €/m2","1,20 %","2,50 %","10,30 %",GLOBAL
01/03/23,"16,2 €/m2","0,20 %","2,70 %","10,40 %",GLOBAL
01/02/23,"16,2 €/m2","1,10 %","2,50 %","11,20 %",GLOBAL
01/01/23,"16,0 €/m2","1,30 %","0,40 %","11,00 %",GLOBAL
01/12/22,"15,8 €/m2","0,00 %","-1,00 %","10,80 %",GLOBAL
01/11/22,"15,8 €/m2","-0,90 %","0,50 %","9,90 %",GLOBAL
01/10/22,"15,9 €/m2","-0,10 %","2,80 %","10,20 %",GLOBAL
01/09/22,"15,9 €/m2","1,50 %","4,60 %","10,20 %",GLOBAL
01/08/22,"15,7 €/m2","1,40 %","5,10 %","9,20 %",GLOBAL
01/07/22,"15,5 €/m2","1,70 %","4,30 %","8,20 %",GLOBAL
01/06/22,"15,2 €/m2","2,00 %","3,90 %","6,50 %",GLOBAL
01/05/22,"15,0 €/m2","0,60 %","2,80 %","4,70 %",GLOBAL
01/04/22,"14,9 €/m2","1,30 %","3,20 %","3,70 %",GLOBAL
01/03/22,"14,7 €/m2","0,90 %","3,00 %","1,90 %",GLOBAL
01/02/22,"14,5 €/m2","0,90 %","1,20 %","1,00 %",GLOBAL
01/01/22,"14,4 €/m2","1,10 %","-0,40 %","-0,40 %",GLOBAL
01/12/21,"14,3 €/m2","-0,80 %","-1,50 %","-3,20 %",GLOBAL
01/11/21,"14,4 €/m2","-0,70 %","-0,10 %","-4,30 %",GLOBAL
01/10/21,"14,5 €/m2","0,00 %","0,90 %","-6,10 %",GLOBAL
01/09/21,"14,5 €/m2","0,60 %","1,10 %","-7,60 %",GLOBAL
01/08/21,"14,4 €/m2","0,30 %","0,70 %","-9,00 %",GLOBAL
01/07/21,"14,3 €/m2","0,20 %","0,00 %","-10,30 %",GLOBAL
01/06/21,"14,3 €/m2","0,20 %","-0,70 %","-12,00 %",GLOBAL
01/05/21,"14,3 €/m2","-0,40 %","-0,80 %","-12,40 %",GLOBAL
01/04/21,"14,3 €/m2","-0,50 %","-0,90 %","-9,80 %",GLOBAL
01/03/21,"14,4 €/m2","0,00 %","-2,20 %","-8,20 %",GLOBAL
01/02/21,"14,4 €/m2","-0,40 %","-4,10 %","-7,70 %",GLOBAL
01/01/21,"14,5 €/m2","-1,80 %","-6,10 %","-6,70 %",GLOBAL
01/12/20,"14,7 €/m2","-1,90 %","-5,90 %","-5,40 %",GLOBAL
01/11/20,"15,0 €/m2","-2,50 %","-5,00 %","-4,50 %",GLOBAL
01/10/20,"15,4 €/m2","-1,60 %","-3,70 %","-3,10 %",GLOBAL
01/09/20,"15,7 €/m2","-1,00 %","-3,70 %","-1,50 %",GLOBAL
01/08/20,"15,8 €/m2","-1,10 %","-3,00 %","0,50 %",GLOBAL
01/07/20,"16,0 €/m2","-1,60 %","0,60 %","2,40 %",GLOBAL
01/06/20,"16,3 €/m2","-0,30 %","3,60 %","4,20 %",GLOBAL
01/05/20,"16,3 €/m2","2,50 %","4,50 %","4,80 %",GLOBAL
01/04/20,"15,9 €/m2","1,30 %","2,60 %","2,40 %",GLOBAL
01/03/20,"15,7 €/m2","0,60 %","0,90 %","1,50 %",GLOBAL
01/02/20,"15,6 €/m2","0,70 %","-0,80 %","1,30 %",GLOBAL
01/01/20,"15,5 €/m2","-0,40 %","-2,50 %","1,40 %",GLOBAL
01/12/19,"15,6 €/m2","-1,10 %","-2,10 %","1,90 %",GLOBAL
01/11/19,"15,7 €/m2","-1,10 %","0,00 %","2,30 %",GLOBAL
01/10/19,"15,9 €/m2","0,00 %","1,90 %","2,90 %",GLOBAL
01/09/19,"15,9 €/m2","1,10 %","1,90 %","3,50 %",GLOBAL
01/08/19,"15,7 €/m2","0,70 %","1,10 %","3,30 %",GLOBAL
01/07/19,"15,6 €/m2","0,10 %","0,50 %","3,50 %",GLOBAL
01/06/19,"15,6 €/m2","0,30 %","0,80 %","3,90 %",GLOBAL
01/05/19,"15,5 €/m2","0,10 %","0,90 %","4,50 %",GLOBAL
01/04/19,"15,5 €/m2","0,40 %","1,60 %","4,40 %",GLOBAL
01/03/19,"15,5 €/m2","0,40 %","1,30 %","5,60 %",GLOBAL
01/02/19,"15,4 €/m2","0,80 %","0,20 %","6,50 %",GLOBAL
01/01/19,"15,3 €/m2","0,00 %","-1,10 %","6,80 %",GLOBAL
01/12/18,"15,3 €/m2","-0,60 %","-0,50 %","7,90 %",GLOBAL
01/11/18,"15,4 €/m2","-0,50 %","1,00 %","8,30 %",GLOBAL
01/10/18,"15,5 €/m2","0,70 %","2,50 %","9,10 %",GLOBAL
01/09/18,"15,3 €/m2","0,80 %","2,20 %","8,30 %",GLOBAL
01/08/18,"15,2 €/m2","0,90 %","2,30 %","9,30 %",GLOBAL
01/07/18,"15,1 €/m2","0,40 %","1,30 %","9,40 %",GLOBAL
01/06/18,"15,0 €/m2","0,90 %","2,50 %","10,60 %",GLOBAL
01/05/18,"14,9 €/m2","0,00 %","2,80 %","10,10 %",GLOBAL
01/04/18,"14,9 €/m2","1,60 %","4,00 %","10,60 %",GLOBAL
01/03/18,"14,6 €/m2","1,20 %","3,50 %","9,50 %",GLOBAL
01/02/18,"14,5 €/m2","1,10 %","2,00 %","7,10 %",GLOBAL
01/01/18,"14,3 €/m2","1,10 %","1,10 %","7,50 %",GLOBAL
01/12/17,"14,2 €/m2","-0,20 %","-0,10 %","7,20 %",GLOBAL
01/11/17,"14,2 €/m2","0,20 %","1,90 %","9,30 %",GLOBAL
01/10/17,"14,2 €/m2","-0,10 %","2,80 %","8,70 %",GLOBAL
01/09/17,"14,2 €/m2","1,80 %","4,30 %","9,80 %",GLOBAL
01/08/17,"13,9 €/m2","1,10 %","3,00 %","9,10 %",GLOBAL
01/07/17,"13,8 €/m2","1,50 %","2,40 %","8,80 %",GLOBAL
01/06/17,"13,6 €/m2","0,50 %","1,50 %","8,60 %",GLOBAL
01/05/17,"13,5 €/m2","0,50 %","0,00 %","9,00 %",GLOBAL
01/04/17,"13,5 €/m2","0,50 %","1,00 %","8,50 %",GLOBAL
01/03/17,"13,4 €/m2","-1,00 %","1,40 %","9,60 %",GLOBAL
01/02/17,"13,5 €/m2","1,50 %","4,10 %","11,30 %",GLOBAL
01/01/17,"13,3 €/m2","0,80 %","2,20 %","10,10 %",GLOBAL
01/12/16,"13,2 €/m2","1,70 %","2,30 %","10,10 %",GLOBAL
01/11/16,"13,0 €/m2","-0,30 %","1,70 %","7,60 %",GLOBAL
01/10/16,"13,0 €/m2","0,90 %","2,80 %","7,90 %",GLOBAL
01/09/16,"12,9 €/m2","1,20 %","3,20 %","7,30 %",GLOBAL
01/08/16,"12,8 €/m2","0,80 %","2,90 %","7,00 %",GLOBAL
01/07/16,"12,7 €/m2","1,30 %","2,10 %","7,20 %",GLOBAL
01/06/16,"12,5 €/m2","0,80 %","2,30 %","6,50 %",GLOBAL
01/05/16,"12,4 €/m2","0,00 %","2,10 %","6,20 %",GLOBAL
01/04/16,"12,4 €/m2","1,50 %","2,60 %","7,00 %",GLOBAL
01/03/16,"12,2 €/m2","0,60 %","1,90 %","5,40 %",GLOBAL
01/02/16,"12,1 €/m2","0,40 %","0,70 %","5,30 %",GLOBAL
01/01/16,"12,1 €/m2","0,90 %","0,20 %","5,60 %",GLOBAL
01/12/15,"12,0 €/m2","-0,60 %","-0,30 %","4,60 %",GLOBAL
01/11/15,"12,1 €/m2","-0,10 %","1,10 %","5,20 %",GLOBAL
01/10/15,"12,1 €/m2","0,30 %","2,20 %","5,50 %",GLOBAL
01/09/15,"12,0 €/m2","0,90 %","2,50 %","5,50 %",GLOBAL
01/08/15,"11,9 €/m2","1,00 %","2,10 %","5,20 %",GLOBAL
01/07/15,"11,8 €/m2","0,60 %","1,90 %","4,60 %",GLOBAL
01/06/15,"11,7 €/m2","0,60 %","1,30 %","4,30 %",GLOBAL
01/05/15,"11,7 €/m2","0,70 %","1,30 %","4,10 %",GLOBAL
01/04/15,"11,6 €/m2","0,00 %","1,20 %","3,60 %",GLOBAL
01/03/15,"11,6 €/m2","0,50 %","1,10 %","3,80 %",GLOBAL
01/02/15,"11,5 €/m2","0,60 %","0,60 %","3,20 %",GLOBAL
01/01/15,"11,5 €/m2","0,00 %","0,10 %","3,00 %",GLOBAL
01/12/14,"11,5 €/m2","0,00 %","0,50 %","3,30 %",GLOBAL
01/11/14,"11,5 €/m2","0,10 %","1,10 %","2,60 %",GLOBAL
01/10/14,"11,4 €/m2","0,30 %","1,30 %","1,60 %",GLOBAL
01/09/14,"11,4 €/m2","0,60 %","1,30 %","1,30 %",GLOBAL
01/08/14,"11,3 €/m2","0,30 %","1,10 %","1,10 %",GLOBAL
01/07/14,"11,3 €/m2","0,30 %","0,90 %","0,90 %",GLOBAL
01/06/14,"11,3 €/m2","0,40 %","0,80 %","0,70 %",GLOBAL
01/05/14,"11,2 €/m2","0,20 %","0,40 %","0,30 %",GLOBAL
01/04/14,"11,2 €/m2","0,20 %","0,70 %","-0,60 %",GLOBAL
01/03/14,"11,2 €/m2","0,00 %","0,70 %","-1,00 %",GLOBAL
01/02/14,"11,2 €/m2","0,50 %","0,00 %","-1,60 %",GLOBAL
01/01/14,"11,1 €/m2","0,20 %","-1,20 %","-2,30 %",GLOBAL
01/12/13,"11,1 €/m2","-0,70 %","-1,50 %","-3,20 %",GLOBAL
01/11/13,"11,2 €/m2","-0,80 %","-0,30 %","-3,80 %",GLOBAL
01/10/13,"11,3 €/m2","0,00 %","0,60 %","-4,10 %",GLOBAL
01/09/13,"11,3 €/m2","0,40 %","0,70 %","-4,50 %",GLOBAL
01/08/13,"11,2 €/m2","0,10 %","0,30 %","-5,00 %",GLOBAL
01/07/13,"11,2 €/m2","0,20 %","-0,60 %","-5,30 %",GLOBAL
01/06/13,"11,2 €/m2","0,00 %","-1,00 %","-5,80 %",GLOBAL
01/05/13,"11,2 €/m2","-0,70 %","-1,50 %","-6,30 %",GLOBAL
01/04/13,"11,3 €/m2","-0,20 %","-1,00 %","-5,60 %",GLOBAL
01/03/13,"11,3 €/m2","-0,60 %","-1,50 %","-5,70 %",GLOBAL
01/02/13,"11,4 €/m2","-0,20 %","-2,30 %","-5,50 %",GLOBAL
01/01/13,"11,4 €/m2","-0,70 %","-3,10 %","-5,40 %",GLOBAL
01/12/12,"11,5 €/m2","-1,30 %","-2,80 %","-5,60 %",GLOBAL
01/11/12,"11,6 €/m2","-1,10 %","-1,60 %","-5,00 %",GLOBAL
01/10/12,"11,7 €/m2","-0,40 %","-0,70 %","-4,30 %",GLOBAL
01/09/12,"11,8 €/m2","-0,10 %","-0,60 %","-4,20 %",GLOBAL
01/08/12,"11,8 €/m2","-0,20 %","-1,00 %","-4,00 %",GLOBAL
01/07/12,"11,8 €/m2","-0,30 %","-0,80 %","-4,80 %",GLOBAL
01/06/12,"11,9 €/m2","-0,50 %","-0,90 %","-4,00 %",GLOBAL
01/05/12,"11,9 €/m2","0,00 %","-0,70 %","-3,80 %",GLOBAL
01/04/12,"11,9 €/m2","-0,40 %","-0,90 %","-3,90 %",GLOBAL
01/03/12,"12,0 €/m2","-0,30 %","-1,40 %","-3,60 %",GLOBAL
01/06/23,"16,4 €/m2","0,50 %","0,80 %","8,80 %",ARGANZUELA
01/05/23,"16,4 €/m2","0,70 %","1,50 %","8,70 %",ARGANZUELA
01/04/23,"16,3 €/m2","-0,30 %","0,30 %","7,70 %",ARGANZUELA
01/03/23,"16,3 €/m2","1,10 %","1,60 %","8,70 %",ARGANZUELA
01/02/23,"16,1 €/m2","-0,40 %","0,80 %","7,50 %",ARGANZUELA
01/01/23,"16,2 €/m2","0,90 %","3,10 %","10,30 %",ARGANZUELA
01/12/22,"16,0 €/m2","0,30 %","3,30 %","10,10 %",ARGANZUELA
01/11/22,"16,0 €/m2","1,80 %","2,80 %","10,00 %",ARGANZUELA
01/10/22,"15,7 €/m2","1,10 %","1,50 %","8,40 %",ARGANZUELA
01/09/22,"15,5 €/m2","-0,10 %","2,80 %","7,90 %",ARGANZUELA
01/08/22,"15,6 €/m2","0,50 %","3,30 %","9,30 %",ARGANZUELA
01/07/22,"15,5 €/m2","2,40 %","2,60 %","9,00 %",ARGANZUELA
01/06/22,"15,1 €/m2","0,30 %","0,70 %","6,60 %",ARGANZUELA
01/05/22,"15,1 €/m2","-0,20 %","0,40 %","6,30 %",ARGANZUELA
01/04/22,"15,1 €/m2","0,60 %","2,70 %","5,30 %",ARGANZUELA
01/03/22,"15,0 €/m2","0,00 %","2,90 %","5,00 %",ARGANZUELA
01/02/22,"15,0 €/m2","2,20 %","3,10 %","5,90 %",ARGANZUELA
01/01/22,"14,7 €/m2","0,70 %","1,30 %","3,60 %",ARGANZUELA
01/12/21,"14,6 €/m2","0,20 %","1,20 %","1,10 %",ARGANZUELA
01/11/21,"14,5 €/m2","0,30 %","2,20 %","-1,50 %",ARGANZUELA
01/10/21,"14,5 €/m2","0,70 %","2,20 %","-3,30 %",ARGANZUELA
01/09/21,"14,4 €/m2","1,20 %","1,70 %","-5,40 %",ARGANZUELA
01/08/21,"14,2 €/m2","0,30 %","0,50 %","-7,90 %",ARGANZUELA
01/07/21,"14,2 €/m2","0,20 %","-1,00 %","-8,90 %",ARGANZUELA
01/06/21,"14,2 €/m2","0,00 %","-0,80 %","-10,30 %",ARGANZUELA
01/05/21,"14,2 €/m2","-1,10 %","0,00 %","-11,80 %",ARGANZUELA
01/04/21,"14,3 €/m2","0,30 %","1,10 %","-8,80 %",ARGANZUELA
01/03/21,"14,3 €/m2","0,80 %","-0,90 %","-9,10 %",ARGANZUELA
01/02/21,"14,2 €/m2","-0,10 %","-4,10 %","-10,50 %",ARGANZUELA
01/01/21,"14,2 €/m2","-1,70 %","-5,50 %","-9,00 %",ARGANZUELA
01/12/20,"14,4 €/m2","-2,40 %","-5,20 %","-7,70 %",ARGANZUELA
01/11/20,"14,8 €/m2","-1,50 %","-4,40 %","-5,50 %",ARGANZUELA
01/10/20,"15,0 €/m2","-1,40 %","-3,70 %","-4,50 %",ARGANZUELA
01/09/20,"15,2 €/m2","-1,50 %","-3,70 %","-1,60 %",ARGANZUELA
01/08/20,"15,5 €/m2","-0,80 %","-3,80 %","0,70 %",ARGANZUELA
01/07/20,"15,6 €/m2","-1,30 %","-0,80 %","1,60 %",ARGANZUELA
01/06/20,"15,8 €/m2","-1,70 %","0,60 %","2,20 %",ARGANZUELA
01/05/20,"16,1 €/m2","2,30 %","1,50 %","4,40 %",ARGANZUELA
01/04/20,"15,7 €/m2","0,00 %","0,80 %","2,50 %",ARGANZUELA
01/03/20,"15,7 €/m2","-0,80 %","0,50 %","3,50 %",ARGANZUELA
01/02/20,"15,8 €/m2","1,60 %","1,40 %","5,70 %",ARGANZUELA
01/01/20,"15,6 €/m2","-0,20 %","-0,80 %","4,00 %",ARGANZUELA
01/12/19,"15,6 €/m2","0,00 %","1,00 %","4,20 %",ARGANZUELA
01/11/19,"15,6 €/m2","-0,60 %","1,80 %","4,10 %",ARGANZUELA
01/10/19,"15,7 €/m2","1,60 %","2,50 %","4,70 %",ARGANZUELA
01/09/19,"15,5 €/m2","0,70 %","0,10 %","4,00 %",ARGANZUELA
01/08/19,"15,4 €/m2","0,10 %","-0,20 %","4,70 %",ARGANZUELA
01/07/19,"15,3 €/m2","-0,80 %","0,00 %","5,50 %",ARGANZUELA
01/06/19,"15,5 €/m2","0,50 %","1,80 %","4,30 %",ARGANZUELA
01/05/19,"15,4 €/m2","0,30 %","2,70 %","4,90 %",ARGANZUELA
01/04/19,"15,3 €/m2","1,00 %","2,30 %","5,10 %",ARGANZUELA
01/03/19,"15,2 €/m2","1,30 %","1,20 %","5,00 %",ARGANZUELA
01/02/19,"15,0 €/m2","-0,10 %","-0,10 %","4,90 %",ARGANZUELA
01/01/19,"15,0 €/m2","0,00 %","-0,10 %","6,20 %",ARGANZUELA
01/12/18,"15,0 €/m2","0,00 %","0,90 %","8,00 %",ARGANZUELA
01/11/18,"15,0 €/m2","0,00 %","2,30 %","7,40 %",ARGANZUELA
01/10/18,"15,0 €/m2","0,90 %","3,30 %","8,10 %",ARGANZUELA
01/09/18,"14,9 €/m2","1,40 %","0,30 %","7,90 %",ARGANZUELA
01/08/18,"14,7 €/m2","1,00 %","0,00 %","6,60 %",ARGANZUELA
01/07/18,"14,5 €/m2","-2,00 %","-0,40 %","5,60 %",ARGANZUELA
01/06/18,"14,8 €/m2","1,10 %","2,50 %","9,10 %",ARGANZUELA
01/05/18,"14,7 €/m2","0,60 %","2,70 %","6,90 %",ARGANZUELA
01/04/18,"14,6 €/m2","0,90 %","3,30 %","6,90 %",ARGANZUELA
01/03/18,"14,5 €/m2","1,20 %","4,10 %","8,40 %",ARGANZUELA
01/02/18,"14,3 €/m2","1,20 %","2,30 %","7,40 %",ARGANZUELA
01/01/18,"14,1 €/m2","1,70 %","1,80 %","8,90 %",ARGANZUELA
01/12/17,"13,9 €/m2","-0,60 %","0,80 %","7,30 %",ARGANZUELA
01/11/17,"14,0 €/m2","0,70 %","1,50 %","10,20 %",ARGANZUELA
01/10/17,"13,9 €/m2","0,70 %","0,80 %","11,00 %",ARGANZUELA
01/09/17,"13,8 €/m2","0,10 %","1,40 %","12,20 %",ARGANZUELA
01/08/17,"13,8 €/m2","0,10 %","0,30 %","13,30 %",ARGANZUELA
01/07/17,"13,8 €/m2","1,20 %","0,90 %","13,80 %",ARGANZUELA
01/06/17,"13,6 €/m2","-1,00 %","1,90 %","11,90 %",ARGANZUELA
01/05/17,"13,7 €/m2","0,60 %","3,20 %","12,80 %",ARGANZUELA
01/04/17,"13,6 €/m2","2,30 %","5,20 %","12,30 %",ARGANZUELA
01/03/17,"13,3 €/m2","0,30 %","3,10 %","9,50 %",ARGANZUELA
01/02/17,"13,3 €/m2","2,60 %","5,00 %","8,80 %",ARGANZUELA
01/01/17,"13,0 €/m2","0,20 %","3,70 %","7,10 %",ARGANZUELA
01/12/16,"12,9 €/m2","2,10 %","5,40 %","7,70 %",ARGANZUELA
01/11/16,"12,7 €/m2","1,30 %","4,30 %","5,90 %",ARGANZUELA
01/10/16,"12,5 €/m2","1,90 %","3,40 %","7,10 %",ARGANZUELA
01/09/16,"12,3 €/m2","1,10 %","1,10 %","6,40 %",ARGANZUELA
01/08/16,"12,1 €/m2","0,50 %","-0,20 %","5,20 %",ARGANZUELA
01/07/16,"12,1 €/m2","-0,50 %","-0,50 %","4,70 %",ARGANZUELA
01/06/16,"12,1 €/m2","-0,20 %","-0,30 %","4,70 %",ARGANZUELA
01/05/16,"12,2 €/m2","0,20 %","-0,50 %","4,90 %",ARGANZUELA
01/04/16,"12,1 €/m2","-0,30 %","0,30 %","5,00 %",ARGANZUELA
01/03/16,"12,2 €/m2","-0,30 %","1,40 %","6,40 %",ARGANZUELA
01/02/16,"12,2 €/m2","1,00 %","2,20 %","6,90 %",ARGANZUELA
01/01/16,"12,1 €/m2","0,80 %","3,80 %","6,50 %",ARGANZUELA
01/12/15,"12,0 €/m2","0,50 %","4,10 %","6,80 %",ARGANZUELA
01/11/15,"12,0 €/m2","2,50 %","3,60 %","8,00 %",ARGANZUELA
01/10/15,"11,7 €/m2","1,10 %","1,10 %","5,70 %",ARGANZUELA
01/09/15,"11,5 €/m2","0,00 %","-0,50 %","4,90 %",ARGANZUELA
01/08/15,"11,5 €/m2","0,00 %","-0,50 %","4,90 %",ARGANZUELA
01/07/15,"11,5 €/m2","-0,50 %","-0,20 %","4,90 %",ARGANZUELA
01/06/15,"11,6 €/m2","0,00 %","1,30 %","5,40 %",ARGANZUELA
01/05/15,"11,6 €/m2","0,30 %","1,40 %","4,30 %",ARGANZUELA
01/04/15,"11,6 €/m2","1,00 %","1,80 %","4,10 %",ARGANZUELA
01/03/15,"11,4 €/m2","0,20 %","1,70 %","3,70 %",ARGANZUELA
01/02/15,"11,4 €/m2","0,60 %","3,20 %","4,00 %",ARGANZUELA
01/01/15,"11,4 €/m2","1,00 %","3,00 %","4,30 %",ARGANZUELA
01/12/14,"11,3 €/m2","1,60 %","2,30 %","3,20 %",ARGANZUELA
01/11/14,"11,1 €/m2","0,30 %","0,70 %","0,00 %",ARGANZUELA
01/10/14,"11,0 €/m2","0,30 %","0,30 %","0,30 %",ARGANZUELA
01/09/14,"11,0 €/m2","0,00 %","0,00 %","0,00 %",ARGANZUELA
01/08/14,"11,0 €/m2","0,00 %","-1,00 %","-1,00 %",ARGANZUELA
01/07/14,"11,0 €/m2","0,00 %","-1,00 %","-1,80 %",ARGANZUELA
01/06/14,"11,0 €/m2","-1,00 %","-0,40 %","-1,70 %",ARGANZUELA
01/05/14,"11,1 €/m2","0,00 %","1,10 %","-1,20 %",ARGANZUELA
01/04/14,"11,1 €/m2","0,60 %","2,00 %","-1,20 %",ARGANZUELA
01/03/14,"11,0 €/m2","0,50 %","1,30 %","-2,80 %",ARGANZUELA
01/02/14,"11,0 €/m2","0,90 %","-0,70 %","-3,00 %",ARGANZUELA
01/01/14,"10,9 €/m2","0,00 %","-1,00 %","-3,20 %",ARGANZUELA
01/12/13,"10,9 €/m2","-1,60 %","-0,90 %","-2,50 %",ARGANZUELA
01/11/13,"11,1 €/m2","0,60 %","-0,30 %","-2,70 %",ARGANZUELA
01/10/13,"11,0 €/m2","0,00 %","-1,80 %","-4,40 %",ARGANZUELA
01/09/13,"11,0 €/m2","-1,00 %","-1,70 %","-4,70 %",ARGANZUELA
01/08/13,"11,1 €/m2","-0,80 %","-1,20 %","-3,40 %",ARGANZUELA
01/07/13,"11,2 €/m2","0,00 %","-0,50 %","-3,00 %",ARGANZUELA
01/06/13,"11,2 €/m2","-0,50 %","-1,50 %","-4,10 %",ARGANZUELA
01/05/13,"11,3 €/m2","0,00 %","-0,70 %","-3,20 %",ARGANZUELA
01/04/13,"11,3 €/m2","-1,00 %","0,00 %","-4,00 %",ARGANZUELA
01/03/13,"11,4 €/m2","0,30 %","1,70 %","-3,60 %",ARGANZUELA
01/02/13,"11,3 €/m2","0,70 %","-0,40 %","-4,10 %",ARGANZUELA
01/01/13,"11,3 €/m2","0,70 %","-2,20 %","-5,20 %",ARGANZUELA
01/12/12,"11,2 €/m2","-1,80 %","-3,10 %","-8,20 %",ARGANZUELA
01/11/12,"11,4 €/m2","-1,10 %","-1,00 %","-5,50 %",ARGANZUELA
01/10/12,"11,5 €/m2","-0,30 %","-0,30 %","-2,70 %",ARGANZUELA
01/09/12,"11,5 €/m2","0,30 %","-1,10 %","-3,10 %",ARGANZUELA
01/08/12,"11,5 €/m2","-0,30 %","-1,10 %","-4,20 %",ARGANZUELA
01/07/12,"11,5 €/m2","-1,10 %","-1,50 %","-3,80 %",ARGANZUELA
01/06/12,"11,7 €/m2","0,30 %","-1,00 %","-3,30 %",ARGANZUELA
01/05/12,"11,6 €/m2","-0,80 %","-1,60 %","-3,70 %",ARGANZUELA
01/04/12,"11,7 €/m2","-0,60 %","-1,30 %","-1,70 %",ARGANZUELA
01/03/12,"11,8 €/m2","-0,30 %","-3,20 %","1,00 %",ARGANZUELA
01/06/23,"13,2 €/m2","2,00 %","4,30 %","9,50 %",BARAJAS
01/05/23,"13,0 €/m2","2,50 %","3,30 %","5,60 %",BARAJAS
01/04/23,"12,6 €/m2","-0,20 %","1,30 %","3,20 %",BARAJAS
01/03/23,"12,7 €/m2","1,00 %","1,30 %","4,70 %",BARAJAS
01/02/23,"12,5 €/m2","0,50 %","0,90 %","7,40 %",BARAJAS
01/01/23,"12,5 €/m2","-0,20 %","2,70 %","7,60 %",BARAJAS
01/12/22,"12,5 €/m2","0,60 %","4,20 %","7,40 %",BARAJAS
01/11/22,"12,4 €/m2","2,20 %","2,30 %","8,30 %",BARAJAS
01/10/22,"12,2 €/m2","1,30 %","0,10 %","5,50 %",BARAJAS
01/09/22,"12,0 €/m2","-1,30 %","-0,60 %","5,40 %",BARAJAS
01/08/22,"12,2 €/m2","0,00 %","-1,00 %","7,20 %",BARAJAS
01/07/22,"12,1 €/m2","0,60 %","-0,80 %","6,70 %",BARAJAS
01/06/22,"12,1 €/m2","-1,60 %","-0,20 %","5,30 %",BARAJAS
01/05/22,"12,3 €/m2","0,20 %","5,10 %","6,60 %",BARAJAS
01/04/22,"12,2 €/m2","1,30 %","5,60 %","7,90 %",BARAJAS
01/03/22,"12,1 €/m2","3,60 %","3,90 %","6,70 %",BARAJAS
01/02/22,"11,7 €/m2","0,70 %","1,80 %","3,30 %",BARAJAS
01/01/22,"11,6 €/m2","-0,30 %","0,70 %","2,20 %",BARAJAS
01/12/21,"11,6 €/m2","1,50 %","2,20 %","3,70 %",BARAJAS
01/11/21,"11,5 €/m2","-0,40 %","1,20 %","1,30 %",BARAJAS
01/10/21,"11,5 €/m2","1,10 %","1,20 %","0,70 %",BARAJAS
01/09/21,"11,4 €/m2","0,50 %","-0,60 %","0,00 %",BARAJAS
01/08/21,"11,3 €/m2","-0,40 %","-1,60 %","-4,00 %",BARAJAS
01/07/21,"11,4 €/m2","-0,70 %","0,30 %","-5,10 %",BARAJAS
01/06/21,"11,5 €/m2","-0,40 %","1,10 %","-2,70 %",BARAJAS
01/05/21,"11,5 €/m2","1,40 %","1,90 %","-0,70 %",BARAJAS
01/04/21,"11,4 €/m2","0,20 %","0,00 %","-3,20 %",BARAJAS
01/03/21,"11,3 €/m2","0,30 %","0,90 %","-4,00 %",BARAJAS
01/02/21,"11,3 €/m2","-0,50 %","-0,20 %","-6,20 %",BARAJAS
01/01/21,"11,4 €/m2","1,10 %","-0,80 %","-4,90 %",BARAJAS
01/12/20,"11,2 €/m2","-0,90 %","-1,40 %","-4,60 %",BARAJAS
01/11/20,"11,3 €/m2","-1,00 %","-4,10 %","-5,00 %",BARAJAS
01/10/20,"11,4 €/m2","0,50 %","-4,60 %","-4,60 %",BARAJAS
01/09/20,"11,4 €/m2","-3,60 %","-3,30 %","-5,60 %",BARAJAS
01/08/20,"11,8 €/m2","-1,60 %","1,80 %","-0,40 %",BARAJAS
01/07/20,"12,0 €/m2","1,90 %","2,30 %","0,30 %",BARAJAS
01/06/20,"11,8 €/m2","1,50 %","-0,20 %","-1,40 %",BARAJAS
01/05/20,"11,6 €/m2","-1,10 %","-3,80 %","-1,10 %",BARAJAS
01/04/20,"11,7 €/m2","-0,60 %","-1,80 %","1,10 %",BARAJAS
01/03/20,"11,8 €/m2","-2,10 %","0,30 %","0,90 %",BARAJAS
01/02/20,"12,1 €/m2","0,90 %","1,00 %","1,50 %",BARAJAS
01/01/20,"11,9 €/m2","1,50 %","-0,40 %","1,10 %",BARAJAS
01/12/19,"11,8 €/m2","-1,40 %","-2,40 %","1,40 %",BARAJAS
01/11/19,"11,9 €/m2","-0,50 %","0,60 %","4,50 %",BARAJAS
01/10/19,"12,0 €/m2","-0,50 %","0,30 %","6,20 %",BARAJAS
01/09/19,"12,1 €/m2","1,70 %","1,00 %","7,10 %",BARAJAS
01/08/19,"11,9 €/m2","-0,90 %","1,10 %","4,90 %",BARAJAS
01/07/19,"12,0 €/m2","0,20 %","3,10 %","3,80 %",BARAJAS
01/06/19,"11,9 €/m2","1,80 %","2,10 %","0,20 %",BARAJAS
01/05/19,"11,7 €/m2","1,10 %","-1,20 %","0,40 %",BARAJAS
01/04/19,"11,6 €/m2","-0,80 %","-1,80 %","-0,50 %",BARAJAS
01/03/19,"11,7 €/m2","-1,50 %","0,80 %","0,30 %",BARAJAS
01/02/19,"11,9 €/m2","0,50 %","4,00 %","5,00 %",BARAJAS
01/01/19,"11,8 €/m2","1,90 %","4,70 %","7,40 %",BARAJAS
