mes,precio_m2,var_mensual,var_trimest,var_anual,zona
01/11/20,5.023 €/m2,"0,10 %","-0,90 %","0,70 %",CHAMARTIN
01/10/20,5.019 €/m2,"-0,20 %","-1,60 %","0,50 %",CHAMARTIN
01/09/20,5.030 €/m2,"-0,70 %","-3,10 %","0,50 %",CHAMARTIN
01/08/20,5.068 €/m2,"-0,70 %","-2,60 %","1,80 %",CHAMARTIN
01/07/20,5.103 €/m2,"-1,70 %","-1,10 %","2,40 %",CHAMARTIN
01/06/20,5.190 €/m2,"-0,30 %","0,80 %","4,80 %",CHAMARTIN
01/05/20,5.205 €/m2,"0,90 %","1,60 %","3,80 %",CHAMARTIN
01/04/20,5.158 €/m2,"0,20 %","1,70 %","2,30 %",CHAMARTIN
01/03/20,5.148 €/m2,"0,40 %","2,20 %","0,90 %",CHAMARTIN
01/02/20,5.125 €/m2,"1,00 %","2,80 %","-0,40 %",CHAMARTIN
01/01/20,5.073 €/m2,"0,70 %","1,60 %","-0,70 %",CHAMARTIN
01/12/19,5.035 €/m2,"1,00 %","0,60 %","-1,80 %",CHAMARTIN
01/11/19,4.986 €/m2,"-0,20 %","0,20 %","-2,50 %",CHAMARTIN
01/10/19,4.995 €/m2,"-0,30 %","0,30 %","-1,20 %",CHAMARTIN
01/09/19,5.008 €/m2,"0,60 %","1,10 %","-0,20 %",CHAMARTIN
01/08/19,4.977 €/m2,"-0,10 %","-0,80 %","0,60 %",CHAMARTIN
01/07/19,4.981 €/m2,"0,60 %","-1,20 %","1,40 %",CHAMARTIN
01/06/19,4.951 €/m2,"-1,30 %","-3,00 %","1,80 %",CHAMARTIN
01/05/19,5.016 €/m2,"-0,50 %","-2,50 %","3,40 %",CHAMARTIN
01/04/19,5.041 €/m2,"-1,20 %","-1,30 %","5,10 %",CHAMARTIN
01/03/19,5.102 €/m2,"-0,80 %","-0,40 %","7,40 %",CHAMARTIN
01/02/19,5.146 €/m2,"0,70 %","0,70 %","9,00 %",CHAMARTIN
01/01/19,5.109 €/m2,"-0,30 %","1,10 %","10,20 %",CHAMARTIN
01/12/18,5.125 €/m2,"0,30 %","2,20 %","12,20 %",CHAMARTIN
01/11/18,5.111 €/m2,"1,10 %","3,30 %","12,50 %",CHAMARTIN
01/10/18,5.055 €/m2,"0,80 %","2,90 %","11,50 %",CHAMARTIN
01/09/18,5.017 €/m2,"1,40 %","3,10 %","11,90 %",CHAMARTIN
01/08/18,4.946 €/m2,"0,70 %","1,90 %","11,10 %",CHAMARTIN
01/07/18,4.911 €/m2,"1,00 %","2,40 %","11,40 %",CHAMARTIN
01/06/18,4.864 €/m2,"0,20 %","2,30 %","10,70 %",CHAMARTIN
01/05/18,4.853 €/m2,"1,20 %","2,80 %","11,10 %",CHAMARTIN
01/04/18,4.797 €/m2,"0,90 %","3,40 %","10,50 %",CHAMARTIN
01/03/18,4.753 €/m2,"0,70 %","4,00 %","10,40 %",CHAMARTIN
01/02/18,4.720 €/m2,"1,80 %","3,80 %","10,40 %",CHAMARTIN
01/01/18,4.638 €/m2,"1,50 %","2,30 %","9,20 %",CHAMARTIN
01/12/17,4.570 €/m2,"0,50 %","1,90 %","8,50 %",CHAMARTIN
01/11/17,4.545 €/m2,"0,30 %","2,10 %","7,90 %",CHAMARTIN
01/10/17,4.533 €/m2,"1,10 %","2,80 %","7,50 %",CHAMARTIN
01/09/17,4.483 €/m2,"0,70 %","2,10 %","6,20 %",CHAMARTIN
01/08/17,4.453 €/m2,"1,00 %","1,90 %","6,40 %",CHAMARTIN
01/07/17,4.408 €/m2,"0,40 %","1,60 %","6,60 %",CHAMARTIN
01/06/17,4.392 €/m2,"0,50 %","2,10 %","6,60 %",CHAMARTIN
01/05/17,4.369 €/m2,"0,70 %","2,10 %","5,20 %",CHAMARTIN
01/04/17,4.340 €/m2,"0,80 %","2,20 %","5,50 %",CHAMARTIN
01/03/17,4.304 €/m2,"0,60 %","2,20 %","5,00 %",CHAMARTIN
01/02/17,4.277 €/m2,"0,70 %","1,50 %","5,10 %",CHAMARTIN
01/01/17,4.246 €/m2,"0,80 %","0,60 %","4,60 %",CHAMARTIN
01/12/16,4.213 €/m2,"0,00 %","-0,20 %","4,80 %",CHAMARTIN
01/11/16,4.214 €/m2,"-0,10 %","0,70 %","5,10 %",CHAMARTIN
01/10/16,4.219 €/m2,"-0,10 %","2,00 %","6,00 %",CHAMARTIN
01/09/16,4.223 €/m2,"0,90 %","2,50 %","5,60 %",CHAMARTIN
01/08/16,4.184 €/m2,"1,20 %","0,80 %","5,10 %",CHAMARTIN
01/07/16,4.134 €/m2,"0,40 %","0,50 %","3,40 %",CHAMARTIN
01/06/16,4.119 €/m2,"-0,80 %","0,50 %","2,90 %",CHAMARTIN
01/05/16,4.151 €/m2,"0,90 %","2,00 %","4,80 %",CHAMARTIN
01/04/16,4.112 €/m2,"0,40 %","1,30 %","4,00 %",CHAMARTIN
01/03/16,4.098 €/m2,"0,70 %","1,90 %","3,50 %",CHAMARTIN
01/02/16,4.069 €/m2,"0,20 %","1,50 %","3,40 %",CHAMARTIN
01/01/16,4.059 €/m2,"1,00 %","2,00 %","3,70 %",CHAMARTIN
01/12/15,4.020 €/m2,"0,30 %","0,50 %","3,40 %",CHAMARTIN
01/11/15,4.010 €/m2,"0,80 %","0,70 %","3,20 %",CHAMARTIN
01/10/15,3.979 €/m2,"-0,50 %","-0,50 %","2,60 %",CHAMARTIN
01/09/15,3.999 €/m2,"0,50 %","-0,10 %","3,00 %",CHAMARTIN
01/08/15,3.980 €/m2,"-0,50 %","0,50 %","2,50 %",CHAMARTIN
01/07/15,4.000 €/m2,"-0,10 %","1,20 %","2,20 %",CHAMARTIN
01/06/15,4.004 €/m2,"1,10 %","1,10 %","2,60 %",CHAMARTIN
01/05/15,3.962 €/m2,"0,20 %","0,60 %","2,50 %",CHAMARTIN
01/04/15,3.953 €/m2,"-0,20 %","1,00 %","1,60 %",CHAMARTIN
01/03/15,3.960 €/m2,"0,60 %","1,80 %","2,20 %",CHAMARTIN
01/02/15,3.937 €/m2,"0,60 %","1,30 %","1,90 %",CHAMARTIN
01/01/15,3.914 €/m2,"0,70 %","0,90 %","1,10 %",CHAMARTIN
01/12/14,3.889 €/m2,"0,00 %","0,10 %","0,40 %",CHAMARTIN
01/11/14,3.887 €/m2,"0,20 %","0,10 %","-0,40 %",CHAMARTIN
01/10/14,3.877 €/m2,"-0,20 %","-0,90 %","-0,30 %",CHAMARTIN
01/09/14,3.884 €/m2,"0,00 %","-0,50 %","-1,00 %",CHAMARTIN
01/08/14,3.885 €/m2,"-0,70 %","0,50 %","-0,80 %",CHAMARTIN
01/07/14,3.912 €/m2,"0,20 %","0,60 %","-0,80 %",CHAMARTIN
01/06/14,3.904 €/m2,"1,00 %","0,80 %","-1,10 %",CHAMARTIN
01/05/14,3.866 €/m2,"-0,60 %","0,00 %","-2,10 %",CHAMARTIN
01/04/14,3.889 €/m2,"0,40 %","0,40 %","-2,10 %",CHAMARTIN
01/03/14,3.875 €/m2,"0,30 %","0,10 %","-2,90 %",CHAMARTIN
01/02/14,3.864 €/m2,"-0,20 %","-0,90 %","-4,10 %",CHAMARTIN
01/01/14,3.873 €/m2,"0,00 %","-0,50 %","-4,40 %",CHAMARTIN
01/12/13,3.871 €/m2,"-0,70 %","-1,40 %","-4,20 %",CHAMARTIN
01/11/13,3.901 €/m2,"0,30 %","-0,40 %","-4,50 %",CHAMARTIN
01/10/13,3.891 €/m2,"-0,90 %","-1,30 %","-5,80 %",CHAMARTIN
01/09/13,3.925 €/m2,"0,20 %","-0,60 %","-4,70 %",CHAMARTIN
01/08/13,3.916 €/m2,"-0,70 %","-0,80 %","-5,30 %",CHAMARTIN
01/07/13,3.943 €/m2,"-0,10 %","-0,80 %","-5,80 %",CHAMARTIN
01/06/13,3.947 €/m2,"-0,10 %","-1,00 %","-7,00 %",CHAMARTIN
01/05/13,3.949 €/m2,"-0,60 %","-2,00 %","-7,50 %",CHAMARTIN
01/04/13,3.973 €/m2,"-0,40 %","-1,90 %","-7,50 %",CHAMARTIN
01/03/13,3.988 €/m2,"-1,00 %","-1,30 %","-7,00 %",CHAMARTIN
01/02/13,4.029 €/m2,"-0,50 %","-1,30 %","-7,00 %",CHAMARTIN
01/01/13,4.051 €/m2,"0,20 %","-1,90 %","-7,10 %",CHAMARTIN
01/12/12,4.041 €/m2,"-1,00 %","-1,90 %","-7,40 %",CHAMARTIN
01/11/12,4.083 €/m2,"-1,10 %","-1,20 %","-7,60 %",CHAMARTIN
01/10/12,4.128 €/m2,"0,30 %","-1,30 %","-6,70 %",CHAMARTIN
01/09/12,4.118 €/m2,"-0,40 %","-3,00 %","-7,40 %",CHAMARTIN
01/08/12,4.133 €/m2,"-1,20 %","-3,20 %","-7,60 %",CHAMARTIN
01/07/12,4.184 €/m2,"-1,40 %","-2,50 %","-7,60 %",CHAMARTIN
01/06/12,4.245 €/m2,"-0,50 %","-1,00 %","-7,50 %",CHAMARTIN
01/05/12,4.268 €/m2,"-0,60 %","-1,50 %","-7,10 %",CHAMARTIN
01/04/12,4.294 €/m2,"0,20 %","-1,50 %","-6,20 %",CHAMARTIN
01/03/12,4.287 €/m2,"-1,00 %","-1,80 %","-6,30 %",CHAMARTIN
01/06/23,5.943 €/m2,"0,40 %","0,30 %","5,00 %",CHAMBERI
01/05/23,5.921 €/m2,"-0,10 %","0,50 %","5,90 %",CHAMBERI
01/04/23,5.928 €/m2,"0,10 %","1,20 %","7,80 %",CHAMBERI
01/03/23,5.923 €/m2,"0,50 %","1,80 %","8,20 %",CHAMBERI
01/02/23,5.891 €/m2,"0,60 %","1,30 %","8,20 %",CHAMBERI
01/01/23,5.857 €/m2,"0,70 %","0,80 %","7,80 %",CHAMBERI
01/12/22,5.818 €/m2,"0,00 %","0,40 %","7,80 %",CHAMBERI
01/11/22,5.816 €/m2,"0,10 %","2,00 %","8,40 %",CHAMBERI
01/10/22,5.811 €/m2,"0,30 %","2,40 %","8,80 %",CHAMBERI
01/09/22,5.796 €/m2,"1,70 %","2,50 %","9,00 %",CHAMBERI
01/08/22,5.702 €/m2,"0,50 %","2,00 %","7,60 %",CHAMBERI
01/07/22,5.675 €/m2,"0,30 %","3,20 %","7,20 %",CHAMBERI
01/06/22,5.657 €/m2,"1,20 %","3,40 %","7,20 %",CHAMBERI
01/05/22,5.592 €/m2,"1,70 %","2,70 %","7,60 %",CHAMBERI
01/04/22,5.500 €/m2,"0,50 %","1,20 %","5,60 %",CHAMBERI
01/03/22,5.473 €/m2,"0,50 %","1,40 %","4,80 %",CHAMBERI
01/02/22,5.446 €/m2,"0,20 %","1,50 %","4,30 %",CHAMBERI
01/01/22,5.432 €/m2,"0,60 %","1,70 %","4,20 %",CHAMBERI
01/12/21,5.397 €/m2,"0,60 %","1,50 %","2,90 %",CHAMBERI
01/11/21,5.368 €/m2,"0,50 %","1,30 %","1,90 %",CHAMBERI
01/10/21,5.341 €/m2,"0,40 %","0,90 %","0,60 %",CHAMBERI
01/09/21,5.319 €/m2,"0,40 %","0,80 %","-0,80 %",CHAMBERI
01/08/21,5.297 €/m2,"0,00 %","1,90 %","-0,60 %",CHAMBERI
01/07/21,5.295 €/m2,"0,40 %","1,70 %","-0,40 %",CHAMBERI
01/06/21,5.276 €/m2,"1,50 %","1,00 %","-1,80 %",CHAMBERI
01/05/21,5.197 €/m2,"-0,20 %","-0,50 %","-3,30 %",CHAMBERI
01/04/21,5.206 €/m2,"-0,30 %","-0,20 %","-2,40 %",CHAMBERI
01/03/21,5.222 €/m2,"0,00 %","-0,50 %","-1,80 %",CHAMBERI
01/02/21,5.222 €/m2,"0,10 %","-0,90 %","-1,20 %",CHAMBERI
01/01/21,5.215 €/m2,"-0,60 %","-1,80 %","-0,50 %",CHAMBERI
01/12/20,5.247 €/m2,"-0,40 %","-2,10 %","0,00 %",CHAMBERI
01/11/20,5.270 €/m2,"-0,70 %","-1,10 %","0,20 %",CHAMBERI
01/10/20,5.309 €/m2,"-0,90 %","-0,20 %","0,60 %",CHAMBERI
01/09/20,5.359 €/m2,"0,60 %","-0,30 %","1,80 %",CHAMBERI
01/08/20,5.329 €/m2,"0,20 %","-0,80 %","1,10 %",CHAMBERI
01/07/20,5.319 €/m2,"-1,00 %","-0,30 %","1,00 %",CHAMBERI
01/06/20,5.374 €/m2,"0,00 %","1,10 %","2,20 %",CHAMBERI
01/05/20,5.374 €/m2,"0,70 %","1,70 %","2,00 %",CHAMBERI
01/04/20,5.335 €/m2,"0,40 %","1,80 %","1,20 %",CHAMBERI
01/03/20,5.316 €/m2,"0,60 %","1,30 %","1,30 %",CHAMBERI
01/02/20,5.286 €/m2,"0,80 %","0,50 %","0,50 %",CHAMBERI
01/01/20,5.242 €/m2,"-0,10 %","-0,70 %","-0,70 %",CHAMBERI
01/12/19,5.248 €/m2,"-0,30 %","-0,30 %","-1,10 %",CHAMBERI
01/11/19,5.261 €/m2,"-0,30 %","-0,20 %","-0,60 %",CHAMBERI
01/10/19,5.279 €/m2,"0,30 %","0,20 %","-0,20 %",CHAMBERI
01/09/19,5.265 €/m2,"-0,10 %","0,10 %","0,30 %",CHAMBERI
01/08/19,5.270 €/m2,"0,00 %","0,00 %","0,80 %",CHAMBERI
01/07/19,5.269 €/m2,"0,20 %","-0,10 %","1,80 %",CHAMBERI
01/06/19,5.257 €/m2,"-0,20 %","0,20 %","2,40 %",CHAMBERI
01/05/19,5.268 €/m2,"-0,10 %","0,10 %","4,30 %",CHAMBERI
01/04/19,5.273 €/m2,"0,50 %","-0,10 %","5,70 %",CHAMBERI
01/03/19,5.248 €/m2,"-0,30 %","-1,10 %","6,70 %",CHAMBERI
01/02/19,5.262 €/m2,"-0,30 %","-0,60 %","8,10 %",CHAMBERI
01/01/19,5.279 €/m2,"-0,50 %","-0,20 %","9,00 %",CHAMBERI
01/12/18,5.304 €/m2,"0,20 %","1,10 %","11,30 %",CHAMBERI
01/11/18,5.294 €/m2,"0,10 %","1,30 %","12,70 %",CHAMBERI
01/10/18,5.288 €/m2,"0,80 %","2,10 %","14,60 %",CHAMBERI
01/09/18,5.247 €/m2,"0,40 %","2,20 %","16,20 %",CHAMBERI
01/08/18,5.226 €/m2,"0,90 %","3,50 %","16,50 %",CHAMBERI
01/07/18,5.177 €/m2,"0,90 %","3,80 %","15,50 %",CHAMBERI
01/06/18,5.132 €/m2,"1,60 %","4,30 %","16,60 %",CHAMBERI
01/05/18,5.052 €/m2,"1,20 %","3,80 %","17,50 %",CHAMBERI
01/04/18,4.990 €/m2,"1,40 %","3,00 %","18,00 %",CHAMBERI
01/03/18,4.919 €/m2,"1,10 %","3,20 %","18,10 %",CHAMBERI
01/02/18,4.866 €/m2,"0,50 %","3,60 %","18,10 %",CHAMBERI
01/01/18,4.844 €/m2,"1,60 %","5,00 %","19,50 %",CHAMBERI
01/12/17,4.766 €/m2,"1,40 %","5,60 %","18,70 %",CHAMBERI
01/11/17,4.699 €/m2,"1,90 %","4,70 %","17,70 %",CHAMBERI
01/10/17,4.612 €/m2,"2,20 %","2,90 %","16,50 %",CHAMBERI
01/09/17,4.515 €/m2,"0,70 %","2,60 %","14,90 %",CHAMBERI
01/08/17,4.486 €/m2,"0,10 %","4,30 %","14,10 %",CHAMBERI
01/07/17,4.482 €/m2,"1,80 %","6,00 %","13,90 %",CHAMBERI
01/06/17,4.401 €/m2,"2,40 %","5,70 %","11,50 %",CHAMBERI
01/05/17,4.299 €/m2,"1,70 %","4,40 %","9,40 %",CHAMBERI
01/04/17,4.229 €/m2,"1,60 %","4,30 %","9,20 %",CHAMBERI
01/03/17,4.164 €/m2,"1,10 %","3,70 %","8,80 %",CHAMBERI
01/02/17,4.119 €/m2,"1,60 %","3,20 %","8,80 %",CHAMBERI
01/01/17,4.053 €/m2,"1,00 %","2,40 %","6,30 %",CHAMBERI
01/12/16,4.015 €/m2,"0,60 %","2,20 %","5,50 %",CHAMBERI
01/11/16,3.991 €/m2,"0,80 %","1,50 %","5,60 %",CHAMBERI
01/10/16,3.960 €/m2,"0,80 %","0,60 %","5,00 %",CHAMBERI
01/09/16,3.929 €/m2,"-0,10 %","-0,40 %","4,70 %",CHAMBERI
01/08/16,3.933 €/m2,"-0,10 %","0,00 %","5,50 %",CHAMBERI
01/07/16,3.936 €/m2,"-0,20 %","1,60 %","5,60 %",CHAMBERI
01/06/16,3.946 €/m2,"0,40 %","3,10 %","5,90 %",CHAMBERI
01/05/16,3.931 €/m2,"1,50 %","3,90 %","6,50 %",CHAMBERI
01/04/16,3.873 €/m2,"1,20 %","1,60 %","5,50 %",CHAMBERI
01/03/16,3.827 €/m2,"1,10 %","0,60 %","5,20 %",CHAMBERI
01/02/16,3.785 €/m2,"-0,70 %","0,20 %","4,80 %",CHAMBERI
01/01/16,3.812 €/m2,"0,20 %","1,10 %","6,20 %",CHAMBERI
01/12/15,3.804 €/m2,"0,70 %","1,40 %","6,70 %",CHAMBERI
01/11/15,3.778 €/m2,"0,20 %","1,30 %","5,60 %",CHAMBERI
01/10/15,3.772 €/m2,"0,50 %","1,20 %","4,60 %",CHAMBERI
01/09/15,3.752 €/m2,"0,60 %","0,70 %","4,10 %",CHAMBERI
01/08/15,3.728 €/m2,"0,10 %","1,00 %","4,30 %",CHAMBERI
01/07/15,3.726 €/m2,"0,00 %","1,50 %","3,90 %",CHAMBERI
01/06/15,3.727 €/m2,"0,90 %","2,50 %","3,30 %",CHAMBERI
01/05/15,3.693 €/m2,"0,60 %","2,30 %","3,00 %",CHAMBERI
01/04/15,3.672 €/m2,"0,90 %","2,30 %","3,10 %",CHAMBERI
01/03/15,3.638 €/m2,"0,70 %","2,00 %","1,50 %",CHAMBERI
01/02/15,3.611 €/m2,"0,60 %","1,00 %","1,00 %",CHAMBERI
01/01/15,3.589 €/m2,"0,70 %","-0,50 %","-0,10 %",CHAMBERI
01/12/14,3.566 €/m2,"-0,30 %","-1,10 %","-1,30 %",CHAMBERI
01/11/14,3.576 €/m2,"-0,80 %","0,00 %","-2,60 %",CHAMBERI
01/10/14,3.606 €/m2,"0,10 %","0,50 %","-1,80 %",CHAMBERI
01/09/14,3.604 €/m2,"0,80 %","-0,20 %","-2,00 %",CHAMBERI
01/08/14,3.575 €/m2,"-0,30 %","-0,30 %","-2,10 %",CHAMBERI
01/07/14,3.586 €/m2,"-0,60 %","0,70 %","-2,40 %",CHAMBERI
01/06/14,3.610 €/m2,"0,60 %","0,70 %","-1,70 %",CHAMBERI
01/05/14,3.587 €/m2,"0,70 %","0,30 %","-3,20 %",CHAMBERI
01/04/14,3.562 €/m2,"-0,60 %","-0,90 %","-5,00 %",CHAMBERI
01/03/14,3.584 €/m2,"0,20 %","-0,80 %","-4,50 %",CHAMBERI
01/02/14,3.575 €/m2,"-0,50 %","-2,60 %","-7,10 %",CHAMBERI
01/01/14,3.593 €/m2,"-0,60 %","-2,10 %","-6,80 %",CHAMBERI
01/12/13,3.613 €/m2,"-1,60 %","-1,80 %","-6,40 %",CHAMBERI
01/11/13,3.671 €/m2,"0,00 %","0,50 %","-5,50 %",CHAMBERI
01/10/13,3.671 €/m2,"-0,20 %","-0,10 %","-6,40 %",CHAMBERI
01/09/13,3.678 €/m2,"0,70 %","0,10 %","-6,10 %",CHAMBERI
01/08/13,3.653 €/m2,"-0,60 %","-1,40 %","-7,00 %",CHAMBERI
01/07/13,3.674 €/m2,"0,00 %","-2,00 %","-7,00 %",CHAMBERI
01/06/13,3.673 €/m2,"-0,90 %","-2,20 %","-8,30 %",CHAMBERI
01/05/13,3.705 €/m2,"-1,10 %","-3,70 %","-8,60 %",CHAMBERI
01/04/13,3.748 €/m2,"-0,20 %","-2,80 %","-8,30 %",CHAMBERI
01/03/13,3.754 €/m2,"-2,40 %","-2,80 %","-8,70 %",CHAMBERI
01/02/13,3.847 €/m2,"-0,30 %","-1,00 %","-6,60 %",CHAMBERI
01/01/13,3.857 €/m2,"-0,10 %","-1,70 %","-7,00 %",CHAMBERI
01/12/12,3.861 €/m2,"-0,60 %","-1,40 %","-7,20 %",CHAMBERI
01/11/12,3.885 €/m2,"-1,00 %","-1,10 %","-8,00 %",CHAMBERI
01/10/12,3.923 €/m2,"0,20 %","-0,70 %","-7,00 %",CHAMBERI
01/09/12,3.915 €/m2,"-0,30 %","-2,20 %","-8,10 %",CHAMBERI
01/08/12,3.929 €/m2,"-0,60 %","-3,10 %","-7,60 %",CHAMBERI
01/07/12,3.952 €/m2,"-1,30 %","-3,30 %","-8,50 %",CHAMBERI
01/06/12,4.004 €/m2,"-1,20 %","-2,60 %","-7,80 %",CHAMBERI
01/05/12,4.054 €/m2,"-0,80 %","-1,60 %","-7,90 %",CHAMBERI
01/04/12,4.087 €/m2,"-0,60 %","-1,40 %","-6,70 %",CHAMBERI
01/03/12,4.112 €/m2,"-0,20 %","-1,20 %","-6,90 %",CHAMBERI
01/06/23,3.382 €/m2,"-0,10 %","3,10 %","7,70 %",CIUDAD LINEAL
01/05/23,3.384 €/m2,"1,00 %","4,00 %","8,30 %",CIUDAD LINEAL
01/04/23,3.352 €/m2,"2,20 %","3,30 %","8,70 %",CIUDAD LINEAL
01/03/23,3.281 €/m2,"0,80 %","0,70 %","8,00 %",CIUDAD LINEAL
01/02/23,3.255 €/m2,"0,30 %","-0,80 %","6,80 %",CIUDAD LINEAL
01/01/23,3.244 €/m2,"-0,50 %","-1,50 %","8,30 %",CIUDAD LINEAL
01/12/22,3.260 €/m2,"-0,70 %","-1,20 %","9,20 %",CIUDAD LINEAL
01/11/22,3.281 €/m2,"-0,40 %","0,20 %","10,80 %",CIUDAD LINEAL
01/10/22,3.294 €/m2,"-0,10 %","3,00 %","12,00 %",CIUDAD LINEAL
01/09/22,3.298 €/m2,"0,70 %","5,10 %","11,40 %",CIUDAD LINEAL
01/08/22,3.275 €/m2,"2,40 %","4,90 %","9,80 %",CIUDAD LINEAL
01/07/22,3.198 €/m2,"1,90 %","3,70 %","6,70 %",CIUDAD LINEAL
01/06/22,3.139 €/m2,"0,50 %","3,30 %","5,60 %",CIUDAD LINEAL
01/05/22,3.123 €/m2,"1,30 %","2,50 %","6,50 %",CIUDAD LINEAL
01/04/22,3.084 €/m2,"1,50 %","2,90 %","5,20 %",CIUDAD LINEAL
01/03/22,3.039 €/m2,"-0,20 %","1,80 %","3,00 %",CIUDAD LINEAL
01/02/22,3.046 €/m2,"1,70 %","2,80 %","3,10 %",CIUDAD LINEAL
01/01/22,2.996 €/m2,"0,40 %","1,90 %","2,30 %",CIUDAD LINEAL
01/12/21,2.985 €/m2,"0,80 %","0,80 %","2,00 %",CIUDAD LINEAL
01/11/21,2.962 €/m2,"0,70 %","-0,70 %","1,00 %",CIUDAD LINEAL
01/10/21,2.941 €/m2,"-0,70 %","-1,90 %","-0,30 %",CIUDAD LINEAL
01/09/21,2.962 €/m2,"-0,70 %","-0,40 %","-0,40 %",CIUDAD LINEAL
01/08/21,2.983 €/m2,"-0,50 %","1,70 %","0,30 %",CIUDAD LINEAL
01/07/21,2.998 €/m2,"0,80 %","2,30 %","1,00 %",CIUDAD LINEAL
01/06/21,2.974 €/m2,"1,40 %","0,80 %","-1,00 %",CIUDAD LINEAL
01/05/21,2.934 €/m2,"0,10 %","-0,70 %","-3,90 %",CIUDAD LINEAL
01/04/21,2.931 €/m2,"-0,70 %","0,10 %","-2,40 %",CIUDAD LINEAL
01/03/21,2.951 €/m2,"-0,20 %","0,90 %","-1,80 %",CIUDAD LINEAL
01/02/21,2.956 €/m2,"1,00 %","0,70 %","-1,70 %",CIUDAD LINEAL
01/01/21,2.928 €/m2,"0,10 %","-0,70 %","-2,60 %",CIUDAD LINEAL
01/12/20,2.926 €/m2,"-0,30 %","-1,70 %","-2,70 %",CIUDAD LINEAL
01/11/20,2.934 €/m2,"-0,50 %","-1,30 %","-2,70 %",CIUDAD LINEAL
01/10/20,2.949 €/m2,"-0,90 %","-0,70 %","-2,60 %",CIUDAD LINEAL
01/09/20,2.975 €/m2,"0,00 %","-1,00 %","-2,60 %",CIUDAD LINEAL
01/08/20,2.974 €/m2,"0,20 %","-2,60 %","-3,80 %",CIUDAD LINEAL
01/07/20,2.969 €/m2,"-1,20 %","-1,10 %","-3,90 %",CIUDAD LINEAL
01/06/20,3.005 €/m2,"-1,60 %","0,00 %","-2,20 %",CIUDAD LINEAL
01/05/20,3.054 €/m2,"1,70 %","1,60 %","-0,20 %",CIUDAD LINEAL
01/04/20,3.002 €/m2,"-0,10 %","-0,10 %","-1,70 %",CIUDAD LINEAL
01/03/20,3.005 €/m2,"0,00 %","-0,10 %","-1,10 %",CIUDAD LINEAL
01/02/20,3.006 €/m2,"0,00 %","-0,30 %","-0,70 %",CIUDAD LINEAL
01/01/20,3.006 €/m2,"-0,10 %","-0,70 %","-0,50 %",CIUDAD LINEAL
01/12/19,3.008 €/m2,"-0,30 %","-1,50 %","0,70 %",CIUDAD LINEAL
01/11/19,3.016 €/m2,"-0,40 %","-2,40 %","2,60 %",CIUDAD LINEAL
01/10/19,3.027 €/m2,"-0,90 %","-2,00 %","3,30 %",CIUDAD LINEAL
01/09/19,3.055 €/m2,"-1,10 %","-0,60 %","4,70 %",CIUDAD LINEAL
01/08/19,3.090 €/m2,"0,00 %","1,00 %","4,80 %",CIUDAD LINEAL
01/07/19,3.089 €/m2,"0,50 %","1,10 %","5,60 %",CIUDAD LINEAL
01/06/19,3.073 €/m2,"0,40 %","1,10 %","7,20 %",CIUDAD LINEAL
01/05/19,3.060 €/m2,"0,20 %","1,10 %","8,80 %",CIUDAD LINEAL
01/04/19,3.055 €/m2,"0,60 %","1,10 %","10,10 %",CIUDAD LINEAL
01/03/19,3.038 €/m2,"0,40 %","1,70 %","10,50 %",CIUDAD LINEAL
01/02/19,3.027 €/m2,"0,10 %","2,90 %","12,90 %",CIUDAD LINEAL
01/01/19,3.022 €/m2,"1,20 %","3,10 %","15,80 %",CIUDAD LINEAL
01/12/18,2.988 €/m2,"1,60 %","2,40 %","15,40 %",CIUDAD LINEAL
01/11/18,2.941 €/m2,"0,40 %","-0,20 %","13,60 %",CIUDAD LINEAL
01/10/18,2.930 €/m2,"0,40 %","0,20 %","13,30 %",CIUDAD LINEAL
01/09/18,2.918 €/m2,"-1,00 %","1,80 %","13,70 %",CIUDAD LINEAL
01/08/18,2.947 €/m2,"0,80 %","4,80 %","15,90 %",CIUDAD LINEAL
01/07/18,2.924 €/m2,"2,00 %","5,40 %","15,20 %",CIUDAD LINEAL
01/06/18,2.866 €/m2,"1,90 %","4,20 %","14,30 %",CIUDAD LINEAL
01/05/18,2.811 €/m2,"1,30 %","4,80 %","13,30 %",CIUDAD LINEAL
01/04/18,2.775 €/m2,"0,90 %","6,40 %","12,90 %",CIUDAD LINEAL
01/03/18,2.750 €/m2,"2,60 %","6,20 %","12,70 %",CIUDAD LINEAL
01/02/18,2.681 €/m2,"2,80 %","3,60 %","9,80 %",CIUDAD LINEAL
01/01/18,2.609 €/m2,"0,80 %","0,90 %","9,10 %",CIUDAD LINEAL
01/12/17,2.589 €/m2,"0,00 %","0,90 %","7,10 %",CIUDAD LINEAL
01/11/17,2.589 €/m2,"0,10 %","1,80 %","5,40 %",CIUDAD LINEAL
01/10/17,2.586 €/m2,"0,80 %","1,90 %","5,50 %",CIUDAD LINEAL
01/09/17,2.566 €/m2,"0,90 %","2,30 %","6,20 %",CIUDAD LINEAL
01/08/17,2.544 €/m2,"0,20 %","2,50 %","6,10 %",CIUDAD LINEAL
01/07/17,2.538 €/m2,"1,20 %","3,30 %","5,40 %",CIUDAD LINEAL
01/06/17,2.507 €/m2,"1,00 %","2,80 %","4,00 %",CIUDAD LINEAL
01/05/17,2.482 €/m2,"1,00 %","1,70 %","2,40 %",CIUDAD LINEAL
