mes,precio_m2,var_mensual,var_trimest,var_anual,zona
01/06/23,4.015 €/m2,"0,90 %","2,00 %","5,10 %",GLOBAL
01/05/23,3.979 €/m2,"0,10 %","2,00 %","4,90 %",GLOBAL
01/04/23,3.977 €/m2,"1,10 %","2,80 %","5,60 %",GLOBAL
01/03/23,3.935 €/m2,"0,90 %","1,40 %","5,20 %",GLOBAL
01/02/23,3.900 €/m2,"0,80 %","-0,40 %","4,50 %",GLOBAL
01/01/23,3.870 €/m2,"-0,30 %","-1,20 %","4,80 %",GLOBAL
01/12/22,3.881 €/m2,"-0,90 %","-0,80 %","6,30 %",GLOBAL
01/11/22,3.916 €/m2,"0,00 %","0,60 %","8,40 %",GLOBAL
01/10/22,3.916 €/m2,"0,10 %","1,70 %","8,10 %",GLOBAL
01/09/22,3.912 €/m2,"0,50 %","2,40 %","7,10 %",GLOBAL
01/08/22,3.893 €/m2,"1,10 %","2,60 %","6,60 %",GLOBAL
01/07/22,3.852 €/m2,"0,80 %","2,20 %","4,60 %",GLOBAL
01/06/22,3.821 €/m2,"0,70 %","2,10 %","3,80 %",GLOBAL
01/05/22,3.794 €/m2,"0,70 %","1,70 %","3,90 %",GLOBAL
01/04/22,3.767 €/m2,"0,70 %","2,00 %","4,00 %",GLOBAL
01/03/22,3.741 €/m2,"0,30 %","2,40 %","3,40 %",GLOBAL
01/02/22,3.731 €/m2,"1,10 %","3,20 %","3,50 %",GLOBAL
01/01/22,3.692 €/m2,"1,10 %","2,00 %","2,90 %",GLOBAL
01/12/21,3.652 €/m2,"1,00 %","0,00 %","1,50 %",GLOBAL
01/11/21,3.614 €/m2,"-0,20 %","-1,10 %","0,50 %",GLOBAL
01/10/21,3.622 €/m2,"-0,80 %","-1,70 %","0,90 %",GLOBAL
01/09/21,3.651 €/m2,"-0,10 %","-0,80 %","1,20 %",GLOBAL
01/08/21,3.654 €/m2,"-0,80 %","0,10 %","1,00 %",GLOBAL
01/07/21,3.683 €/m2,"0,10 %","1,70 %","1,10 %",GLOBAL
01/06/21,3.681 €/m2,"0,80 %","1,70 %","0,10 %",GLOBAL
01/05/21,3.652 €/m2,"0,90 %","1,30 %","-1,60 %",GLOBAL
01/04/21,3.621 €/m2,"0,10 %","0,90 %","-1,30 %",GLOBAL
01/03/21,3.618 €/m2,"0,30 %","0,60 %","-0,90 %",GLOBAL
01/02/21,3.607 €/m2,"0,50 %","0,30 %","-0,90 %",GLOBAL
01/01/21,3.589 €/m2,"-0,20 %","0,00 %","-1,00 %",GLOBAL
01/12/20,3.597 €/m2,"0,00 %","-0,30 %","-1,20 %",GLOBAL
01/11/20,3.595 €/m2,"0,20 %","-0,70 %","-1,70 %",GLOBAL
01/10/20,3.590 €/m2,"-0,50 %","-1,50 %","-2,40 %",GLOBAL
01/09/20,3.608 €/m2,"-0,30 %","-1,90 %","-1,70 %",GLOBAL
01/08/20,3.619 €/m2,"-0,70 %","-2,50 %","-1,90 %",GLOBAL
01/07/20,3.645 €/m2,"-0,90 %","-0,70 %","-1,70 %",GLOBAL
01/06/20,3.679 €/m2,"-0,90 %","0,80 %","-0,80 %",GLOBAL
01/05/20,3.710 €/m2,"1,10 %","2,00 %","-0,30 %",GLOBAL
01/04/20,3.669 €/m2,"0,50 %","1,20 %","-1,40 %",GLOBAL
01/03/20,3.650 €/m2,"0,30 %","0,30 %","-1,90 %",GLOBAL
01/02/20,3.638 €/m2,"0,40 %","-0,60 %","-1,70 %",GLOBAL
01/01/20,3.624 €/m2,"-0,40 %","-1,40 %","-1,20 %",GLOBAL
01/12/19,3.639 €/m2,"-0,50 %","-0,80 %","-0,10 %",GLOBAL
01/11/19,3.659 €/m2,"-0,50 %","-0,80 %","0,50 %",GLOBAL
01/10/19,3.677 €/m2,"0,20 %","-0,80 %","1,50 %",GLOBAL
01/09/19,3.669 €/m2,"-0,50 %","-1,10 %","1,80 %",GLOBAL
01/08/19,3.688 €/m2,"-0,50 %","-0,90 %","3,00 %",GLOBAL
01/07/19,3.707 €/m2,"-0,10 %","-0,40 %","4,80 %",GLOBAL
01/06/19,3.709 €/m2,"-0,30 %","-0,30 %","6,90 %",GLOBAL
01/05/19,3.720 €/m2,"0,00 %","0,50 %","9,40 %",GLOBAL
01/04/19,3.721 €/m2,"0,00 %","1,40 %","11,80 %",GLOBAL
01/03/19,3.719 €/m2,"0,50 %","2,00 %","14,50 %",GLOBAL
01/02/19,3.701 €/m2,"0,90 %","1,60 %","16,70 %",GLOBAL
01/01/19,3.668 €/m2,"0,60 %","1,20 %","18,80 %",GLOBAL
01/12/18,3.644 €/m2,"0,10 %","1,10 %","20,50 %",GLOBAL
01/11/18,3.642 €/m2,"0,50 %","1,70 %","21,70 %",GLOBAL
01/10/18,3.624 €/m2,"0,50 %","2,50 %","21,70 %",GLOBAL
01/09/18,3.605 €/m2,"0,70 %","3,90 %","22,50 %",GLOBAL
01/08/18,3.580 €/m2,"1,30 %","5,30 %","23,00 %",GLOBAL
01/07/18,3.536 €/m2,"1,90 %","6,30 %","22,40 %",GLOBAL
01/06/18,3.469 €/m2,"2,00 %","6,80 %","21,70 %",GLOBAL
01/05/18,3.400 €/m2,"2,20 %","7,20 %","20,10 %",GLOBAL
01/04/18,3.327 €/m2,"2,40 %","7,80 %","18,20 %",GLOBAL
01/03/18,3.247 €/m2,"2,40 %","7,40 %","14,80 %",GLOBAL
01/02/18,3.173 €/m2,"2,80 %","6,00 %","11,60 %",GLOBAL
01/01/18,3.086 €/m2,"2,10 %","3,60 %","8,70 %",GLOBAL
01/12/17,3.023 €/m2,"1,00 %","2,70 %","6,40 %",GLOBAL
01/11/17,2.993 €/m2,"0,50 %","2,80 %","6,30 %",GLOBAL
01/10/17,2.978 €/m2,"1,20 %","3,10 %","6,00 %",GLOBAL
01/09/17,2.943 €/m2,"1,10 %","3,30 %","5,20 %",GLOBAL
01/08/17,2.910 €/m2,"0,70 %","2,80 %","4,40 %",GLOBAL
01/07/17,2.890 €/m2,"1,40 %","2,70 %","3,90 %",GLOBAL
01/06/17,2.850 €/m2,"0,70 %","0,70 %","2,80 %",GLOBAL
01/05/17,2.830 €/m2,"0,60 %","-0,40 %","2,70 %",GLOBAL
01/04/17,2.814 €/m2,"-0,50 %","-0,90 %","2,50 %",GLOBAL
01/03/17,2.829 €/m2,"-0,50 %","-0,40 %","2,90 %",GLOBAL
01/02/17,2.842 €/m2,"0,10 %","0,90 %","3,90 %",GLOBAL
01/01/17,2.839 €/m2,"-0,10 %","1,10 %","3,80 %",GLOBAL
01/12/16,2.840 €/m2,"0,90 %","1,50 %","3,90 %",GLOBAL
01/11/16,2.816 €/m2,"0,30 %","1,10 %","2,80 %",GLOBAL
01/10/16,2.809 €/m2,"0,40 %","1,00 %","2,50 %",GLOBAL
01/09/16,2.797 €/m2,"0,40 %","0,90 %","2,50 %",GLOBAL
01/08/16,2.787 €/m2,"0,20 %","1,10 %","2,70 %",GLOBAL
01/07/16,2.781 €/m2,"0,30 %","1,30 %","1,80 %",GLOBAL
01/06/16,2.773 €/m2,"0,60 %","0,90 %","1,00 %",GLOBAL
01/05/16,2.756 €/m2,"0,40 %","0,80 %","1,20 %",GLOBAL
01/04/16,2.746 €/m2,"-0,10 %","0,40 %","1,30 %",GLOBAL
01/03/16,2.749 €/m2,"0,50 %","0,50 %","2,00 %",GLOBAL
01/02/16,2.735 €/m2,"0,00 %","-0,20 %","1,90 %",GLOBAL
01/01/16,2.735 €/m2,"0,00 %","-0,20 %","1,70 %",GLOBAL
01/12/15,2.735 €/m2,"-0,20 %","0,30 %","2,00 %",GLOBAL
01/11/15,2.740 €/m2,"0,00 %","0,90 %","2,10 %",GLOBAL
01/10/15,2.740 €/m2,"0,50 %","0,40 %","2,60 %",GLOBAL
01/09/15,2.728 €/m2,"0,50 %","-0,60 %","2,20 %",GLOBAL
01/08/15,2.715 €/m2,"-0,60 %","-0,30 %","2,00 %",GLOBAL
01/07/15,2.731 €/m2,"-0,50 %","0,70 %","1,60 %",GLOBAL
01/06/15,2.744 €/m2,"0,70 %","1,80 %","2,10 %",GLOBAL
01/05/15,2.724 €/m2,"0,50 %","1,50 %","2,00 %",GLOBAL
01/04/15,2.711 €/m2,"0,60 %","0,80 %","1,60 %",GLOBAL
01/03/15,2.694 €/m2,"0,40 %","0,50 %","-0,20 %",GLOBAL
01/02/15,2.684 €/m2,"-0,30 %","0,00 %","-1,60 %",GLOBAL
01/01/15,2.691 €/m2,"0,30 %","0,70 %","-1,70 %",GLOBAL
01/12/14,2.681 €/m2,"-0,10 %","0,40 %","-1,70 %",GLOBAL
01/11/14,2.683 €/m2,"0,50 %","0,80 %","-1,60 %",GLOBAL
01/10/14,2.671 €/m2,"0,00 %","-0,60 %","-1,90 %",GLOBAL
01/09/14,2.670 €/m2,"0,30 %","-0,70 %","-2,00 %",GLOBAL
01/08/14,2.661 €/m2,"-0,90 %","-0,30 %","-2,10 %",GLOBAL
01/07/14,2.686 €/m2,"0,00 %","0,60 %","-1,20 %",GLOBAL
01/06/14,2.687 €/m2,"0,60 %","-0,50 %","-1,20 %",GLOBAL
01/05/14,2.670 €/m2,"0,00 %","-2,10 %","-3,00 %",GLOBAL
01/04/14,2.670 €/m2,"-1,10 %","-2,50 %","-2,80 %",GLOBAL
01/03/14,2.700 €/m2,"-1,00 %","-1,00 %","-1,90 %",GLOBAL
01/02/14,2.727 €/m2,"-0,40 %","0,00 %","-0,40 %",GLOBAL
01/01/14,2.737 €/m2,"0,30 %","0,50 %","-0,10 %",GLOBAL
01/12/13,2.728 €/m2,"0,10 %","0,10 %","-1,60 %",GLOBAL
01/11/13,2.726 €/m2,"0,10 %","0,30 %","-2,80 %",GLOBAL
01/10/13,2.723 €/m2,"-0,10 %","0,20 %","-4,10 %",GLOBAL
01/09/13,2.725 €/m2,"0,30 %","0,10 %","-4,70 %",GLOBAL
01/08/13,2.717 €/m2,"0,00 %","-1,30 %","-6,00 %",GLOBAL
01/07/13,2.718 €/m2,"-0,10 %","-1,10 %","-7,10 %",GLOBAL
01/06/13,2.721 €/m2,"-1,10 %","-1,20 %","-8,20 %",GLOBAL
01/05/13,2.752 €/m2,"0,20 %","0,60 %","-7,90 %",GLOBAL
01/04/13,2.747 €/m2,"-0,20 %","0,30 %","-8,40 %",GLOBAL
01/03/13,2.754 €/m2,"0,60 %","-0,70 %","-9,30 %",GLOBAL
01/02/13,2.737 €/m2,"-0,10 %","-2,40 %","-10,20 %",GLOBAL
01/01/13,2.740 €/m2,"-1,20 %","-3,50 %","-10,70 %",GLOBAL
01/12/12,2.772 €/m2,"-1,10 %","-3,00 %","-10,00 %",GLOBAL
01/11/12,2.803 €/m2,"-1,30 %","-3,00 %","-9,70 %",GLOBAL
01/10/12,2.840 €/m2,"-0,70 %","-2,90 %","-9,00 %",GLOBAL
01/09/12,2.859 €/m2,"-1,10 %","-3,50 %","-8,50 %",GLOBAL
01/08/12,2.891 €/m2,"-1,20 %","-3,20 %","-8,30 %",GLOBAL
01/07/12,2.926 €/m2,"-1,30 %","-2,40 %","-8,30 %",GLOBAL
01/06/12,2.963 €/m2,"-0,80 %","-2,40 %","-8,20 %",GLOBAL
01/05/12,2.988 €/m2,"-0,40 %","-1,90 %","-7,80 %",GLOBAL
01/04/12,2.999 €/m2,"-1,30 %","-2,30 %","-7,70 %",GLOBAL
01/03/12,3.037 €/m2,"-0,30 %","-1,40 %","-7,00 %",GLOBAL
01/06/23,4.392 €/m2,"-0,10 %","0,80 %","2,80 %",ARGANZUELA
01/05/23,4.396 €/m2,"0,50 %","1,00 %","4,80 %",ARGANZUELA
01/04/23,4.376 €/m2,"0,40 %","1,00 %","4,40 %",ARGANZUELA
01/03/23,4.358 €/m2,"0,10 %","0,60 %","5,40 %",ARGANZUELA
01/02/23,4.354 €/m2,"0,50 %","0,50 %","5,10 %",ARGANZUELA
01/01/23,4.333 €/m2,"0,10 %","0,60 %","6,30 %",ARGANZUELA
01/12/22,4.331 €/m2,"0,00 %","1,50 %","6,10 %",ARGANZUELA
01/11/22,4.331 €/m2,"0,50 %","0,60 %","6,10 %",ARGANZUELA
01/10/22,4.308 €/m2,"1,00 %","-0,10 %","4,60 %",ARGANZUELA
01/09/22,4.265 €/m2,"-0,90 %","-0,20 %","4,20 %",ARGANZUELA
01/08/22,4.303 €/m2,"-0,20 %","2,60 %","7,30 %",ARGANZUELA
01/07/22,4.311 €/m2,"0,90 %","2,80 %","6,60 %",ARGANZUELA
01/06/22,4.272 €/m2,"1,80 %","3,30 %","5,00 %",ARGANZUELA
01/05/22,4.195 €/m2,"0,10 %","1,20 %","4,20 %",ARGANZUELA
01/04/22,4.192 €/m2,"1,40 %","2,80 %","5,80 %",ARGANZUELA
01/03/22,4.136 €/m2,"-0,20 %","1,30 %","4,00 %",ARGANZUELA
01/02/22,4.144 €/m2,"1,60 %","1,60 %","4,20 %",ARGANZUELA
01/01/22,4.077 €/m2,"-0,10 %","-1,00 %","2,50 %",ARGANZUELA
01/12/21,4.083 €/m2,"0,10 %","-0,20 %","3,40 %",ARGANZUELA
01/11/21,4.081 €/m2,"-0,90 %","1,80 %","3,40 %",ARGANZUELA
01/10/21,4.119 €/m2,"0,70 %","1,80 %","4,00 %",ARGANZUELA
01/09/21,4.092 €/m2,"2,10 %","0,50 %","2,90 %",ARGANZUELA
01/08/21,4.009 €/m2,"-0,90 %","-0,40 %","0,70 %",ARGANZUELA
01/07/21,4.045 €/m2,"-0,60 %","2,10 %","1,60 %",ARGANZUELA
01/06/21,4.070 €/m2,"1,10 %","2,30 %","1,40 %",ARGANZUELA
01/05/21,4.025 €/m2,"1,60 %","1,20 %","0,40 %",ARGANZUELA
01/04/21,3.962 €/m2,"-0,40 %","-0,40 %","-1,20 %",ARGANZUELA
01/03/21,3.978 €/m2,"0,00 %","0,70 %","-1,10 %",ARGANZUELA
01/02/21,3.977 €/m2,"-0,10 %","0,70 %","-0,30 %",ARGANZUELA
01/01/21,3.979 €/m2,"0,80 %","0,50 %","-0,50 %",ARGANZUELA
01/12/20,3.949 €/m2,"0,00 %","-0,70 %","-2,20 %",ARGANZUELA
01/11/20,3.948 €/m2,"-0,30 %","-0,80 %","-3,10 %",ARGANZUELA
01/10/20,3.961 €/m2,"-0,40 %","-0,50 %","-2,80 %",ARGANZUELA
01/09/20,3.977 €/m2,"-0,10 %","-1,00 %","-2,10 %",ARGANZUELA
01/08/20,3.979 €/m2,"0,00 %","-0,80 %","-2,10 %",ARGANZUELA
01/07/20,3.981 €/m2,"-0,90 %","-0,80 %","-2,90 %",ARGANZUELA
01/06/20,4.015 €/m2,"0,10 %","-0,10 %","-1,90 %",ARGANZUELA
01/05/20,4.010 €/m2,"0,00 %","0,50 %","-2,00 %",ARGANZUELA
01/04/20,4.011 €/m2,"-0,20 %","0,30 %","-1,90 %",ARGANZUELA
01/03/20,4.021 €/m2,"0,80 %","-0,40 %","-0,70 %",ARGANZUELA
01/02/20,3.990 €/m2,"-0,30 %","-2,00 %","-0,80 %",ARGANZUELA
01/01/20,4.001 €/m2,"-0,90 %","-1,80 %","0,00 %",ARGANZUELA
01/12/19,4.036 €/m2,"-0,90 %","-0,70 %","0,20 %",ARGANZUELA
01/11/19,4.073 €/m2,"-0,10 %","0,20 %","1,90 %",ARGANZUELA
01/10/19,4.075 €/m2,"0,30 %","-0,60 %","2,00 %",ARGANZUELA
01/09/19,4.063 €/m2,"0,00 %","-0,70 %","2,70 %",ARGANZUELA
01/08/19,4.063 €/m2,"-0,90 %","-0,70 %","2,40 %",ARGANZUELA
01/07/19,4.098 €/m2,"0,20 %","0,20 %","2,80 %",ARGANZUELA
01/06/19,4.091 €/m2,"0,00 %","1,10 %","5,30 %",ARGANZUELA
01/05/19,4.092 €/m2,"0,00 %","1,70 %","8,90 %",ARGANZUELA
01/04/19,4.090 €/m2,"1,00 %","2,20 %","10,40 %",ARGANZUELA
01/03/19,4.049 €/m2,"0,60 %","0,50 %","10,60 %",ARGANZUELA
01/02/19,4.024 €/m2,"0,60 %","0,60 %","11,10 %",ARGANZUELA
01/01/19,4.000 €/m2,"-0,70 %","0,10 %","13,60 %",ARGANZUELA
01/12/18,4.029 €/m2,"0,80 %","1,80 %","17,60 %",ARGANZUELA
01/11/18,3.999 €/m2,"0,10 %","0,80 %","18,90 %",ARGANZUELA
01/10/18,3.996 €/m2,"1,00 %","0,30 %","20,20 %",ARGANZUELA
01/09/18,3.957 €/m2,"-0,30 %","1,80 %","19,40 %",ARGANZUELA
01/08/18,3.969 €/m2,"-0,40 %","5,70 %","20,30 %",ARGANZUELA
01/07/18,3.985 €/m2,"2,50 %","7,60 %","21,60 %",ARGANZUELA
01/06/18,3.887 €/m2,"3,50 %","6,10 %","21,10 %",ARGANZUELA
01/05/18,3.756 €/m2,"1,40 %","3,70 %","18,40 %",ARGANZUELA
01/04/18,3.705 €/m2,"1,20 %","5,20 %","19,50 %",ARGANZUELA
01/03/18,3.662 €/m2,"1,10 %","6,80 %","20,80 %",ARGANZUELA
01/02/18,3.622 €/m2,"2,90 %","7,70 %","20,80 %",ARGANZUELA
01/01/18,3.521 €/m2,"2,70 %","5,90 %","19,60 %",ARGANZUELA
01/12/17,3.427 €/m2,"1,90 %","3,40 %","16,60 %",ARGANZUELA
01/11/17,3.363 €/m2,"1,20 %","1,90 %","15,10 %",ARGANZUELA
01/10/17,3.324 €/m2,"0,30 %","1,50 %","14,60 %",ARGANZUELA
01/09/17,3.313 €/m2,"0,40 %","3,30 %","13,90 %",ARGANZUELA
01/08/17,3.300 €/m2,"0,70 %","4,00 %","13,40 %",ARGANZUELA
01/07/17,3.276 €/m2,"2,10 %","5,70 %","13,10 %",ARGANZUELA
01/06/17,3.208 €/m2,"1,10 %","5,80 %","12,60 %",ARGANZUELA
01/05/17,3.173 €/m2,"2,30 %","5,80 %","13,30 %",ARGANZUELA
01/04/17,3.101 €/m2,"2,30 %","5,40 %","11,40 %",ARGANZUELA
01/03/17,3.031 €/m2,"1,10 %","3,10 %","10,80 %",ARGANZUELA
01/02/17,2.999 €/m2,"1,90 %","2,60 %","9,60 %",ARGANZUELA
01/01/17,2.943 €/m2,"0,10 %","1,50 %","7,70 %",ARGANZUELA
01/12/16,2.940 €/m2,"0,60 %","1,10 %","6,50 %",ARGANZUELA
01/11/16,2.922 €/m2,"0,80 %","0,40 %","6,30 %",ARGANZUELA
01/10/16,2.899 €/m2,"-0,30 %","0,10 %","4,50 %",ARGANZUELA
01/09/16,2.909 €/m2,"0,00 %","2,10 %","4,90 %",ARGANZUELA
01/08/16,2.910 €/m2,"0,40 %","3,90 %","5,60 %",ARGANZUELA
01/07/16,2.897 €/m2,"1,70 %","4,10 %","5,70 %",ARGANZUELA
01/06/16,2.849 €/m2,"1,70 %","4,10 %","4,00 %",ARGANZUELA
01/05/16,2.800 €/m2,"0,60 %","2,30 %","3,40 %",ARGANZUELA
01/04/16,2.783 €/m2,"1,70 %","1,80 %","2,80 %",ARGANZUELA
01/03/16,2.736 €/m2,"0,00 %","-0,90 %","1,10 %",ARGANZUELA
01/02/16,2.736 €/m2,"0,10 %","-0,40 %","2,40 %",ARGANZUELA
01/01/16,2.732 €/m2,"-1,10 %","-1,60 %","2,50 %",ARGANZUELA
01/12/15,2.761 €/m2,"0,50 %","-0,40 %","3,50 %",ARGANZUELA
01/11/15,2.748 €/m2,"-1,00 %","-0,30 %","3,40 %",ARGANZUELA
01/10/15,2.776 €/m2,"0,10 %","1,20 %","4,10 %",ARGANZUELA
01/09/15,2.773 €/m2,"0,60 %","1,20 %","3,80 %",ARGANZUELA
01/08/15,2.757 €/m2,"0,50 %","1,80 %","2,60 %",ARGANZUELA
01/07/15,2.742 €/m2,"0,10 %","1,30 %","1,50 %",ARGANZUELA
01/06/15,2.739 €/m2,"1,20 %","1,30 %","1,10 %",ARGANZUELA
01/05/15,2.708 €/m2,"0,00 %","1,30 %","0,40 %",ARGANZUELA
01/04/15,2.708 €/m2,"0,10 %","1,50 %","-0,20 %",ARGANZUELA
01/03/15,2.705 €/m2,"1,20 %","1,40 %","-0,90 %",ARGANZUELA
01/02/15,2.672 €/m2,"0,20 %","0,50 %","-1,70 %",ARGANZUELA
01/01/15,2.667 €/m2,"-0,10 %","0,00 %","-0,50 %",ARGANZUELA
01/12/14,2.669 €/m2,"0,40 %","-0,10 %","-0,90 %",ARGANZUELA
01/11/14,2.658 €/m2,"-0,30 %","-1,10 %","-2,10 %",ARGANZUELA
01/10/14,2.667 €/m2,"-0,20 %","-1,30 %","-3,00 %",ARGANZUELA
01/09/14,2.671 €/m2,"-0,60 %","-1,40 %","-3,30 %",ARGANZUELA
01/08/14,2.688 €/m2,"-0,60 %","-0,40 %","-2,30 %",ARGANZUELA
01/07/14,2.703 €/m2,"-0,20 %","-0,40 %","-2,70 %",ARGANZUELA
01/06/14,2.709 €/m2,"0,40 %","-0,70 %","-2,60 %",ARGANZUELA
01/05/14,2.697 €/m2,"-0,60 %","-0,70 %","-4,30 %",ARGANZUELA
01/04/14,2.714 €/m2,"-0,60 %","1,30 %","-3,80 %",ARGANZUELA
01/03/14,2.730 €/m2,"0,50 %","1,40 %","-4,10 %",ARGANZUELA
01/02/14,2.717 €/m2,"1,40 %","0,10 %","-5,70 %",ARGANZUELA
01/01/14,2.680 €/m2,"-0,50 %","-2,50 %","-7,90 %",ARGANZUELA
01/12/13,2.692 €/m2,"-0,80 %","-2,50 %","-7,50 %",ARGANZUELA
01/11/13,2.714 €/m2,"-1,30 %","-1,30 %","-8,20 %",ARGANZUELA
01/10/13,2.750 €/m2,"-0,40 %","-1,00 %","-8,60 %",ARGANZUELA
01/09/13,2.762 €/m2,"0,40 %","-0,70 %","-8,40 %",ARGANZUELA
01/08/13,2.750 €/m2,"-1,00 %","-2,40 %","-8,70 %",ARGANZUELA
01/07/13,2.778 €/m2,"-0,10 %","-1,60 %","-9,20 %",ARGANZUELA
01/06/13,2.781 €/m2,"-1,30 %","-2,30 %","-10,20 %",ARGANZUELA
01/05/13,2.818 €/m2,"-0,10 %","-2,20 %","-10,40 %",ARGANZUELA
01/04/13,2.821 €/m2,"-0,90 %","-3,10 %","-10,80 %",ARGANZUELA
01/03/13,2.846 €/m2,"-1,20 %","-2,20 %","-12,20 %",ARGANZUELA
01/02/13,2.881 €/m2,"-1,00 %","-2,50 %","-10,80 %",ARGANZUELA
01/01/13,2.910 €/m2,"0,00 %","-3,20 %","-10,90 %",ARGANZUELA
01/12/12,2.911 €/m2,"-1,50 %","-3,40 %","-11,80 %",ARGANZUELA
01/11/12,2.956 €/m2,"-1,70 %","-1,80 %","-10,60 %",ARGANZUELA
01/10/12,3.007 €/m2,"-0,20 %","-1,70 %","-9,80 %",ARGANZUELA
01/09/12,3.014 €/m2,"0,10 %","-2,60 %","-9,60 %",ARGANZUELA
01/08/12,3.010 €/m2,"-1,60 %","-4,30 %","-9,70 %",ARGANZUELA
01/07/12,3.060 €/m2,"-1,10 %","-3,30 %","-9,60 %",ARGANZUELA
01/06/12,3.095 €/m2,"-1,60 %","-4,50 %","-9,60 %",ARGANZUELA
01/05/12,3.144 €/m2,"-0,60 %","-2,70 %","-8,60 %",ARGANZUELA
01/04/12,3.164 €/m2,"-2,40 %","-3,10 %","-8,50 %",ARGANZUELA
01/03/12,3.242 €/m2,"0,30 %","-1,80 %","-6,70 %",ARGANZUELA
01/06/23,3.507 €/m2,"2,80 %","3,20 %","7,50 %",BARAJAS
01/05/23,3.411 €/m2,"1,80 %","0,10 %","5,20 %",BARAJAS
01/04/23,3.351 €/m2,"-1,40 %","-1,20 %","2,50 %",BARAJAS
01/03/23,3.399 €/m2,"-0,30 %","0,20 %","2,00 %",BARAJAS
01/02/23,3.407 €/m2,"0,50 %","-1,10 %","1,60 %",BARAJAS
01/01/23,3.391 €/m2,"-0,10 %","0,00 %","1,40 %",BARAJAS
01/12/22,3.394 €/m2,"-1,50 %","3,30 %","1,10 %",BARAJAS
01/11/22,3.447 €/m2,"1,60 %","3,70 %","2,10 %",BARAJAS
01/10/22,3.391 €/m2,"3,20 %","3,60 %","0,70 %",BARAJAS
01/09/22,3.285 €/m2,"-1,20 %","0,70 %","-1,30 %",BARAJAS
01/08/22,3.325 €/m2,"1,60 %","2,50 %","0,40 %",BARAJAS
01/07/22,3.274 €/m2,"0,30 %","0,10 %","2,10 %",BARAJAS
01/06/22,3.264 €/m2,"0,60 %","-2,00 %","2,80 %",BARAJAS
01/05/22,3.244 €/m2,"-0,80 %","-3,30 %","2,60 %",BARAJAS
01/04/22,3.270 €/m2,"-1,80 %","-2,20 %","2,40 %",BARAJAS
01/03/22,3.331 €/m2,"-0,70 %","-0,80 %","2,80 %",BARAJAS
01/02/22,3.355 €/m2,"0,30 %","-0,60 %","3,90 %",BARAJAS
01/01/22,3.343 €/m2,"-0,40 %","-0,70 %","5,40 %",BARAJAS
01/12/21,3.356 €/m2,"-0,60 %","0,90 %","6,20 %",BARAJAS
01/11/21,3.375 €/m2,"0,30 %","1,90 %","6,30 %",BARAJAS
01/10/21,3.366 €/m2,"1,20 %","5,00 %","7,00 %",BARAJAS
01/09/21,3.327 €/m2,"0,40 %","4,80 %","5,40 %",BARAJAS
01/08/21,3.313 €/m2,"3,30 %","4,70 %","4,30 %",BARAJAS
01/07/21,3.207 €/m2,"1,00 %","0,40 %","1,50 %",BARAJAS
01/06/21,3.173 €/m2,"0,30 %","-2,00 %","0,10 %",BARAJAS
01/05/21,3.163 €/m2,"-1,00 %","-2,00 %","0,50 %",BARAJAS
01/04/21,3.194 €/m2,"-1,40 %","0,70 %","0,30 %",BARAJAS
01/03/21,3.239 €/m2,"0,30 %","2,50 %","1,90 %",BARAJAS
01/02/21,3.229 €/m2,"1,80 %","1,60 %","1,10 %",BARAJAS
01/01/21,3.173 €/m2,"0,40 %","0,90 %","-0,30 %",BARAJAS
01/12/20,3.159 €/m2,"-0,50 %","0,10 %","-2,70 %",BARAJAS
01/11/20,3.177 €/m2,"1,00 %","0,00 %","-0,50 %",BARAJAS
01/10/20,3.146 €/m2,"-0,40 %","-0,40 %","0,70 %",BARAJAS
01/09/20,3.158 €/m2,"-0,60 %","-0,40 %","2,40 %",BARAJAS
01/08/20,3.176 €/m2,"0,60 %","1,00 %","2,00 %",BARAJAS
01/07/20,3.158 €/m2,"-0,40 %","-0,90 %","1,30 %",BARAJAS
01/06/20,3.169 €/m2,"0,70 %","-0,20 %","1,60 %",BARAJAS
01/05/20,3.146 €/m2,"-1,30 %","-1,50 %","-0,70 %",BARAJAS
01/04/20,3.186 €/m2,"0,30 %","0,10 %","0,40 %",BARAJAS
01/03/20,3.177 €/m2,"-0,50 %","-2,20 %","0,50 %",BARAJAS
01/02/20,3.193 €/m2,"0,30 %","0,00 %","1,80 %",BARAJAS
01/01/20,3.183 €/m2,"-2,00 %","1,90 %","2,10 %",BARAJAS
01/12/19,3.248 €/m2,"1,70 %","5,30 %","3,10 %",BARAJAS
01/11/19,3.194 €/m2,"2,30 %","2,50 %","1,80 %",BARAJAS
01/10/19,3.123 €/m2,"1,20 %","0,10 %","1,20 %",BARAJAS
01/09/19,3.085 €/m2,"-1,00 %","-1,20 %","-0,20 %",BARAJAS
01/08/19,3.114 €/m2,"-0,10 %","-1,70 %","4,50 %",BARAJAS
01/07/19,3.119 €/m2,"-0,10 %","-1,70 %","6,30 %",BARAJAS
01/06/19,3.121 €/m2,"-1,50 %","-1,30 %","7,50 %",BARAJAS
01/05/19,3.169 €/m2,"-0,10 %","1,00 %","9,70 %",BARAJAS
01/04/19,3.173 €/m2,"0,30 %","1,80 %","11,70 %",BARAJAS
01/03/19,3.163 €/m2,"0,80 %","0,40 %","11,80 %",BARAJAS
01/02/19,3.138 €/m2,"0,60 %","0,00 %","10,20 %",BARAJAS
