Mes,GLOBAL_precio_m2,GLOBAL_var_mensual,GLOBAL_var_trimest,GLOBAL_var_anual,ARGANZUELA_precio_m2,ARGANZUELA_var_mensual,ARGANZUELA_var_trimest,ARGANZUELA_var_anual,BARAJAS_precio_m2,BARAJAS_var_mensual,BARAJAS_var_trimest,BARAJAS_var_anual,CARABANCHEL_precio_m2,CARABANCHEL_var_mensual,CARABANCHEL_var_trimest,CARABANCHEL_var_anual,CENTRO_precio_m2,CENTRO_var_mensual,CENTRO_var_trimest,CENTRO_var_anual,CHAMARTIN_precio_m2,CHAMARTIN_var_mensual,CHAMARTIN_var_trimest,CHAMARTIN_var_anual,CHAMBERI_precio_m2,CHAMBERI_var_mensual,CHAMBERI_var_trimest,CHAMBERI_var_anual,CIUDAD_LINEAL_precio_m2,CIUDAD_LINEAL_var_mensual,CIUDAD_LINEAL_var_trimest,CIUDAD_LINEAL_var_anual,FUENCARRAL_precio_m2,FUENCARRAL_var_mensual,FUENCARRAL_var_trimest,FUENCARRAL_var_anual,HORTALEZA_precio_m2,HORTALEZA_var_mensual,HORTALEZA_var_trimest,HORTALEZA_var_anual,LATINA_precio_m2,LATINA_var_mensual,LATINA_var_trimest,LATINA_var_anual,MONCLOA_precio_m2,MONCLOA_var_mensual,MONCLOA_var_trimest,MONCLOA_var_anual,MORATALAZ_precio_m2,MORATALAZ_var_mensual,MORATALAZ_var_trimest,MORATALAZ_var_anual,PUENTE_VALLECAS_precio_m2,PUENTE_VALLECAS_var_mensual,PUENTE_VALLECAS_var_trimest,PUENTE_VALLECAS_var_anual,RETIRO_precio_m2,RETIRO_var_mensual,RETIRO_var_trimest,RETIRO_var_anual,SALAMANCA_precio_m2,SALAMANCA_var_mensual,SALAMANCA_var_trimest,SALAMANCA_var_anual,SAN_BLAS_precio_m2,SAN_BLAS_var_mensual,SAN_BLAS_var_trimest,SAN_BLAS_var_anual,TETUAN_precio_m2,TETUAN_var_mensual,TETUAN_var_trimest,TETUAN_var_anual,USERA_precio_m2,USERA_var_mensual,USERA_var_trimest,USERA_var_anual,VICALVARO_precio_m2,VICALVARO_var_mensual,VICALVARO_var_trimest,VICALVARO_var_anual,VILLA_VALLECAS_precio_m2,VILLA_VALLECAS_var_mensual,VILLA_VALLECAS_var_trimest,VILLA_VALLECAS_var_anual,VILLAVERDE_precio_m2,VILLAVERDE_var_mensual,VILLAVERDE_var_trimest,VILLAVERDE_var_anual
01/07/15,2.731 €/m2,"-0,50 %","0,70 %","1,60 %",2.742 €/m2,"0,10 %","1,30 %","1,50 %",2.594 €/m2,"-0,40 %","0,30 %","0,20 %",1.647 €/m2,"-0,50 %","1,20 %","1,00 %",3.415 €/m2,"0,50 %","1,20 %","3,90 %",4.000 €/m2,"-0,10 %","1,20 %","2,20 %",3.726 €/m2,"0,00 %","1,50 %","3,90 %",2.420 €/m2,"-1,70 %","-1,40 %","0,00 %",2.764 €/m2,"-1,40 %","-0,60 %","1,30 %",2.777 €/m2,"-1,60 %","1,40 %","-2,20 %",1.646 €/m2,"0,00 %","1,70 %","0,30 %",3.073 €/m2,"0,40 %","2,00 %","1,50 %",1.916 €/m2,"0,10 %","-1,40 %","0,50 %",1.293 €/m2,"0,00 %","-2,40 %","-4,90 %",3.329 €/m2,"0,60 %","0,60 %","3,30 %",4.200 €/m2,"-0,30 %","0,50 %","3,00 %",2.077 €/m2,"-2,30 %","-2,90 %","-0,70 %",2.614 €/m2,"0,60 %","1,20 %","0,40 %",1.518 €/m2,"-1,50 %","1,30 %","2,60 %",1.651 €/m2,"0,80 %","-3,00 %","-5,80 %",1.935 €/m2,"-1,10 %","-2,20 %","-2,30 %",1.399 €/m2,"1,00 %","1,00 %","10,70 %"
01/06/15,2.744 €/m2,"0,70 %","1,80 %","2,10 %",2.739 €/m2,"1,20 %","1,30 %","1,10 %",2.605 €/m2,"0,90 %","1,30 %","1,10 %",1.654 €/m2,"1,40 %","3,20 %","0,20 %",3.399 €/m2,"0,10 %","0,90 %","3,30 %",4.004 €/m2,"1,10 %","1,10 %","2,60 %",3.727 €/m2,"0,90 %","2,50 %","3,30 %",2.461 €/m2,"0,50 %","0,10 %","-1,60 %",2.804 €/m2,"0,10 %","0,80 %","2,00 %",2.821 €/m2,"0,50 %","1,90 %","-0,40 %",1.647 €/m2,"0,10 %","1,50 %","-1,30 %",3.059 €/m2,"0,40 %","1,50 %","1,10 %",1.915 €/m2,"0,00 %","-0,40 %","-0,60 %",1.293 €/m2,"-0,90 %","-1,20 %","-5,20 %",3.309 €/m2,"0,10 %","3,40 %","2,60 %",4.213 €/m2,"0,30 %","2,40 %","3,70 %",2.125 €/m2,"0,60 %","0,00 %","1,10 %",2.598 €/m2,"0,40 %","1,00 %","-0,20 %",1.542 €/m2,"0,80 %","2,90 %","1,30 %",1.638 €/m2,"0,30 %","-0,80 %","-8,20 %",1.958 €/m2,"-1,00 %","0,30 %","0,10 %",1.386 €/m2,"3,10 %","1,10 %","8,30 %"
01/05/15,2.724 €/m2,"0,50 %","1,50 %","2,00 %",2.708 €/m2,"0,00 %","1,30 %","0,40 %",2.582 €/m2,"-0,10 %","-1,70 %","1,00 %",1.631 €/m2,"0,30 %","-0,10 %","-1,70 %",3.394 €/m2,"0,60 %","1,80 %","3,20 %",3.962 €/m2,"0,20 %","0,60 %","2,50 %",3.693 €/m2,"0,60 %","2,30 %","3,00 %",2.450 €/m2,"-0,20 %","0,10 %","-1,20 %",2.801 €/m2,"0,80 %","0,70 %","1,70 %",2.807 €/m2,"2,50 %","0,00 %","-1,30 %",1.644 €/m2,"1,60 %","1,20 %","-1,40 %",3.047 €/m2,"1,10 %","1,90 %","0,60 %",1.914 €/m2,"-1,40 %","-1,20 %","-3,30 %",1.304 €/m2,"-1,50 %","-1,70 %","-8,10 %",3.305 €/m2,"-0,10 %","5,60 %","3,60 %",4.199 €/m2,"0,50 %","2,30 %","4,30 %",2.112 €/m2,"-1,30 %","-0,40 %","0,70 %",2.587 €/m2,"0,10 %","0,00 %","-0,80 %",1.530 €/m2,"2,10 %","2,50 %","-1,20 %",1.633 €/m2,"-4,00 %","-0,90 %","-4,90 %",1.977 €/m2,"0,00 %","2,10 %","0,30 %",1.344 €/m2,"-3,00 %","-3,20 %","3,20 %"
01/04/15,2.711 €/m2,"0,60 %","0,80 %","1,60 %",2.708 €/m2,"0,10 %","1,50 %","-0,20 %",2.586 €/m2,"0,50 %","-1,90 %","0,70 %",1.627 €/m2,"1,50 %","0,50 %","-2,80 %",3.374 €/m2,"0,20 %","1,20 %","3,10 %",3.953 €/m2,"-0,20 %","1,00 %","1,60 %",3.672 €/m2,"0,90 %","2,30 %","3,10 %",2.455 €/m2,"-0,10 %","-0,10 %","-0,60 %",2.779 €/m2,"-0,10 %","0,70 %","1,40 %",2.739 €/m2,"-1,10 %","-3,30 %","-3,50 %",1.619 €/m2,"-0,20 %","-1,10 %","-3,20 %",3.013 €/m2,"0,00 %","0,40 %","-1,00 %",1.942 €/m2,"1,10 %","0,90 %","-1,40 %",1.325 €/m2,"1,20 %","-1,60 %","-5,40 %",3.308 €/m2,"3,40 %","5,90 %","3,60 %",4.178 €/m2,"1,60 %","1,10 %","3,10 %",2.139 €/m2,"0,70 %","1,00 %","2,90 %",2.583 €/m2,"0,40 %","-1,10 %","-0,20 %",1.498 €/m2,"0,00 %","1,70 %","-3,30 %",1.702 €/m2,"3,10 %","4,70 %","-3,60 %",1.978 €/m2,"1,30 %","1,40 %","-0,60 %",1.386 €/m2,"1,00 %","0,10 %","8,50 %"
01/03/15,2.694 €/m2,"0,40 %","0,50 %","-0,20 %",2.705 €/m2,"1,20 %","1,40 %","-0,90 %",2.572 €/m2,"-2,10 %","0,40 %","-2,40 %",1.603 €/m2,"-1,90 %","-1,70 %","-7,10 %",3.368 €/m2,"1,00 %","1,00 %","2,90 %",3.960 €/m2,"0,60 %","1,80 %","2,20 %",3.638 €/m2,"0,70 %","2,00 %","1,50 %",2.459 €/m2,"0,50 %","1,80 %","-0,60 %",2.782 €/m2,"0,00 %","1,50 %","0,80 %",2.769 €/m2,"-1,40 %","-1,90 %","-2,40 %",1.622 €/m2,"-0,10 %","0,30 %","-3,40 %",3.013 €/m2,"0,70 %","-0,50 %","-0,80 %",1.922 €/m2,"-0,70 %","-0,30 %","-1,30 %",1.309 €/m2,"-1,40 %","-3,10 %","-9,20 %",3.199 €/m2,"2,20 %","3,70 %","0,50 %",4.113 €/m2,"0,20 %","-0,40 %","1,30 %",2.124 €/m2,"0,20 %","0,60 %","0,10 %",2.573 €/m2,"-0,60 %","-1,00 %","-2,20 %",1.498 €/m2,"0,40 %","1,90 %","-5,80 %",1.651 €/m2,"0,20 %","0,90 %","-7,20 %",1.952 €/m2,"0,80 %","-0,30 %","-3,70 %",1.371 €/m2,"-1,20 %","0,40 %","7,40 %"
01/02/15,2.684 €/m2,"-0,30 %","0,00 %","-1,60 %",2.672 €/m2,"0,20 %","0,50 %","-1,70 %",2.628 €/m2,"-0,40 %","0,80 %","-0,60 %",1.633 €/m2,"0,90 %","0,60 %","-7,40 %",3.334 €/m2,"0,00 %","0,20 %","1,70 %",3.937 €/m2,"0,60 %","1,30 %","1,90 %",3.611 €/m2,"0,60 %","1,00 %","1,00 %",2.446 €/m2,"-0,40 %","-0,20 %","-1,70 %",2.782 €/m2,"0,80 %","1,60 %","0,00 %",2.807 €/m2,"-0,80 %","-0,90 %","-1,60 %",1.625 €/m2,"-0,70 %","1,00 %","-5,70 %",2.991 €/m2,"-0,30 %","-1,60 %","-1,60 %",1.937 €/m2,"0,60 %","0,60 %","0,80 %",1.328 €/m2,"-1,40 %","-2,10 %","-10,60 %",3.130 €/m2,"0,20 %","1,30 %","-1,70 %",4.105 €/m2,"-0,60 %","-0,70 %","1,60 %",2.119 €/m2,"0,10 %","0,90 %","-2,80 %",2.588 €/m2,"-1,00 %","-0,50 %","-0,60 %",1.493 €/m2,"1,30 %","2,50 %","-8,00 %",1.648 €/m2,"1,40 %","0,50 %","-9,70 %",1.937 €/m2,"-0,70 %","-1,10 %","-3,70 %",1.388 €/m2,"0,40 %","3,40 %","4,00 %"
01/01/15,2.691 €/m2,"0,30 %","0,70 %","-1,70 %",2.667 €/m2,"-0,10 %","0,00 %","-0,50 %",2.637 €/m2,"3,00 %","0,30 %","-0,20 %",1.619 €/m2,"-0,70 %","-0,70 %","-8,90 %",3.334 €/m2,"0,00 %","0,00 %","1,90 %",3.914 €/m2,"0,70 %","0,90 %","1,10 %",3.589 €/m2,"0,70 %","-0,50 %","-0,10 %",2.457 €/m2,"1,80 %","-0,70 %","-1,90 %",2.761 €/m2,"0,80 %","1,60 %","-1,10 %",2.831 €/m2,"0,30 %","-0,10 %","-0,90 %",1.637 €/m2,"1,20 %","0,90 %","-6,60 %",3.001 €/m2,"-0,90 %","-1,10 %","-1,70 %",1.926 €/m2,"-0,10 %","-0,40 %","1,20 %",1.347 €/m2,"-0,30 %","-3,30 %","-7,90 %",3.125 €/m2,"1,30 %","1,10 %","-1,50 %",4.132 €/m2,"0,00 %","0,20 %","1,80 %",2.118 €/m2,"0,30 %","1,00 %","-3,20 %",2.613 €/m2,"0,60 %","0,70 %","-0,40 %",1.473 €/m2,"0,20 %","0,00 %","-9,30 %",1.625 €/m2,"-0,70 %","-1,60 %","-11,40 %",1.950 €/m2,"-0,40 %","-0,60 %","-3,60 %",1.384 €/m2,"1,30 %","10,50 %","1,40 %"
01/12/14,2.681 €/m2,"-0,10 %","0,40 %","-1,70 %",2.669 €/m2,"0,40 %","-0,10 %","-0,90 %",2.560 €/m2,"-1,80 %","-1,90 %","-2,90 %",1.631 €/m2,"0,50 %","1,70 %","-6,00 %",3.334 €/m2,"0,20 %","1,30 %","2,30 %",3.889 €/m2,"0,00 %","0,10 %","0,40 %",3.566 €/m2,"-0,30 %","-1,10 %","-1,30 %",2.414 €/m2,"-1,50 %","-2,30 %","-3,90 %",2.740 €/m2,"0,10 %","0,30 %","-2,10 %",2.824 €/m2,"-0,30 %","-0,30 %","-0,60 %",1.618 €/m2,"0,60 %","-1,30 %","-8,10 %",3.030 €/m2,"-0,30 %","0,50 %","-1,00 %",1.927 €/m2,"0,10 %","-2,70 %","0,20 %",1.351 €/m2,"-0,40 %","-3,40 %","-8,10 %",3.085 €/m2,"-0,20 %","-0,40 %","-3,10 %",4.131 €/m2,"0,00 %","0,10 %","2,40 %",2.112 €/m2,"0,60 %","1,10 %","-2,20 %",2.599 €/m2,"-0,10 %","-0,10 %","-1,90 %",1.470 €/m2,"1,00 %","0,70 %","-9,40 %",1.636 €/m2,"-0,20 %","-1,10 %","-11,00 %",1.958 €/m2,"0,00 %","-4,00 %","-1,50 %",1.365 €/m2,"1,70 %","9,00 %","-5,10 %"
01/11/14,2.683 €/m2,"0,50 %","0,80 %","-1,60 %",2.658 €/m2,"-0,30 %","-1,10 %","-2,10 %",2.607 €/m2,"-0,80 %","1,30 %","-0,40 %",1.624 €/m2,"-0,40 %","1,10 %","-7,70 %",3.327 €/m2,"-0,20 %","1,30 %","2,40 %",3.887 €/m2,"0,20 %","0,10 %","-0,40 %",3.576 €/m2,"-0,80 %","0,00 %","-2,60 %",2.451 €/m2,"-0,90 %","2,30 %","-2,40 %",2.737 €/m2,"0,70 %","0,90 %","-3,90 %",2.832 €/m2,"-0,10 %","0,10 %","-0,70 %",1.608 €/m2,"-0,80 %","-2,30 %","-10,60 %",3.040 €/m2,"0,20 %","1,00 %","-1,30 %",1.925 €/m2,"-0,40 %","1,20 %","2,30 %",1.356 €/m2,"-2,60 %","-1,60 %","-8,00 %",3.090 €/m2,"0,00 %","-1,00 %","-3,20 %",4.133 €/m2,"0,20 %","1,40 %","2,60 %",2.100 €/m2,"0,10 %","0,90 %","-0,60 %",2.602 €/m2,"0,30 %","0,70 %","-2,70 %",1.456 €/m2,"-1,10 %","-0,20 %","-11,30 %",1.640 €/m2,"-0,70 %","-4,40 %","-10,50 %",1.958 €/m2,"-0,20 %","-2,80 %","-3,20 %",1.343 €/m2,"7,20 %","7,40 %","-9,10 %"
01/10/14,2.671 €/m2,"0,00 %","-0,60 %","-1,90 %",2.667 €/m2,"-0,20 %","-1,30 %","-3,00 %",2.629 €/m2,"0,70 %","1,50 %","-0,50 %",1.631 €/m2,"1,70 %","0,10 %","-7,70 %",3.333 €/m2,"1,30 %","1,40 %","1,80 %",3.877 €/m2,"-0,20 %","-0,90 %","-0,30 %",3.606 €/m2,"0,10 %","0,50 %","-1,80 %",2.474 €/m2,"0,20 %","2,20 %","-1,50 %",2.717 €/m2,"-0,50 %","-0,30 %","-4,60 %",2.834 €/m2,"0,10 %","-0,30 %","-1,50 %",1.622 €/m2,"-1,00 %","-1,10 %","-11,10 %",3.035 €/m2,"0,60 %","0,20 %","-1,50 %",1.933 €/m2,"-2,40 %","1,40 %","3,20 %",1.392 €/m2,"-0,40 %","2,40 %","-8,00 %",3.090 €/m2,"-0,30 %","-4,10 %","-3,40 %",4.123 €/m2,"-0,10 %","1,10 %","3,30 %",2.097 €/m2,"0,40 %","0,30 %","-1,30 %",2.595 €/m2,"-0,20 %","-0,30 %","-3,50 %",1.473 €/m2,"0,90 %","-0,40 %","-11,30 %",1.651 €/m2,"-0,20 %","-5,70 %","-10,20 %",1.963 €/m2,"-3,70 %","-0,90 %","-6,20 %",1.252 €/m2,"0,00 %","-1,00 %","-16,20 %"
01/09/14,2.670 €/m2,"0,30 %","-0,70 %","-2,00 %",2.671 €/m2,"-0,60 %","-1,40 %","-3,30 %",2.611 €/m2,"1,50 %","1,30 %","-1,40 %",1.605 €/m2,"-0,10 %","-2,80 %","-10,90 %",3.292 €/m2,"0,20 %","0,00 %","0,10 %",3.884 €/m2,"0,00 %","-0,50 %","-1,00 %",3.604 €/m2,"0,80 %","-0,20 %","-2,00 %",2.470 €/m2,"3,10 %","-1,30 %","-1,80 %",2.731 €/m2,"0,70 %","-0,60 %","-4,30 %",2.831 €/m2,"0,10 %","-0,10 %","-2,60 %",1.638 €/m2,"-0,40 %","-1,80 %","-11,70 %",3.015 €/m2,"0,10 %","-0,30 %","-1,90 %",1.980 €/m2,"4,10 %","2,80 %","4,40 %",1.398 €/m2,"1,40 %","2,50 %","-8,30 %",3.099 €/m2,"-0,70 %","-3,90 %","-4,40 %",4.126 €/m2,"1,20 %","1,50 %","2,60 %",2.090 €/m2,"0,40 %","-0,60 %","-2,30 %",2.601 €/m2,"0,70 %","-0,10 %","-3,90 %",1.461 €/m2,"0,10 %","-4,00 %","-12,40 %",1.655 €/m2,"-3,50 %","-7,20 %","-10,20 %",2.039 €/m2,"1,20 %","4,30 %","-2,80 %",1.252 €/m2,"0,20 %","-2,20 %","-16,50 %"
01/08/14,2.661 €/m2,"-0,90 %","-0,30 %","-2,10 %",2.688 €/m2,"-0,60 %","-0,40 %","-2,30 %",2.573 €/m2,"-0,60 %","0,60 %","-2,00 %",1.606 €/m2,"-1,50 %","-3,30 %","-11,20 %",3.286 €/m2,"0,00 %","-0,10 %","1,20 %",3.885 €/m2,"-0,70 %","0,50 %","-0,80 %",3.575 €/m2,"-0,30 %","-0,30 %","-2,10 %",2.396 €/m2,"-1,00 %","-3,30 %","-4,00 %",2.713 €/m2,"-0,50 %","-1,50 %","-2,90 %",2.828 €/m2,"-0,50 %","-0,50 %","-1,70 %",1.646 €/m2,"0,30 %","-1,30 %","-9,70 %",3.011 €/m2,"-0,60 %","-0,60 %","-1,40 %",1.901 €/m2,"-0,30 %","-4,00 %","-0,40 %",1.379 €/m2,"1,50 %","-2,80 %","-6,50 %",3.122 €/m2,"-3,10 %","-2,10 %","-3,30 %",4.077 €/m2,"0,00 %","1,30 %","2,10 %",2.082 €/m2,"-0,40 %","-0,80 %","-2,60 %",2.583 €/m2,"-0,70 %","-1,00 %","-3,20 %",1.459 €/m2,"-1,30 %","-5,70 %","-12,60 %",1.716 €/m2,"-2,10 %","-0,10 %","-8,50 %",2.015 €/m2,"1,70 %","2,30 %","-5,50 %",1.250 €/m2,"-1,10 %","-4,10 %","-16,10 %"
01/07/14,2.686 €/m2,"0,00 %","0,60 %","-1,20 %",2.703 €/m2,"-0,20 %","-0,40 %","-2,70 %",2.589 €/m2,"0,50 %","0,90 %","-3,20 %",1.630 €/m2,"-1,30 %","-2,60 %","-11,30 %",3.286 €/m2,"-0,10 %","0,40 %","0,10 %",3.912 €/m2,"0,20 %","0,60 %","-0,80 %",3.586 €/m2,"-0,60 %","0,70 %","-2,40 %",2.421 €/m2,"-3,20 %","-2,00 %","-3,80 %",2.727 €/m2,"-0,80 %","-0,50 %","-3,30 %",2.841 €/m2,"0,30 %","0,10 %","-2,70 %",1.640 €/m2,"-1,70 %","-1,90 %","-11,70 %",3.029 €/m2,"0,10 %","-0,40 %","-1,20 %",1.907 €/m2,"-1,00 %","-3,30 %","-4,80 %",1.359 €/m2,"-0,40 %","-3,00 %","-10,40 %",3.223 €/m2,"-0,10 %","0,90 %","-0,50 %",4.078 €/m2,"0,40 %","0,70 %","1,10 %",2.091 €/m2,"-0,50 %","0,60 %","-2,80 %",2.603 €/m2,"0,00 %","0,50 %","-3,70 %",1.479 €/m2,"-2,80 %","-4,60 %","-13,60 %",1.752 €/m2,"-1,80 %","-0,70 %","-9,40 %",1.981 €/m2,"1,30 %","-0,50 %","-7,30 %",1.265 €/m2,"-1,20 %","-1,00 %","-16,50 %"
01/06/14,2.687 €/m2,"0,60 %","-0,50 %","-1,20 %",2.709 €/m2,"0,40 %","-0,70 %","-2,60 %",2.577 €/m2,"0,80 %","-2,20 %","-4,10 %",1.651 €/m2,"-0,60 %","-4,30 %","-10,50 %",3.291 €/m2,"0,10 %","0,50 %","0,10 %",3.904 €/m2,"1,00 %","0,80 %","-1,10 %",3.610 €/m2,"0,60 %","0,70 %","-1,70 %",2.502 €/m2,"0,90 %","1,20 %","-0,80 %",2.749 €/m2,"-0,20 %","-0,40 %","-3,30 %",2.833 €/m2,"-0,30 %","-0,20 %","-3,50 %",1.668 €/m2,"0,00 %","-0,70 %","-10,30 %",3.025 €/m2,"-0,20 %","-0,50 %","-1,80 %",1.927 €/m2,"-2,70 %","-1,10 %","-3,80 %",1.364 €/m2,"-3,90 %","-5,30 %","-10,50 %",3.225 €/m2,"1,10 %","1,30 %","-1,70 %",4.063 €/m2,"1,00 %","0,10 %","0,00 %",2.102 €/m2,"0,20 %","-1,00 %","-3,20 %",2.603 €/m2,"-0,20 %","-1,00 %","-3,50 %",1.521 €/m2,"-1,70 %","-4,30 %","-11,40 %",1.784 €/m2,"3,90 %","0,30 %","-7,50 %",1.955 €/m2,"-0,80 %","-3,50 %","-7,00 %",1.280 €/m2,"-1,80 %","0,30 %","-14,80 %"
01/05/14,2.670 €/m2,"0,00 %","-2,10 %","-3,00 %",2.697 €/m2,"-0,60 %","-0,70 %","-4,30 %",2.558 €/m2,"-0,40 %","-3,30 %","-7,30 %",1.660 €/m2,"-0,80 %","-5,80 %","-10,60 %",3.289 €/m2,"0,40 %","0,30 %","-1,00 %",3.866 €/m2,"-0,60 %","0,00 %","-2,10 %",3.587 €/m2,"0,70 %","0,30 %","-3,20 %",2.479 €/m2,"0,30 %","-0,40 %","-2,70 %",2.754 €/m2,"0,50 %","-1,00 %","-3,60 %",2.842 €/m2,"0,10 %","-0,40 %","-4,80 %",1.667 €/m2,"-0,30 %","-3,20 %","-11,30 %",3.030 €/m2,"-0,40 %","-0,40 %","-2,00 %",1.980 €/m2,"0,50 %","3,00 %","-1,60 %",1.419 €/m2,"1,30 %","-4,40 %","-7,30 %",3.189 €/m2,"-0,10 %","0,20 %","-3,30 %",4.024 €/m2,"-0,70 %","-0,40 %","-1,60 %",2.098 €/m2,"0,90 %","-3,80 %","-4,30 %",2.609 €/m2,"0,80 %","0,20 %","-4,10 %",1.548 €/m2,"-0,10 %","-4,60 %","-11,30 %",1.717 €/m2,"-2,70 %","-5,90 %","-12,50 %",1.971 €/m2,"-1,00 %","-2,00 %","-5,70 %",1.303 €/m2,"2,10 %","-2,40 %","-13,70 %"
01/04/14,2.670 €/m2,"-1,10 %","-2,50 %","-2,80 %",2.714 €/m2,"-0,60 %","1,30 %","-3,80 %",2.567 €/m2,"-2,60 %","-2,80 %","-7,90 %",1.674 €/m2,"-2,90 %","-5,80 %","-10,40 %",3.274 €/m2,"0,00 %","0,10 %","-1,90 %",3.889 €/m2,"0,40 %","0,40 %","-2,10 %",3.562 €/m2,"-0,60 %","-0,90 %","-5,00 %",2.470 €/m2,"-0,10 %","-1,30 %","-2,20 %",2.740 €/m2,"-0,70 %","-1,90 %","-4,80 %",2.839 €/m2,"0,10 %","-0,60 %","-4,80 %",1.673 €/m2,"-0,40 %","-4,60 %","-11,20 %",3.042 €/m2,"0,10 %","-0,40 %","-2,00 %",1.971 €/m2,"1,20 %","3,60 %","-1,00 %",1.401 €/m2,"-2,80 %","-4,20 %","-7,70 %",3.193 €/m2,"0,30 %","0,60 %","-3,60 %",4.052 €/m2,"-0,20 %","-0,20 %","-1,60 %",2.079 €/m2,"-2,10 %","-5,00 %","-4,00 %",2.589 €/m2,"-1,60 %","-1,30 %","-6,00 %",1.550 €/m2,"-2,50 %","-4,50 %","-11,50 %",1.765 €/m2,"-0,80 %","-3,70 %","-9,40 %",1.991 €/m2,"-1,80 %","-1,60 %","-5,30 %",1.277 €/m2,"0,00 %","-6,40 %","-13,00 %"
01/03/14,2.700 €/m2,"-1,00 %","-1,00 %","-1,90 %",2.730 €/m2,"0,50 %","1,40 %","-4,10 %",2.636 €/m2,"-0,30 %","-0,10 %","-4,80 %",1.725 €/m2,"-2,20 %","-0,60 %","-6,80 %",3.274 €/m2,"-0,20 %","0,50 %","-2,90 %",3.875 €/m2,"0,30 %","0,10 %","-2,90 %",3.584 €/m2,"0,20 %","-0,80 %","-4,50 %",2.473 €/m2,"-0,70 %","-1,60 %","-3,40 %",2.760 €/m2,"-0,80 %","-1,40 %","-5,10 %",2.838 €/m2,"-0,50 %","-0,10 %","-6,10 %",1.680 €/m2,"-2,50 %","-4,60 %","-11,30 %",3.038 €/m2,"-0,10 %","-0,80 %","-3,50 %",1.948 €/m2,"1,30 %","1,30 %","-2,70 %",1.441 €/m2,"-2,90 %","-1,90 %","-5,80 %",3.183 €/m2,"0,00 %","0,00 %","-4,50 %",4.061 €/m2,"0,50 %","0,60 %","-2,00 %",2.123 €/m2,"-2,60 %","-1,70 %","-2,80 %",2.631 €/m2,"1,10 %","-0,60 %","-5,30 %",1.590 €/m2,"-2,00 %","-2,00 %","-8,90 %",1.778 €/m2,"-2,60 %","-3,30 %","-8,30 %",2.027 €/m2,"0,80 %","2,00 %","-4,50 %",1.276 €/m2,"-4,40 %","-11,30 %","-14,00 %"
01/02/14,2.727 €/m2,"-0,40 %","0,00 %","-0,40 %",2.717 €/m2,"1,40 %","0,10 %","-5,70 %",2.644 €/m2,"0,10 %","1,00 %","-6,00 %",1.763 €/m2,"-0,80 %","0,20 %","-4,80 %",3.279 €/m2,"0,30 %","0,90 %","-3,60 %",3.864 €/m2,"-0,20 %","-0,90 %","-4,10 %",3.575 €/m2,"-0,50 %","-2,60 %","-7,10 %",2.490 €/m2,"-0,60 %","-0,90 %","-2,00 %",2.783 €/m2,"-0,40 %","-2,40 %","-4,10 %",2.853 €/m2,"-0,10 %","0,00 %","-4,30 %",1.723 €/m2,"-1,70 %","-4,30 %","-7,90 %",3.041 €/m2,"-0,40 %","-1,30 %","-4,40 %",1.922 €/m2,"1,00 %","2,20 %","-3,30 %",1.484 €/m2,"1,60 %","0,70 %","-2,80 %",3.183 €/m2,"0,30 %","-0,40 %","-4,90 %",4.040 €/m2,"-0,50 %","0,30 %","-3,10 %",2.180 €/m2,"-0,40 %","3,20 %","0,50 %",2.603 €/m2,"-0,80 %","-2,60 %","-6,10 %",1.622 €/m2,"-0,10 %","-1,20 %","-6,70 %",1.825 €/m2,"-0,40 %","-0,50 %","-4,70 %",2.011 €/m2,"-0,60 %","-0,60 %","-5,60 %",1.335 €/m2,"-2,20 %","-9,70 %","-11,40 %"
01/01/14,2.737 €/m2,"0,30 %","0,50 %","-0,10 %",2.680 €/m2,"-0,50 %","-2,50 %","-7,90 %",2.641 €/m2,"0,10 %","0,00 %","-6,70 %",1.777 €/m2,"2,30 %","0,50 %","-4,00 %",3.270 €/m2,"0,40 %","-0,10 %","-4,00 %",3.873 €/m2,"0,00 %","-0,50 %","-4,40 %",3.593 €/m2,"-0,60 %","-2,10 %","-6,80 %",2.504 €/m2,"-0,30 %","-0,30 %","-3,60 %",2.793 €/m2,"-0,20 %","-1,90 %","-4,70 %",2.856 €/m2,"0,50 %","-0,70 %","-3,70 %",1.753 €/m2,"-0,40 %","-3,90 %","-6,40 %",3.053 €/m2,"-0,30 %","-0,90 %","-3,80 %",1.902 €/m2,"-1,10 %","1,60 %","-5,00 %",1.462 €/m2,"-0,50 %","-3,40 %","-5,80 %",3.174 €/m2,"-0,30 %","-0,80 %","-5,80 %",4.059 €/m2,"0,60 %","1,70 %","-2,60 %",2.188 €/m2,"1,40 %","2,90 %","-0,60 %",2.623 €/m2,"-0,90 %","-2,50 %","-5,80 %",1.623 €/m2,"0,00 %","-2,30 %","-8,70 %",1.833 €/m2,"-0,30 %","-0,30 %","-5,40 %",2.023 €/m2,"1,80 %","-3,30 %","-5,20 %",1.364 €/m2,"-5,20 %","-8,70 %","-10,20 %"
