date,precio_m2,var_mensual,var_trimest,var_anual,distrito,month,year
2021-01-01,2152,0.6,1.0,2.2,carabanchel,1,2021
2020-12-01,2164,0.2,0.6,2.0,carabanchel,12,2020
2020-11-01,2168,0.3,1.2,1.9,carabanchel,11,2020
2020-10-01,2175,0.1,0.1,1.4,carabanchel,10,2020
2020-09-01,2178,0.8,1.0,1.2,carabanchel,9,2020
2020-08-01,2194,0.8,1.2,1.0,carabanchel,8,2020
2020-07-01,2176,0.9,0.4,1.1,carabanchel,7,2020
2020-06-01,2156,0.5,2.5,0.7,carabanchel,6,2020
2020-05-01,2167,0.8,1.9,0.5,carabanchel,5,2020
2020-04-01,2184,1.2,0.7,0.4,carabanchel,4,2020
2020-03-01,2211,0.1,0.1,2.4,carabanchel,3,2020
2020-02-01,2209,0.4,0.0,2.6,carabanchel,2,2020
2020-01-01,2200,0.4,0.2,2.3,carabanchel,1,2020
2019-12-01,2209,0.0,0.2,3.9,carabanchel,12,2019
2019-11-01,2210,0.2,1.8,3.6,carabanchel,11,2019
2019-10-01,2206,0.1,2.4,3.4,carabanchel,10,2019
2019-09-01,2204,1.5,1.5,4.7,carabanchel,9,2019
2019-08-01,2171,0.8,0.3,3.9,carabanchel,8,2019
2019-07-01,2153,0.9,1.0,3.5,carabanchel,7,2019
2019-06-01,2172,0.3,0.6,5.4,carabanchel,6,2019
2019-05-01,2179,0.2,1.2,7.8,carabanchel,5,2019
2019-04-01,2175,0.7,1.2,10.8,carabanchel,4,2019
2019-03-01,2159,0.3,1.5,12.1,carabanchel,3,2019
2019-02-01,2153,0.2,1.0,13.3,carabanchel,2,2019
2019-01-01,2150,1.1,0.8,14.7,carabanchel,1,2019
2018-12-01,2126,0.3,1.0,14.7,carabanchel,12,2018
2018-11-01,2133,0.0,2.0,14.4,carabanchel,11,2018
2018-10-01,2133,1.3,2.6,14.4,carabanchel,10,2018
2018-09-01,2106,0.7,2.2,16.7,carabanchel,9,2018
2018-08-01,2090,0.5,3.4,18.3,carabanchel,8,2018
2018-07-01,2080,0.9,6.0,16.2,carabanchel,7,2018
2018-06-01,2061,2.0,7.0,16.2,carabanchel,6,2018
2018-05-01,2021,2.9,6.3,15.8,carabanchel,5,2018
2018-04-01,1963,1.9,4.8,14.8,carabanchel,4,2018
2018-03-01,1926,1.3,3.9,13.1,carabanchel,3,2018
2018-02-01,1901,1.5,2.0,12.9,carabanchel,2,2018
2018-01-01,1874,1.1,0.5,11.0,carabanchel,1,2018
2017-12-01,1853,0.6,2.7,8.8,carabanchel,12,2017
2017-11-01,1864,0.0,5.5,10.8,carabanchel,11,2017
2017-10-01,1864,3.3,4.1,11.9,carabanchel,10,2017
2017-09-01,1805,2.2,1.7,9.9,carabanchel,9,2017
2017-08-01,1766,1.3,1.2,9.4,carabanchel,8,2017
2017-07-01,1790,0.9,4.7,11.8,carabanchel,7,2017
2017-06-01,1774,1.6,4.2,8.9,carabanchel,6,2017
2017-05-01,1746,2.1,3.7,8.3,carabanchel,5,2017
2017-04-01,1710,0.5,1.3,5.2,carabanchel,4,2017
2017-03-01,1703,1.1,0.0,4.7,carabanchel,3,2017
2017-02-01,1684,0.3,0.1,4.3,carabanchel,2,2017
2017-01-01,1688,0.8,1.3,3.8,carabanchel,1,2017
2016-12-01,1703,1.2,3.7,3.5,carabanchel,12,2016
2016-11-01,1683,1.0,4.2,2.3,carabanchel,11,2016
2016-10-01,1666,1.5,4.0,1.0,carabanchel,10,2016
2016-09-01,1642,1.7,0.8,0.9,carabanchel,9,2016
2016-08-01,1615,0.8,0.2,1.0,carabanchel,8,2016
2016-07-01,1601,1.7,1.5,2.8,carabanchel,7,2016
2016-06-01,1629,1.1,0.2,1.5,carabanchel,6,2016
2016-05-01,1611,0.9,0.2,1.2,carabanchel,5,2016
2016-04-01,1626,0.0,0.0,0.0,carabanchel,4,2016
2016-03-01,1626,0.7,1.2,1.4,carabanchel,3,2016
2016-02-01,1614,0.7,1.9,1.2,carabanchel,2,2016
2016-01-01,1626,1.1,1.4,0.4,carabanchel,1,2016
2015-12-01,1645,0.0,1.0,0.8,carabanchel,12,2015
2015-11-01,1645,0.3,0.8,1.3,carabanchel,11,2015
2015-10-01,1649,1.3,0.1,1.1,carabanchel,10,2015
2015-09-01,1628,0.2,1.6,1.5,carabanchel,9,2015
2015-08-01,1631,0.9,0.0,1.6,carabanchel,8,2015
2015-07-01,1647,0.5,1.2,1.0,carabanchel,7,2015
2015-06-01,1654,1.4,3.2,0.2,carabanchel,6,2015
2015-05-01,1631,0.3,0.1,1.7,carabanchel,5,2015
2015-04-01,1627,1.5,0.5,2.8,carabanchel,4,2015
2015-03-01,1603,1.9,1.7,7.1,carabanchel,3,2015
2015-02-01,1633,0.9,0.6,7.4,carabanchel,2,2015
2015-01-01,1619,0.7,0.7,8.9,carabanchel,1,2015
2014-12-01,1631,0.5,1.7,6.0,carabanchel,12,2014
2014-11-01,1624,0.4,1.1,7.7,carabanchel,11,2014
2014-10-01,1631,1.7,0.1,7.7,carabanchel,10,2014
2014-09-01,1605,0.1,2.8,10.9,carabanchel,9,2014
2014-08-01,1606,1.5,3.3,11.2,carabanchel,8,2014
2014-07-01,1630,1.3,2.6,11.3,carabanchel,7,2014
2014-06-01,1651,0.6,4.3,10.5,carabanchel,6,2014
2014-05-01,1660,0.8,5.8,10.6,carabanchel,5,2014
2014-04-01,1674,2.9,5.8,10.4,carabanchel,4,2014
2014-03-01,1725,2.2,0.6,6.8,carabanchel,3,2014
2014-02-01,1763,0.8,0.2,4.8,carabanchel,2,2014
2014-01-01,1777,2.3,0.5,4.0,carabanchel,1,2014
2013-12-01,1736,1.3,3.6,7.3,carabanchel,12,2013
2013-11-01,1759,0.5,2.8,7.6,carabanchel,11,2013
2013-10-01,1768,1.8,3.8,9.5,carabanchel,10,2013
2013-09-01,1801,0.4,2.3,10.0,carabanchel,9,2013
2013-08-01,1809,1.5,2.6,11.2,carabanchel,8,2013
2013-07-01,1837,0.4,1.6,11.0,carabanchel,7,2013
2013-06-01,1844,0.7,0.4,11.9,carabanchel,6,2013
2013-05-01,1856,0.6,0.2,12.6,carabanchel,5,2013
2013-04-01,1868,0.9,0.9,12.9,carabanchel,4,2013
2013-03-01,1851,0.1,1.2,14.8,carabanchel,3,2013
2013-02-01,1853,0.1,2.6,16.1,carabanchel,2,2013
2013-01-01,1850,1.2,5.3,16.5,carabanchel,1,2013
2012-12-01,1873,1.5,6.4,16.1,carabanchel,12,2012
2012-11-01,1902,2.6,6.6,15.8,carabanchel,11,2012
2012-10-01,1953,2.3,5.3,14.9,carabanchel,10,2012
2012-09-01,2000,1.8,4.4,12.4,carabanchel,9,2012
2012-08-01,2036,1.3,4.1,10.7,carabanchel,8,2012
2012-07-01,2063,1.4,3.8,11.6,carabanchel,7,2012
2012-06-01,2092,1.5,3.7,12.1,carabanchel,6,2012
2012-05-01,2123,1.0,3.9,11.9,carabanchel,5,2012
2012-04-01,2144,1.4,3.2,11.9,carabanchel,4,2012
2012-03-01,2174,1.6,2.6,12.6,carabanchel,3,2012
2023-06-01,5368,0.2,2.3,5.4,centro,6,2023
2023-05-01,5357,1.2,4.0,6.3,centro,5,2023
2023-04-01,5292,0.9,3.0,6.0,centro,4,2023
2023-03-01,5247,1.9,2.9,5.1,centro,3,2023
2023-02-01,5152,0.3,0.3,4.4,centro,2,2023
2023-01-01,5137,0.7,0.1,5.7,centro,1,2023
2022-12-01,5101,0.7,0.3,5.7,centro,12,2022
2022-11-01,5136,0.1,0.5,6.5,centro,11,2022
2022-10-01,5130,0.3,0.0,7.0,centro,10,2022
2022-09-01,5115,0.1,0.5,6.7,centro,9,2022
2022-08-01,5111,0.3,1.4,6.8,centro,8,2022
2022-07-01,5128,0.7,2.7,8.0,centro,7,2022
2022-06-01,5092,1.0,2.0,7.9,centro,6,2022
2022-05-01,5040,1.0,2.1,6.6,centro,5,2022
2022-04-01,4992,0.0,2.7,5.7,centro,4,2022
2022-03-01,4994,1.2,3.5,5.2,centro,3,2022
2022-02-01,4935,1.5,2.3,4.0,centro,2,2022
2022-01-01,4860,0.7,1.3,3.0,centro,1,2022
2021-12-01,4826,0.1,0.7,2.1,centro,12,2021
2021-11-01,4822,0.5,0.7,1.1,centro,11,2021
2021-10-01,4796,0.1,1.0,0.4,centro,10,2021
2021-09-01,4793,0.2,1.5,1.1,centro,9,2021
2021-08-01,4786,0.8,1.2,1.8,centro,8,2021
2021-07-01,4748,0.6,0.6,2.9,centro,7,2021
2021-06-01,4721,0.2,0.5,4.7,centro,6,2021
2021-05-01,4730,0.2,0.4,5.3,centro,5,2021
2021-04-01,4721,0.5,0.1,5.5,centro,4,2021
2021-03-01,4747,0.0,0.5,4.9,centro,3,2021
2021-02-01,4747,0.6,0.5,5.0,centro,2,2021
2021-01-01,4717,0.2,2.1,6.2,centro,1,2021
2020-12-01,4725,0.9,2.5,6.0,centro,12,2020
2020-11-01,4769,1.0,2.1,4.9,centro,11,2020
2020-10-01,4816,0.6,1.5,3.9,centro,10,2020
2020-09-01,4847,0.6,2.2,2.9,centro,9,2020
2020-08-01,4874,0.3,2.4,2.3,centro,8,2020
2020-07-01,4890,1.3,2.1,2.0,centro,7,2020
2020-06-01,4955,0.8,0.8,0.8,centro,6,2020
2020-05-01,4993,0.0,0.1,0.1,centro,5,2020
2020-04-01,4994,0.0,0.7,0.1,centro,4,2020
2020-03-01,4993,0.1,0.7,0.1,centro,3,2020
2020-02-01,4996,0.6,0.3,0.1,centro,2,2020
2020-01-01,5028,0.0,0.3,1.4,centro,1,2020
2019-12-01,5027,0.3,0.7,1.5,centro,12,2019
2019-11-01,5013,0.0,0.5,1.6,centro,11,2019
2019-10-01,5012,0.4,0.5,2.3,centro,10,2019
2019-09-01,4992,0.0,0.0,1.3,centro,9,2019
2019-08-01,4990,0.0,0.0,0.5,centro,8,2019
2019-07-01,4990,0.1,0.0,0.6,centro,7,2019
2019-06-01,4993,0.1,0.0,2.0,centro,6,2019
2019-05-01,4988,0.0,0.0,2.8,centro,5,2019
2019-04-01,4989,0.0,0.6,4.3,centro,4,2019
2019-03-01,4990,0.0,0.7,6.1,centro,3,2019
2019-02-01,4990,0.6,1.1,7.7,centro,2,2019
2019-01-01,4959,0.1,1.2,9.5,centro,1,2019
2018-12-01,4953,0.4,0.5,10.4,centro,12,2018
2018-11-01,4934,0.7,0.7,11.5,centro,11,2018
2018-10-01,4901,0.6,1.1,12.4,centro,10,2018
2018-09-01,4929,0.8,0.7,14.8,centro,9,2018
2018-08-01,4967,0.2,2.3,16.6,centro,8,2018
2018-07-01,4957,1.3,3.6,18.4,centro,7,2018
2018-06-01,4893,0.8,4.0,20.0,centro,6,2018
2018-05-01,4853,1.4,4.7,21.4,centro,5,2018
2018-04-01,4785,1.7,5.6,22.0,centro,4,2018
2018-03-01,4703,1.5,4.8,21.9,centro,3,2018
2018-02-01,4633,2.3,4.7,22.1,centro,2,2018
2018-01-01,4530,1.0,3.9,20.3,centro,1,2018
2017-12-01,4486,1.4,4.5,18.4,centro,12,2017
2017-11-01,4426,1.5,3.9,16.3,centro,11,2017
2017-10-01,4361,1.6,4.1,16.4,centro,10,2017
2017-09-01,4294,0.8,5.3,15.1,centro,9,2017
2017-08-01,4261,1.7,6.6,15.1,centro,8,2017
2017-07-01,4188,2.7,6.8,14.1,centro,7,2017
2017-06-01,4078,2.0,5.7,12.0,centro,6,2017
2017-05-01,3997,1.9,5.3,10.2,centro,5,2017
2017-04-01,3922,1.7,4.1,7.3,centro,4,2017
2017-03-01,3858,1.7,1.9,7.1,centro,3,2017
2017-02-01,3795,0.8,0.3,6.7,centro,2,2017
2017-01-01,3767,0.6,0.6,5.7,centro,1,2017
2016-12-01,3788,0.5,1.5,6.6,centro,12,2016
2016-11-01,3805,1.6,2.8,7.8,centro,11,2016
2016-10-01,3745,0.4,2.0,7.0,centro,10,2016
2016-09-01,3731,0.8,2.4,8.0,centro,9,2016
2016-08-01,3703,0.9,2.1,7.7,centro,8,2016
2016-07-01,3671,0.8,0.4,7.5,centro,7,2016
2016-06-01,3643,0.5,1.2,7.2,centro,6,2016
2016-05-01,3626,0.8,2.0,6.8,centro,5,2016
2016-04-01,3655,1.5,2.5,8.3,centro,4,2016
2016-03-01,3601,1.3,1.4,6.9,centro,3,2016
2016-02-01,3556,0.2,0.7,6.7,centro,2,2016
2016-01-01,3565,0.4,1.9,6.9,centro,1,2016
2015-12-01,3552,0.6,2.8,6.6,centro,12,2015
2015-11-01,3531,0.9,2.7,6.1,centro,11,2015
2015-10-01,3500,1.3,2.5,5.0,centro,10,2015
2015-09-01,3455,0.5,1.7,5.0,centro,9,2015
2015-08-01,3438,0.7,1.3,4.6,centro,8,2015
2015-07-01,3415,0.5,1.2,3.9,centro,7,2015
2015-06-01,3399,0.1,0.9,3.3,centro,6,2015
2015-05-01,3394,0.6,1.8,3.2,centro,5,2015
2015-04-01,3374,0.2,1.2,3.1,centro,4,2015
2015-03-01,3368,1.0,1.0,2.9,centro,3,2015
2015-02-01,3334,0.0,0.2,1.7,centro,2,2015
2015-01-01,3334,0.0,0.0,1.9,centro,1,2015
2014-12-01,3334,0.2,1.3,2.3,centro,12,2014
2014-11-01,3327,0.2,1.3,2.4,centro,11,2014
2014-10-01,3333,1.3,1.4,1.8,centro,10,2014
2014-09-01,3292,0.2,0.0,0.1,centro,9,2014
2014-08-01,3286,0.0,0.1,1.2,centro,8,2014
2014-07-01,3286,0.1,0.4,0.1,centro,7,2014
2014-06-01,3291,0.1,0.5,0.1,centro,6,2014
2014-05-01,3289,0.4,0.3,1.0,centro,5,2014
2014-04-01,3274,0.0,0.1,1.9,centro,4,2014
2014-03-01,3274,0.2,0.5,2.9,centro,3,2014
2014-02-01,3279,0.3,0.9,3.6,centro,2,2014
2014-01-01,3270,0.4,0.1,4.0,centro,1,2014
2013-12-01,3258,0.3,0.9,4.7,centro,12,2013
2013-11-01,3249,0.8,0.0,6.4,centro,11,2013
2013-10-01,3274,0.4,0.3,6.8,centro,10,2013
2013-09-01,3289,1.3,0.1,6.0,centro,9,2013
2013-08-01,3248,1.1,2.2,7.2,centro,8,2013
2013-07-01,3282,0.1,1.7,6.8,centro,7,2013
2013-06-01,3286,1.0,2.5,8.1,centro,6,2013
2013-05-01,3321,0.5,2.3,7.8,centro,5,2013
2013-04-01,3338,1.0,2.0,8.8,centro,4,2013
2013-03-01,3370,0.9,1.4,9.1,centro,3,2013
2013-02-01,3400,0.2,2.1,9.2,centro,2,2013
2013-01-01,3407,0.4,3.0,9.4,centro,1,2013
2012-12-01,3419,1.5,2.3,9.4,centro,12,2012
2012-11-01,3472,1.2,0.8,8.8,centro,11,2012
2012-10-01,3514,0.4,0.3,7.8,centro,10,2012
2012-09-01,3500,0.0,2.1,8.0,centro,9,2012
2012-08-01,3499,0.7,2.9,8.2,centro,8,2012
2012-07-01,3523,1.5,3.8,8.5,centro,7,2012
2012-06-01,3576,0.8,3.6,8.1,centro,6,2012
2012-05-01,3603,1.6,3.8,8.6,centro,5,2012
2012-04-01,3661,1.3,2.7,7.5,centro,4,2012
2012-03-01,3709,0.9,1.7,7.0,centro,3,2012
2023-06-01,5701,0.8,0.8,4.8,chamartin,6,2023
2023-05-01,5654,0.7,0.7,5.1,chamartin,5,2023
2023-04-01,5614,0.8,0.1,5.9,chamartin,4,2023
2023-03-01,5659,0.6,1.5,8.4,chamartin,3,2023
2023-02-01,5695,1.5,2.9,9.6,chamartin,2,2023
2023-01-01,5610,0.6,0.9,8.2,chamartin,1,2023
2022-12-01,5577,0.8,1.2,9.5,chamartin,12,2022
2022-11-01,5533,0.4,1.2,8.6,chamartin,11,2022
2022-10-01,5558,0.8,0.9,9.2,chamartin,10,2022
2022-09-01,5513,0.9,1.3,8.1,chamartin,9,2022
2022-08-01,5465,0.7,1.5,7.7,chamartin,8,2022
2022-07-01,5506,1.2,3.8,7.9,chamartin,7,2022
2022-06-01,5441,1.1,4.3,5.9,chamartin,6,2022
2022-05-01,5382,1.5,3.6,5.9,chamartin,5,2022
2022-04-01,5303,1.6,2.3,5.4,chamartin,4,2022
2022-03-01,5218,0.4,2.5,4.6,chamartin,3,2022
2022-02-01,5195,0.2,1.9,4.1,chamartin,2,2022
2022-01-01,5186,1.8,1.9,4.8,chamartin,1,2022
2021-12-01,5093,0.1,0.2,2.0,chamartin,12,2021
2021-11-01,5097,0.1,0.5,1.5,chamartin,11,2021
2021-10-01,5090,0.2,0.2,1.4,chamartin,10,2021
2021-09-01,5102,0.6,0.7,1.4,chamartin,9,2021
2021-08-01,5072,0.6,0.2,0.1,chamartin,8,2021
2021-07-01,5102,0.7,1.4,0.0,chamartin,7,2021
2021-06-01,5137,1.0,3.0,1.0,chamartin,6,2021
2021-05-01,5083,1.0,1.8,2.3,chamartin,5,2021
2021-04-01,5033,0.9,1.7,2.4,chamartin,4,2021
2021-03-01,4988,0.1,0.1,3.1,chamartin,3,2021
2021-02-01,4991,0.9,0.6,2.6,chamartin,2,2021
2021-01-01,4947,1.0,1.4,2.5,chamartin,1,2021
2020-12-01,4995,0.5,0.7,0.8,chamartin,12,2020
2020-11-01,5023,0.1,0.9,0.7,chamartin,11,2020
2020-10-01,5019,0.2,1.6,0.5,chamartin,10,2020
2020-09-01,5030,0.7,3.1,0.5,chamartin,9,2020
2020-08-01,5068,0.7,2.6,1.8,chamartin,8,2020
2020-07-01,5103,1.7,1.1,2.4,chamartin,7,2020
2020-06-01,5190,0.3,0.8,4.8,chamartin,6,2020
2020-05-01,5205,0.9,1.6,3.8,chamartin,5,2020
2020-04-01,5158,0.2,1.7,2.3,chamartin,4,2020
2020-03-01,5148,0.4,2.2,0.9,chamartin,3,2020
2020-02-01,5125,1.0,2.8,0.4,chamartin,2,2020
2020-01-01,5073,0.7,1.6,0.7,chamartin,1,2020
2019-12-01,5035,1.0,0.6,1.8,chamartin,12,2019
2019-11-01,4986,0.2,0.2,2.5,chamartin,11,2019
2019-10-01,4995,0.3,0.3,1.2,chamartin,10,2019
2019-09-01,5008,0.6,1.1,0.2,chamartin,9,2019
2019-08-01,4977,0.1,0.8,0.6,chamartin,8,2019
2019-07-01,4981,0.6,1.2,1.4,chamartin,7,2019
2019-06-01,4951,1.3,3.0,1.8,chamartin,6,2019
2019-05-01,5016,0.5,2.5,3.4,chamartin,5,2019
2019-04-01,5041,1.2,1.3,5.1,chamartin,4,2019
2019-03-01,5102,0.8,0.4,7.4,chamartin,3,2019
2019-02-01,5146,0.7,0.7,9.0,chamartin,2,2019
2019-01-01,5109,0.3,1.1,10.2,chamartin,1,2019
2018-12-01,5125,0.3,2.2,12.2,chamartin,12,2018
2018-11-01,5111,1.1,3.3,12.5,chamartin,11,2018
2018-10-01,5055,0.8,2.9,11.5,chamartin,10,2018
2018-09-01,5017,1.4,3.1,11.9,chamartin,9,2018
2018-08-01,4946,0.7,1.9,11.1,chamartin,8,2018
2018-07-01,4911,1.0,2.4,11.4,chamartin,7,2018
2018-06-01,4864,0.2,2.3,10.7,chamartin,6,2018
2018-05-01,4853,1.2,2.8,11.1,chamartin,5,2018
2018-04-01,4797,0.9,3.4,10.5,chamartin,4,2018
2018-03-01,4753,0.7,4.0,10.4,chamartin,3,2018
2018-02-01,4720,1.8,3.8,10.4,chamartin,2,2018
2018-01-01,4638,1.5,2.3,9.2,chamartin,1,2018
2017-12-01,4570,0.5,1.9,8.5,chamartin,12,2017
2017-11-01,4545,0.3,2.1,7.9,chamartin,11,2017
2017-10-01,4533,1.1,2.8,7.5,chamartin,10,2017
2017-09-01,4483,0.7,2.1,6.2,chamartin,9,2017
2017-08-01,4453,1.0,1.9,6.4,chamartin,8,2017
2017-07-01,4408,0.4,1.6,6.6,chamartin,7,2017
2017-06-01,4392,0.5,2.1,6.6,chamartin,6,2017
2017-05-01,4369,0.7,2.1,5.2,chamartin,5,2017
2017-04-01,4340,0.8,2.2,5.5,chamartin,4,2017
2017-03-01,4304,0.6,2.2,5.0,chamartin,3,2017
2017-02-01,4277,0.7,1.5,5.1,chamartin,2,2017
2017-01-01,4246,0.8,0.6,4.6,chamartin,1,2017
2016-12-01,4213,0.0,0.2,4.8,chamartin,12,2016
2016-11-01,4214,0.1,0.7,5.1,chamartin,11,2016
2016-10-01,4219,0.1,2.0,6.0,chamartin,10,2016
2016-09-01,4223,0.9,2.5,5.6,chamartin,9,2016
2016-08-01,4184,1.2,0.8,5.1,chamartin,8,2016
2016-07-01,4134,0.4,0.5,3.4,chamartin,7,2016
2016-06-01,4119,0.8,0.5,2.9,chamartin,6,2016
2016-05-01,4151,0.9,2.0,4.8,chamartin,5,2016
2016-04-01,4112,0.4,1.3,4.0,chamartin,4,2016
2016-03-01,4098,0.7,1.9,3.5,chamartin,3,2016
2016-02-01,4069,0.2,1.5,3.4,chamartin,2,2016
2016-01-01,4059,1.0,2.0,3.7,chamartin,1,2016
2015-12-01,4020,0.3,0.5,3.4,chamartin,12,2015
2015-11-01,4010,0.8,0.7,3.2,chamartin,11,2015
2015-10-01,3979,0.5,0.5,2.6,chamartin,10,2015
2015-09-01,3999,0.5,0.1,3.0,chamartin,9,2015
2015-08-01,3980,0.5,0.5,2.5,chamartin,8,2015
2015-07-01,4000,0.1,1.2,2.2,chamartin,7,2015
2015-06-01,4004,1.1,1.1,2.6,chamartin,6,2015
2015-05-01,3962,0.2,0.6,2.5,chamartin,5,2015
2015-04-01,3953,0.2,1.0,1.6,chamartin,4,2015
2015-03-01,3960,0.6,1.8,2.2,chamartin,3,2015
2015-02-01,3937,0.6,1.3,1.9,chamartin,2,2015
2015-01-01,3914,0.7,0.9,1.1,chamartin,1,2015
2014-12-01,3889,0.0,0.1,0.4,chamartin,12,2014
2014-11-01,3887,0.2,0.1,0.4,chamartin,11,2014
2014-10-01,3877,0.2,0.9,0.3,chamartin,10,2014
2014-09-01,3884,0.0,0.5,1.0,chamartin,9,2014
2014-08-01,3885,0.7,0.5,0.8,chamartin,8,2014
2014-07-01,3912,0.2,0.6,0.8,chamartin,7,2014
2014-06-01,3904,1.0,0.8,1.1,chamartin,6,2014
2014-05-01,3866,0.6,0.0,2.1,chamartin,5,2014
2014-04-01,3889,0.4,0.4,2.1,chamartin,4,2014
2014-03-01,3875,0.3,0.1,2.9,chamartin,3,2014
2014-02-01,3864,0.2,0.9,4.1,chamartin,2,2014
2014-01-01,3873,0.0,0.5,4.4,chamartin,1,2014
2013-12-01,3871,0.7,1.4,4.2,chamartin,12,2013
2013-11-01,3901,0.3,0.4,4.5,chamartin,11,2013
2013-10-01,3891,0.9,1.3,5.8,chamartin,10,2013
2013-09-01,3925,0.2,0.6,4.7,chamartin,9,2013
2013-08-01,3916,0.7,0.8,5.3,chamartin,8,2013
2013-07-01,3943,0.1,0.8,5.8,chamartin,7,2013
2013-06-01,3947,0.1,1.0,7.0,chamartin,6,2013
2013-05-01,3949,0.6,2.0,7.5,chamartin,5,2013
2013-04-01,3973,0.4,1.9,7.5,chamartin,4,2013
2013-03-01,3988,1.0,1.3,7.0,chamartin,3,2013
2013-02-01,4029,0.5,1.3,7.0,chamartin,2,2013
2013-01-01,4051,0.2,1.9,7.1,chamartin,1,2013
2012-12-01,4041,1.0,1.9,7.4,chamartin,12,2012
2012-11-01,4083,1.1,1.2,7.6,chamartin,11,2012
2012-10-01,4128,0.3,1.3,6.7,chamartin,10,2012
2012-09-01,4118,0.4,3.0,7.4,chamartin,9,2012
2012-08-01,4133,1.2,3.2,7.6,chamartin,8,2012
2012-07-01,4184,1.4,2.5,7.6,chamartin,7,2012
2012-06-01,4245,0.5,1.0,7.5,chamartin,6,2012
2012-05-01,4268,0.6,1.5,7.1,chamartin,5,2012
2012-04-01,4294,0.2,1.5,6.2,chamartin,4,2012
2012-03-01,4287,1.0,1.8,6.3,chamartin,3,2012
2023-06-01,5943,0.4,0.3,5.0,chamberi,6,2023
2023-05-01,5921,0.1,0.5,5.9,chamberi,5,2023
2023-04-01,5928,0.1,1.2,7.8,chamberi,4,2023
2023-03-01,5923,0.5,1.8,8.2,chamberi,3,2023
2023-02-01,5891,0.6,1.3,8.2,chamberi,2,2023
2023-01-01,5857,0.7,0.8,7.8,chamberi,1,2023
2022-12-01,5818,0.0,0.4,7.8,chamberi,12,2022
2022-11-01,5816,0.1,2.0,8.4,chamberi,11,2022
2022-10-01,5811,0.3,2.4,8.8,chamberi,10,2022
2022-09-01,5796,1.7,2.5,9.0,chamberi,9,2022
2022-08-01,5702,0.5,2.0,7.6,chamberi,8,2022
2022-07-01,5675,0.3,3.2,7.2,chamberi,7,2022
2022-06-01,5657,1.2,3.4,7.2,chamberi,6,2022
2022-05-01,5592,1.7,2.7,7.6,chamberi,5,2022
2022-04-01,5500,0.5,1.2,5.6,chamberi,4,2022
2022-03-01,5473,0.5,1.4,4.8,chamberi,3,2022
2022-02-01,5446,0.2,1.5,4.3,chamberi,2,2022
2022-01-01,5432,0.6,1.7,4.2,chamberi,1,2022
2021-12-01,5397,0.6,1.5,2.9,chamberi,12,2021
2021-11-01,5368,0.5,1.3,1.9,chamberi,11,2021
2021-10-01,5341,0.4,0.9,0.6,chamberi,10,2021
2021-09-01,5319,0.4,0.8,0.8,chamberi,9,2021
2021-08-01,5297,0.0,1.9,0.6,chamberi,8,2021
2021-07-01,5295,0.4,1.7,0.4,chamberi,7,2021
2021-06-01,5276,1.5,1.0,1.8,chamberi,6,2021
2021-05-01,5197,0.2,0.5,3.3,chamberi,5,2021
2021-04-01,5206,0.3,0.2,2.4,chamberi,4,2021
2021-03-01,5222,0.0,0.5,1.8,chamberi,3,2021
2021-02-01,5222,0.1,0.9,1.2,chamberi,2,2021
2021-01-01,5215,0.6,1.8,0.5,chamberi,1,2021
2020-12-01,5247,0.4,2.1,0.0,chamberi,12,2020
2020-11-01,5270,0.7,1.1,0.2,chamberi,11,2020
2020-10-01,5309,0.9,0.2,0.6,chamberi,10,2020
2020-09-01,5359,0.6,0.3,1.8,chamberi,9,2020
2020-08-01,5329,0.2,0.8,1.1,chamberi,8,2020
2020-07-01,5319,1.0,0.3,1.0,chamberi,7,2020
2020-06-01,5374,0.0,1.1,2.2,chamberi,6,2020
2020-05-01,5374,0.7,1.7,2.0,chamberi,5,2020
2020-04-01,5335,0.4,1.8,1.2,chamberi,4,2020
2020-03-01,5316,0.6,1.3,1.3,chamberi,3,2020
2020-02-01,5286,0.8,0.5,0.5,chamberi,2,2020
2020-01-01,5242,0.1,0.7,0.7,chamberi,1,2020
2019-12-01,5248,0.3,0.3,1.1,chamberi,12,2019
2019-11-01,5261,0.3,0.2,0.6,chamberi,11,2019
2019-10-01,5279,0.3,0.2,0.2,chamberi,10,2019
2019-09-01,5265,0.1,0.1,0.3,chamberi,9,2019
2019-08-01,5270,0.0,0.0,0.8,chamberi,8,2019
2019-07-01,5269,0.2,0.1,1.8,chamberi,7,2019
2019-06-01,5257,0.2,0.2,2.4,chamberi,6,2019
2019-05-01,5268,0.1,0.1,4.3,chamberi,5,2019
2019-04-01,5273,0.5,0.1,5.7,chamberi,4,2019
2019-03-01,5248,0.3,1.1,6.7,chamberi,3,2019
2019-02-01,5262,0.3,0.6,8.1,chamberi,2,2019
2019-01-01,5279,0.5,0.2,9.0,chamberi,1,2019
2018-12-01,5304,0.2,1.1,11.3,chamberi,12,2018
2018-11-01,5294,0.1,1.3,12.7,chamberi,11,2018
2018-10-01,5288,0.8,2.1,14.6,chamberi,10,2018
2018-09-01,5247,0.4,2.2,16.2,chamberi,9,2018
2018-08-01,5226,0.9,3.5,16.5,chamberi,8,2018
2018-07-01,5177,0.9,3.8,15.5,chamberi,7,2018
2018-06-01,5132,1.6,4.3,16.6,chamberi,6,2018
2018-05-01,5052,1.2,3.8,17.5,chamberi,5,2018
